OnlineOrderID,CustomerID,OrderDate,ShippingMethod,TotalAmount,OrderStatus,RowHash
2573,1706,2023-08-06,Express,502.27,Returned,393c6847a6403548904392efe3092a680fb9b2d94381a53be31cf7828681e33f
2574,1613,2024-09-27,Express,885.22,Pending,62839990d1d496aa69060b7842cc4dde490297619d69281494d8667f0661e8ef
2575,447,2024-06-14,Click & Collect,239.97,Shipped,883d5ee6cc2bc7c8d6936ec87915301da061bc0aa47759466d51eee48dd609ff
2576,3607,2023-11-11,Standard,507.61,Delivered,9e269ad9af7cd719aba9b3c9db3d2bccb1921bc72743706c6d7a89615286af6b
2577,4499,2023-06-06,Standard,770.9,Returned,9f4fbaa3c8c7e8365a8d976745197e037575b9d4db4f69891369272042d9403a
2578,2641,2023-07-17,Click & Collect,805.75,Shipped,5dd522163bd424b7351d2acbd55a313a7cf990a1384bf1ec1599922f39c7f17c
2579,1740,2024-12-18,Click & Collect,515.67,Shipped,f1cbd7b43fbc29409b8be36cba4d669137ee43e10b665e09a47ac9042b480053
2580,4084,2025-01-14,Standard,114.1,Shipped,1cb118201361fa92b7197d61b850ce0ccc836c7dea43eb4049eb42d501c9f259
2581,1889,2024-04-02,Standard,778.06,Returned,32911f2d1fee92eb95efb0a660f1eb81d2c7e83988a68410b81903c74a963c25
2582,3261,2024-04-09,Click & Collect,296.72,Delivered,559df07347d27a845c0227c73acf9c3f65612f8daf168fdd26495ad246727ac8
2583,4311,2023-05-26,Standard,631.95,Delivered,96332f972a31d9f25e6f6f0387111be92469c302b993a9f7066e4bc68fcbb500
2584,170,2025-04-15,Express,372.51,Shipped,663f9540357350867cd0e50aab3d987153e996ed2bee683477c1e0b16a1c6ac1
2585,2245,2023-06-12,Express,851.86,Pending,6ddb6567ac297a5deec7b2f7cd04d689fe58da55553ce9c671ae19fe0e4541f3
2586,3948,2023-10-12,Standard,972.05,Shipped,3d4bc268d967c428f987e9172126fa8c43d104497aedb8970036a25bd84fa4aa
2587,168,2025-01-06,Standard,197.44,Pending,438e1066c4689757669f4c62c4f263c1b4a94dd1c9aa7ad58ebcddf5527ea199
2588,2170,2023-11-18,Express,176.38,Shipped,028df837586ad616ebdd72c96eabf480d623b4afd175a92794008de9439d44bb
2589,208,2025-02-28,Click & Collect,809.21,Pending,33e90ba374876472c16aa604e6a9396873969170f9ec6dd8100170b51d821b59
2590,839,2024-11-10,Click & Collect,734.63,Shipped,5a8527b2a92113f4e0f199f651d09ecb2acc0349ee658aff075b05bd7ec2c4e5
2591,3601,2024-11-08,Standard,144.89,Delivered,ef5ef3d9860d773540db8ab33c5185f5f0cdbbb6b111efa1d20ff26582b7ea09
2592,3162,2023-10-16,Standard,123.66,Delivered,8d9e0e3ecd074f7784d9acffe5af09df44dd426abab87455b1f47f587b52db48
2593,1105,2023-10-22,Click & Collect,626.9,Returned,0290524c5c68494ea70bb86013e786f64c3c0938a57aa8372316f822b411b2d3
2594,1065,2025-02-15,Standard,202.8,Shipped,b996cd2f4c9c51c13b0000da07e54c9e5f8ae366ed98cf4e8cafdec195ffff03
2595,3290,2024-04-27,Standard,477.07,Shipped,73a4d6587ff16950b2b3bb58d177d6c8138c2154efc4979afeefa98e249764d8
2596,732,2023-07-01,Express,686.89,Delivered,ccc6273f2e42caeb157e05fbe9b4ed2c9429aff11853e79597dca64a83ba3279
2597,1242,2025-02-10,Express,109.19,Delivered,9a963defba3a0f2b94b0602e82c7524930375832bbb05fc19dcb86584d0afec0
2598,2635,2024-10-12,Express,420.56,Returned,197277e0e5d72ac9d55e412051887e3a1f69bb6a12f2dca12dcfc423c1a89145
2599,1889,2024-11-11,Standard,252.37,Shipped,7c4a322b3ff5fa55cdb55e2424038da8b12db81c48d28beb036f161ff730f373
2600,1192,2024-02-17,Express,409.59,Pending,1944997d27ed29ed9046938b8bad87c460e5a5e4aff057f1910fd9dd9242defd
2601,2097,2025-01-18,Express,595.51,Delivered,b0e5a7c405037dcb185edecd3b458a6464dc67929b1fe2677683fb8694a2302d
2602,3141,2024-08-30,Standard,695.83,Returned,c9b0b01617a42c56ce239591693bbed4a7fc6a3cbcfdf89a6ec8566e7009b0ce
2603,396,2025-04-30,Express,393.29,Shipped,253d52b44ba96c83977d6f6be9d68b79fced3731455764c9de3531b7c5fe01ee
2604,3569,2024-05-27,Click & Collect,98.77,Pending,0509d4ce3722aa27e5e7e425e0d50b2525601e7931128021c9233eb5d6beeb1d
2605,3184,2023-05-12,Standard,969.64,Shipped,b8150f38746997f204ae35dcf7b718c3da43ce5e5e94f431ed7a596542becf9c
2606,2175,2023-07-09,Standard,915.15,Returned,eb8fc12abe0e68dbe6a9114fceb3691065c8914bba5f2daf2c7b032e39952106
2607,3738,2023-08-18,Express,326.12,Shipped,1e57ff6c03135788a812ec30bc14b162bf09d706497960c5457ca9f3e25d3e14
2608,3699,2024-04-13,Standard,150.53,Delivered,bf8a1486be33921f61bdeca867cbdc6adce0d17c227f4faee80e6f920726ee50
2609,91,2025-01-26,Standard,763.91,Delivered,f21f3b208f9e93491bce3ad2213f053c713a1e17793ee9e395c7fbd863209261
2610,1711,2023-10-09,Express,364.73,Shipped,d779cd3419d0758ad8c4b0071fae5a596f7d0692028fe7babe2ffef4db89146f
2611,1444,2025-01-12,Click & Collect,910.94,Shipped,a43bf3b76d45910c257e3d09bd5275596d87f8f85f69a69c54b9f660e3b6804d
2612,2557,2025-04-11,Standard,65.78,Pending,706779bb43beac91e6de341a9d40850d6c3d075955aaa8056588699691403cdd
2613,4598,2023-12-28,Click & Collect,259.98,Delivered,1ff4fd2cd756833cc940e01b5113ffb8374f7b26231be3623c18a03075bf0303
2614,1972,2024-11-15,Click & Collect,375.71,Delivered,ebb2d1b73e548b66d193ad438637bd0bb9d1d8914cd6810218d560df7418a24f
2615,2122,2023-12-17,Express,652.04,Returned,88b3abd370d3ec3b7215ce801f9125fbd5fef98859a0cdd4da0abd342070f0b2
2616,259,2024-01-08,Standard,747.71,Shipped,bdf5a83be0e715b23d4e2c6e6d749d6246338dbeb188c26db9a389c7c5d56f97
2617,292,2024-07-16,Express,902.64,Returned,1b53e01028f8fa5b284ef25a7981965639185f566c8a2aba7f22f44cc9fa187d
2618,1052,2024-09-01,Express,566.26,Returned,a3550d5c61d304e5fde35b6432f0b9198ac07a688bdde7195cd21425e55a3c94
2619,2164,2025-03-05,Express,181.09,Shipped,1d5975e0d5c54707e5dde3d60bd90c2f0276dd19de0495f11a82e514e08e4621
2620,2698,2023-07-21,Click & Collect,933.34,Returned,3bdc99f562e14b3e32af2a498fd3c455735deb6f1b576c5121740a128afdff9d
2621,2520,2024-12-18,Click & Collect,400.5,Returned,b223d1d85dc83e51459b9a15139d5c5c04b1335db92f5eeb85fa986a63fce8d3
2622,146,2023-06-19,Express,647.58,Shipped,91353bf48857006e1ab9a9163cc35d054676fba191e215dd7d87c92fb2f09bae
2623,1681,2024-08-26,Express,269.77,Returned,48b12f12de1e1b259756a89e1e613090dd5efa1f5ff0f72f537c2831100ad882
2624,2371,2023-08-17,Click & Collect,514.07,Delivered,0d2403ae99e9472485f2dd1387266bfd950237294543e78cea0e6a1a68bab13b
2625,4617,2023-11-22,Express,832.95,Returned,93e1f1dc3a6971f58ee6612ee8614f770e3d0882544d05cefdd5f5a6b5f3fe74
2626,2580,2025-04-08,Standard,403.68,Delivered,0c6c8ef1875edc80b5252bcc418fb6c8cfba516d8f553799ff795dbbd1ae197a
2627,842,2023-10-22,Standard,375.65,Shipped,3a898b78066d942ce5d221656f218db1e150d3eb3dde5dcee59ade80945e2f81
2628,676,2023-12-22,Standard,791.12,Shipped,feaa74726b1b3adbc10fa275e3669ab57a5cdc03b46c6d71c890aede3cd17bb4
2629,2691,2024-03-16,Express,794.13,Shipped,b20ddc8de7c1aa5edf188740c118a1647dd021d14756025e87b82827e9209d2e
2630,462,2023-11-19,Express,839.7,Shipped,4696167b3af6f1fc4c156b2d4bed5ab19c8465cf7670be5e60f1888af71d2bcd
2631,1718,2024-07-02,Express,86.01,Pending,0daf2a53efc56f0039dbab48f88a96eb29097760b222167ceeddcf479f5be7fc
2632,3149,2023-05-16,Click & Collect,852.6,Pending,ee1bf33c1d54ca90267433096be02ba379f9fd1e8fd7151b5c6171901f45301a
2633,3788,2023-11-03,Click & Collect,465.32,Returned,8389642fd3da0f9de9498ace016ca14f1b783e67894d4cb7e1266aa690b68460
2634,1352,2024-04-23,Standard,238.18,Returned,b1111657a697344c773d318a39c09828efa93696e74d6595041c5ca3afb73479
2635,69,2023-11-06,Express,380.27,Returned,f30db4a0dd2cdbc5ad22a0782858afcbe3f553d9f0ce1c57624ac13cb30deda1
2636,4836,2025-03-17,Click & Collect,828.71,Delivered,bfdf03f8627f5ec6f7e95ceee9d144e34616ae1163649ea6078d36cb5ff54e50
2637,519,2025-02-19,Click & Collect,682.75,Returned,fd0ec67504526d77a8d11a5b73bf4fa9e5bcc59c751a486d9491ce8d6d299186
2638,1827,2024-03-02,Standard,829.0,Shipped,b708371baa4bf39e5de7ca64b8c3118189e7a293e53884d08e204d7d3fcc7723
2639,1706,2024-06-21,Standard,366.77,Pending,c702fed0e09918a73a90dfe7ed1ab1e8207e873d8a5b135923cdf11b99266360
2640,3468,2023-12-01,Standard,535.91,Returned,d2809f5a1d489f175fcba06a1a8c85c7b35cc039bc91ecc1dcddb4790dd0acb1
2641,4655,2024-09-14,Express,69.55,Returned,34325972b1639062374bbeb5e37368364d6f01f7b0a48f11c7e6b1794d0f88eb
2642,4083,2023-10-31,Express,667.14,Returned,ae32a819fba6ac50f523fbb95864e23ef77f2dee126b5a6f4ba463211dfae301
2643,1764,2024-07-31,Click & Collect,65.95,Pending,2650ed4f02af5d32f9cd6594a182aa7b99a28e655d440f43b63ce97f919f057c
2644,1642,2023-09-01,Express,613.08,Delivered,136f697e62b0a71e44dcbe82551e805671b96e315ce5440e79c2dc1d1ef7adaa
2645,215,2024-06-15,Click & Collect,218.44,Delivered,ee65dc124a5933cea974fbe678b3c30f896c7f6dbdc94312e18a06aa230b043f
2646,1027,2023-07-07,Click & Collect,413.11,Shipped,e023a7903010a292a4193fa34a9f40f11019662dab568dfd365fb3d83a05a009
2647,2463,2024-11-07,Click & Collect,138.2,Shipped,486921ac5a37410506e26a3376ddd728d4924ea0352620a2c7a7ac6514f08be2
2648,4065,2024-11-17,Standard,295.72,Shipped,344f00813d537158050a45a5a89f1714fb406cb3e26ab6a9509b138e5f458daa
2649,1201,2024-10-27,Standard,138.81,Shipped,5f86aaca955243d83e25b33b58a0993cc374ac331b0a830bff159e4a338708b4
2650,1787,2024-04-30,Click & Collect,592.69,Shipped,17e9e7407b76203ed0de45b04bd46e298a43e0039f3f7def995e07fc9ed0dc10
2651,2387,2024-12-11,Click & Collect,286.97,Delivered,c2780d8e9106e08c4cc056992cb5d8c25e1311bf6ef5598721271eda7888312d
2652,1625,2024-01-23,Standard,867.21,Pending,a0fda5a8d91a28904e8db96e1b41c26f0c193edbc91e66251ce935696ecde53d
2653,2570,2025-04-09,Click & Collect,713.75,Returned,a0cc024a45bd1cf0124d266a0b759bfc2c52b978c58ba7bbe8b2fc83d0c57470
2654,1351,2024-05-24,Express,889.42,Pending,9aa9385dc2f90fe6de1a4f702b6a20595d73f464fec14cf87984094ffb2c5a59
2655,4333,2025-02-26,Standard,478.78,Shipped,f261761975dad753f13a684dcf59e47a46de9c816c0abf2bc839aef40e446f33
2656,4980,2023-10-11,Express,305.07,Pending,bdbbc9b74af95813e52d9ba093c3bd473690fb9fb59f9cd9687ef7a906035d71
2657,380,2024-06-21,Click & Collect,909.96,Delivered,e4d7548fa64a64a30cf8f93bbbe31041073cf808dab64955dc4fdbcdb9ef18f0
2658,578,2024-06-09,Click & Collect,154.43,Delivered,47f9f6593d8d0c7ad35c3394b96239b48e0b9294076c74d093f30ee0a1009723
2659,3777,2023-12-08,Click & Collect,417.17,Returned,a3760e45f4c212ef829868784f5587d08767011b3a2cc5604f968fd382bab494
2660,998,2024-05-31,Standard,762.72,Delivered,9dec0090060d5ca05d61f16c5d294d5a5bedb7ee24b27f1fc27ed93d367b24e9
2661,3834,2024-09-12,Express,539.43,Shipped,7bb2684d2aca562848821dcef148d0ea99a14d9423541cb0f304808db267e62b
2662,2200,2023-08-27,Click & Collect,166.58,Pending,0e6ffdc6a11d50a1bbc26237083389433324a8e25ae87c9b1763c0ca9ad6e2a3
2663,3308,2023-12-25,Click & Collect,578.61,Delivered,ace856c15d37292c110f7e17dac66bed604a26512a94a89722ee8ec72a8d5a5a
2664,595,2025-02-13,Express,328.22,Returned,03086c58abf1e00f0608b2a500529b26d8c4b6ada997b1a7f2ff09f7c17b51f7
2665,563,2023-11-10,Standard,773.15,Returned,887315a5b22546beab2465cc9df4668a2be18d355d0c1a594ea366a60d3633ae
2666,3940,2024-01-31,Express,36.98,Returned,f7671468022890b52be20f33c0b1d9dabf3d9a30c91d4db22d09ce42286d3b88
2667,4050,2024-10-30,Click & Collect,800.37,Returned,a1f3e9b3a936a9de26cf185ee8aaabd735ae2d75b135cddd96c47687d94ae7e0
2668,3633,2023-07-07,Click & Collect,720.5,Shipped,dd33ff7f3894d02e15546c9f87138d4a6063bddcdf25bf338b023620b16af41a
2669,2554,2023-10-06,Express,851.66,Shipped,d6aba0b44864a83815f530f9c4e848840527bea384469e880dd64dfa58779355
2670,3895,2024-02-22,Standard,725.15,Pending,807fc78463b86e779aea4e89d00263904c7bcedbe28dcb1611d28aec0bbcd9d1
2671,2574,2025-01-13,Click & Collect,984.28,Shipped,7e7253cb8c0094f22f778c279bc841bf8ebd4e656ef3d5b9fadd5c74de7e0761
2672,4298,2025-03-02,Click & Collect,181.5,Pending,8c85e8bbd436ab40d304c36520e6eedcda8c23ad56052b1a24dea5e46e831cef
2673,2150,2023-08-17,Click & Collect,997.52,Returned,6a6274533cb34544c1f2a323891ac25a7ec4820101a65a9d2eaa6ef3ebcd6b97
2674,3242,2024-03-03,Click & Collect,325.28,Delivered,594f144fafd38c29a400cbe6e177e5ac0941962c4b7e031c1333539ae70dfc55
2675,3668,2025-04-13,Click & Collect,83.46,Returned,76b095fdf35bc1cee60ad730f7c908ecf62fbba1e3e36adba5d49d01855c97c0
2676,295,2023-08-15,Express,94.82,Pending,7a47a4dbbf2d43164b0e8a1ec8f50814fe76652fe0cd9f764e9e348c9683835a
2677,2920,2024-04-27,Standard,341.23,Pending,9c172c616c8322854953e34ae6cf17bb545924ccf79a38de4cd23aa1e8582be6
2678,4387,2024-06-10,Standard,877.98,Pending,faee12fb23b2adf505e42f25865989d188199edeabc519fac4745f09b5d79fd8
2679,1147,2023-06-20,Express,397.83,Shipped,6c91cf53946618e820c010a2d66a11e72cf80c6e53bc3ba8d304da8506129a26
2680,4357,2023-10-17,Express,893.78,Pending,3b555c685e60a7f93e3dbfdf334f2172ef1cfa7a47b8d8349723bd5e99c8de22
2681,2418,2024-01-17,Standard,122.11,Pending,1ede7bb9346b7aeb990f9147af9096a93ae979ba683360dbab713fdb749688a1
2682,2673,2025-04-23,Express,296.75,Returned,5f94098686a1758c47f166f021941134845d09e57c481bf8468138a584f422c2
2683,2111,2024-09-16,Standard,102.3,Delivered,6db0ea0ac651f479838785e740108c4282f465d09f49967cfa7c52dc2326708f
2684,1954,2025-03-04,Express,597.81,Delivered,ebe1296cc91247600d8d26cc4fd907f912a38db2bad474b473fb4b0dd7b7aef8
2685,4220,2025-05-04,Express,474.84,Delivered,64ef21a7b156361e393943cc1602f9ab8a4f8912a922f40bb58eb059c2cf9b6e
2686,1117,2024-01-26,Click & Collect,386.03,Shipped,cabcd85c7823f77a37af04596445619417d4793c8d155c3787f4200c6f831b17
2687,4843,2024-03-20,Standard,776.85,Shipped,fa260efd8bd4796e41c1f7715b8843ba596b463b1fc18ea37085ab232d002226
2688,3908,2023-06-13,Express,934.47,Returned,e7219300b958e2832496842515626dd438495804defc38b476c0c15a1f61634e
2689,1901,2024-06-21,Express,696.86,Shipped,991ee54e6716856d13bd9ca67158ee4068ade2530c24e27c1d2c0a191cc9b160
2690,4238,2024-04-02,Express,322.29,Pending,ce3b1fff8466b428eb8cfd4a9979033b8b85b435212dbc8bd807d8021b9fdf91
2691,1561,2024-10-09,Click & Collect,692.06,Pending,569457092ae8fb5d11dfee3b4d9229a820f34f1a4fd90b84c25c0c383c1ca03f
2692,4641,2024-03-05,Click & Collect,978.42,Returned,014e9afee107668f5bbc89b0061771244dd279d343cff26f7a2a5d8a52d3d2f6
2693,2455,2024-03-21,Standard,670.27,Returned,977d76b21ac56608a762e82f35d9203eb8cbbcec271ca7fd5e36433a0a4be136
2694,4747,2024-06-13,Standard,162.93,Delivered,fc08da05c45fd2a1719b4062391a7adbaf6e21f270605e027ce3be42e550697c
2695,3417,2024-11-26,Standard,503.48,Delivered,1f3ad8088290cfc33aaeb7c49bcf4daa344c22a676092840b4950aaa43670c63
2696,2808,2023-05-12,Standard,304.65,Delivered,f857e752de68a1c80e249426a46ef1f179b75740db398c4b22f89e703b4cb894
2697,4822,2024-03-20,Click & Collect,117.08,Shipped,3d5f4ec1fcc64b468d23bdb3113ae666226d592fe0f48e94dcf6c3d2b7047bbf
2698,4442,2024-12-22,Standard,488.52,Delivered,f2f0ec480dea5983bdc7fa969b4f568fa7f1d1cecbd7faf4eed18c39a0192bd7
2699,479,2025-03-22,Standard,998.13,Delivered,40888d1930ea33a243b07907ee00e750fe07174a7d56a1961818769f82485d51
2700,2485,2025-04-29,Express,911.56,Shipped,7703375f7acc047cef947c4b8e17c652e2a4d4a7a8ecb08570277353ab463e50
2701,769,2023-07-25,Standard,451.04,Returned,5bb7747e35007e597537964f9fd28e1981ba6a17daf573759f6ff3f5b2d2285e
2702,1779,2023-06-10,Click & Collect,144.75,Delivered,23b870ab7a1fd27bc4b05bafbaedfea1ae3c2eb8b3f919203e798d5e65977606
2703,2160,2024-12-15,Click & Collect,890.68,Shipped,3bab1155591cb5ffec030898ecd17be04d3994bfde5f93a74272b261c68553a0
2704,4061,2024-04-06,Express,567.89,Pending,3a3d49bf9cbca44ac97f4b8557eb70a7dcbcbab6f978f8f124df7172c1c98f3b
2705,1703,2024-05-07,Express,64.99,Pending,835d44223adf65a558c5f0c9347e1346007a219dd041a19baa3d7e170514ca69
2706,4878,2023-08-06,Standard,320.75,Pending,6c980d687b6b4222385af60f6b7323071985c140820afa865a562c7ed97d912e
2707,1810,2024-12-11,Click & Collect,598.5,Delivered,4e213236dea9b4634c928582f2779e4d8e5f76096b05004f2d6e7fca770bb0d8
2708,2041,2023-10-30,Express,350.22,Shipped,9dd2e14f053c2076eceb9e6dcb038c0c4f957f5ca99b927a2c6d624807feb903
2709,4358,2024-12-16,Click & Collect,479.39,Pending,11c90df6bd595780ce96e5450232f7fee6a0bcb33359a707cb5e302713dfa1be
2710,4913,2023-05-18,Click & Collect,776.13,Delivered,3671f6e9e904791e0ba6691d0ee917fafb6d7338650474213bf40bca96d531fa
2711,785,2024-05-07,Express,458.18,Delivered,5e124ea713aaa30a480a18953b1b8325e0c735a6fd2bbc4413a2c09e0039348f
2712,321,2024-03-24,Express,330.9,Pending,e2d042651d27b4b8961da68c336b66ff4962921c15e1fb71534c9826f3294fd2
2713,2437,2023-10-10,Express,529.76,Delivered,a42edd5b165848ebf51b9281bc0367d059f8c24e85b7e9603786d669bc16c0d5
2714,4917,2023-07-04,Click & Collect,206.61,Shipped,f6c64a0d8f756de1f2443f471bc218c88146913da9e984478eda8473814eb5e6
2715,4991,2024-10-04,Click & Collect,282.34,Pending,ff46db6147fd713125d8413d556d08d299342bb7abe4450894797db9ebd5c552
2716,1794,2025-01-01,Express,680.51,Shipped,97c505e7e8d49827eb17c1fdfd46f8e46ccfe633aa48efe9f3ba765ae170e3e6
2717,291,2024-05-31,Express,602.75,Returned,9ea76416edcdaea1a2512e2a8e08f8036c28eb764c8d24362eaa0f940d65bbbb
2718,779,2025-04-18,Express,839.33,Shipped,c639a277d01cf6bdf971620f314d493862799812b3bde926edf29791430f02b8
2719,2667,2024-12-25,Standard,187.24,Returned,37ce249abadffaee3c955967b90c5ffe1e8406f248cb6cbedf6441693247da37
2720,1633,2024-07-13,Standard,768.21,Pending,82cd54383ad1b4b0ee2e72cf6271890479f542e7dd59f90ecd6e4a1537510411
2721,1061,2024-12-02,Express,554.14,Delivered,788b5136e6d4c1ab45dd2603088166b7345bbf84c4d14280542a6dbc2d9cfcbd
2722,4432,2025-01-16,Click & Collect,55.91,Shipped,7dc1879af5b73c0b6a1476d176ae8e02ce31f09da0b92bf5c0dd6cb51e16e97e
2723,156,2024-11-20,Click & Collect,172.36,Shipped,f7f33d406bc4d47539eba306d5ef550f3e5b1f6f7372bf0fc9509eb2732e5a79
2724,2042,2025-03-19,Click & Collect,58.42,Delivered,6e45dce3c75b9fd0b3ab2fe9f303f8f33a6b2bf45acfe3ba7a5b7764ae30339c
2725,556,2024-09-14,Standard,545.51,Returned,ae7e7ab45313dcd257c7151a599d8558738d4609039a53503c737683d228433a
2726,3542,2024-07-06,Standard,597.86,Shipped,c2b023e90cb3c82c8c97942205cb7cd4b980f81a255d2944d6db48f127641c61
2727,3296,2024-03-22,Standard,815.08,Delivered,c48900e0afa76102e5baaa45b2a1ef0a846d6706b5f1b11a9c8e0a8e31d839a3
2728,793,2023-11-29,Click & Collect,845.94,Shipped,158ac2c344c24f8b7fe7960b27434650d3b511e52a9167c931fca2349f45a96d
2729,961,2024-06-01,Express,252.35,Returned,3acf09b82e377502ab26cc60384d66e9111af1b17b431afce568a9f8c475b6e9
2730,780,2025-03-28,Standard,862.67,Delivered,08d772a58e2f96ab985f1bb53776408e7d8d4c2e8d0571e83c090105406f4474
2731,2661,2023-10-03,Click & Collect,746.31,Shipped,725f8f210dbf75b7a11dc56fe9f68bcd82c8bd210ddf461f2d66cb2178a3481f
2732,1598,2024-11-15,Express,707.09,Delivered,7787e7804c519d17b60edf1d55e6617809b99b4a0a7037e8ef37a8bdb6944fbc
2733,3314,2024-11-13,Standard,963.02,Shipped,c8001e1731a29e2b2a8f39bb653ec874468177f5c177da728abb2320c66848e9
2734,3240,2023-09-15,Click & Collect,716.19,Shipped,9a80c8114735915da877308f32225f7925604c26f5efde27c8f048e9010420b0
2735,1488,2025-04-20,Click & Collect,261.87,Returned,b0bf115d0554f12d95cb86a083310ccff93d3a2607ea45807ba234f4622d4845
2736,4765,2024-01-19,Express,465.77,Shipped,5958c3d7694ed1bbf00f094866fd0cfce28646f3c426a86d25296489cff94bfd
2737,982,2024-01-08,Standard,203.3,Delivered,5649135a6aa902ba98edb85b185d570ee32bc37c1a1d0ac8fbd083800f44a76f
2738,665,2024-12-14,Click & Collect,136.25,Shipped,ce0e94ecbad25ea9fd8b5f3f290fd10d54d88b8a7ff06839784eac2beebf1280
2739,673,2023-10-23,Standard,347.15,Delivered,a56c65988e9ed2305bbb49fb93c5382c89fae22beada56f17fb0763c9cbed823
2740,2840,2023-06-08,Express,505.66,Returned,996f9a0d0eb22e25c5bb88995b8658e3b4eb2530c9a9961c9d55128f11753bdd
2741,844,2023-12-19,Click & Collect,368.54,Shipped,03195a75b302b54e5ffc0b7e9f093be29994441a11a2dfc00650333604a936a2
2742,1623,2024-06-06,Click & Collect,165.97,Returned,2f90983ee76b4dbb9753231e8c43a89177f79acf102f305eb02cabfdb5aba7cb
2743,98,2023-11-26,Express,751.52,Pending,c1521c190a579e4c7839814e5fd9f05d7eaf0bb969ca8d92a0a9ad1256c51b6c
2744,3219,2025-05-06,Click & Collect,767.43,Pending,910f494bd1e53ad382cb6c24b3ba05a5ec56effa8b529fb0b618e8902efc4254
2745,484,2024-09-14,Click & Collect,568.75,Returned,1c3056d58b1ecae2a1cce758be2166ba46da7466e65a8d7612dabc6343760fb2
2746,342,2024-04-17,Express,447.41,Returned,bfe7860ab7d39193ebac43732c96b674d62c9df08cbe97cf22e2595443b2e4c9
2747,1153,2023-10-03,Express,920.78,Pending,e20de06fad91a8a46864d8922624d585173f5afba9d91ad8a437653a019e0fd5
2748,3288,2024-03-31,Standard,832.57,Shipped,e968e6d38a8c7f7f8c0222d76edf367f2216c7d698c62bf0a83cb404aa34391f
2749,1108,2024-03-03,Standard,697.48,Pending,646b2a5177cb9c7ac708dde94c54ead9453a09cd69ccf72915bb948ebab66ca1
2750,905,2025-05-07,Express,96.65,Shipped,f8af6cd69db4bb357ed9aea10a9a85453cb8b31a54c322d1e00f80fe68a6ca77
2751,313,2025-02-03,Express,523.76,Pending,34418205901e5fbde880adedc072c107179474d974e0f5ac887ec16863795be3
2752,3188,2024-02-24,Express,601.65,Shipped,51c9f5e113f8ad207019ad57b43d8d939dc7485afddd658a9d535584d8ded4d0
2753,1137,2025-05-05,Click & Collect,797.06,Returned,eadb1ce049e65ecb1f020cfd3b5f20d4994b25399a9016fd6b3afd797ca32e57
2754,3775,2023-10-15,Express,311.76,Pending,0abc365398eed98b4d8801f20ec36ffd893179ab41a84a6ce3521e970c6b2d6b
2755,1217,2023-08-05,Express,614.01,Delivered,5332f83fc02633d1c45cde7289c5d498fc3e33e525d45ab4dd6757cbeca6b801
2756,43,2024-12-13,Click & Collect,601.61,Delivered,798748467a2d76f40ce5e1f7bf493bf95a6fb3145551088aa2334db4b35c7cc9
2757,4068,2025-01-16,Click & Collect,803.13,Delivered,be27088cd8bb27e44140d05a7e4d226d81ca54e7ee681f68fe4c1079d05beb06
2758,1002,2023-09-29,Click & Collect,404.21,Pending,8891b48985e57043deb7ce7e3aa084d3f2c2c137ebdec8c71d9d4fbe17faa33e
2759,125,2024-06-14,Click & Collect,376.19,Pending,be796806a6db39dc0c28638d218acd4da6aefa7a03b1109569ba79e55af33ca9
2760,3966,2024-06-16,Click & Collect,459.98,Shipped,07c62ca3066f89ed64477f46e56c1df694d5fbb04e5fd0e1d64ad50172d6e7c3
2761,3493,2023-11-22,Click & Collect,239.77,Delivered,93284637ed4198dbd9354cabd74ad7b3bbe211d1d57fc1f7ed43c25165f85c5e
2762,4065,2023-07-26,Standard,858.56,Returned,71dcea29f8ac83981c9e62f95b5ebd90f78aa62497c49d343bcdb6e51bc32144
2763,1576,2024-10-10,Click & Collect,534.02,Returned,2b06dbaa2865b3b28be57a6d03a5ffdb83d729084220beabb391c22b2fa388ca
2764,147,2023-08-14,Express,302.78,Pending,a861dde2647b381fcbce86656c1533c33109d255d27fceb2083aef569c2cb1e4
2765,456,2023-10-04,Express,519.68,Pending,7572e4d7bae959a983d5cda16666af74fe1fd7c41650a24f3a5137d9c976da3c
2766,4971,2023-10-26,Standard,620.11,Shipped,18227535e931c7d92c7d014acc8cb49c1cd50a539370a601b47b8f5b14da4ba7
2767,1964,2023-08-06,Standard,443.7,Pending,dbd78772736c8fc5c02855d05f37aef4bf21353a1d884241b59829c65cef7fa0
2768,4968,2024-12-19,Standard,145.12,Shipped,ade5079578b125b9a8b49289f167cc6698cb84ad0d044d27f304efffe8baed9e
2769,1727,2023-11-05,Click & Collect,786.42,Delivered,1dbbbbfb6052bd9c2c037b7866f7a2564a33c84c711836a9b855c1444d0c3a4a
2770,1037,2024-06-30,Click & Collect,954.31,Shipped,ee58ab810e2aa78bfb23bf853973e174134c1f4183a346f64474d63ead20b7d0
2771,1645,2024-06-14,Express,820.23,Shipped,e9efa78640d007d9e62bc8a108a21008fe7c4f3e9d52d3d658cb1b202c97b02f
2772,4376,2024-04-21,Click & Collect,714.33,Shipped,a2c8a513dfcdfdbd3900ae5708cb299382b1f8de7ae3a2d7662df2d21e14b70e
2773,505,2024-06-13,Click & Collect,126.8,Shipped,2001b3f1ce2782da1a183577d9478fe6206fb990880bd562ca5d1ed88cee0819
2774,2383,2024-06-06,Standard,441.82,Shipped,b7fd5967d086ffe41172c8aa7da53b0e979519c8c084a974ef1ee68614c04237
