ChannelID,ChannelType,ChannelName,Description,StartDate,EndDate,RowHash
1887,billboard,Billboard Campaign 97,Outdoor billboard advertisements,2024-03-24,2025-05-11,cc01a7fd97158c50c9111af46ce693ffb7775464ad68a03cf03f75b2e6422984
1888,website,Website Campaign 64,Company official website banners,2023-04-22,2025-05-11,80ea40f83e72fa76fb0d724cfc9aa6b232c3e08c950b73d7dc6515b4f5db3470
1889,vendor,Vendor Campaign 26,External vendor partnerships,2023-02-26,2025-05-11,2244f482ebdc70734a78fdd6480ed86824c8c50fdf0d1b890677c315b1a8d1a2
1890,email,Email Campaign 10,Newsletter and promotional emails,2024-04-15,2025-05-11,7a51f08251a9e314ac213b3fdc2c419f3762dad2bef362359262eed5eb114bd6
1891,referral,Referral Campaign 77,Customer referral program,2023-08-22,2025-05-11,6160798426a8d19610fa77513ac3ab46acdca543c9325d2f4b809502ee295b4e
1892,website,Website Campaign 14,Company official website banners,2022-12-07,2025-05-11,c4f22581f595f49ff210b3cd07328e7ca961ffeccbc658e0ad526cd78fe7fbd9
1893,email,Email Campaign 79,Newsletter and promotional emails,2022-09-14,2025-05-11,7beaf1c10d2a3c8cbebc6e2e1215406bcdc70cc90d66aa6f10162e8e137e5126
1894,referral,Referral Campaign 23,Customer referral program,2022-08-27,2025-05-11,66259765a8fe64b75508cfd19b9be477c4f9bfee76c66b4a75f5f26d0f02f80c
1895,referral,Referral Campaign 31,Customer referral program,2023-08-27,2025-05-11,26f1f48eceae6e9d7cb0d8d353fa1fc1ae5819dbb5029074fa2d8833263560aa
1896,vendor,Vendor Campaign 34,External vendor partnerships,2023-11-13,2025-05-11,9980f48836ef839fda32e743e540dc676bc2463c4a63c301caba8a86927cdbb2
1897,TV,Tv Campaign 53,National and local TV ads,2022-08-05,2025-05-11,80843186d6284a035b7487c85e9c7558592197ec394dfbb483623f16e057657b
1898,vendor,Vendor Campaign 34,External vendor partnerships,2022-09-02,2025-05-11,95e38b56f9e35944e39fd6ce3b9b7acfedb9650536a690bb10f0b3fb4cfbb682
1899,social media,Social media Campaign 8,"Instagram, TikTok, and Facebook campaigns",2023-07-11,2025-05-11,3048fe262eb6ce0cd59db1e4c4ef501e60bede7b9daeafa7d09ce5b7c0906b80
1900,social media,Social media Campaign 37,"Instagram, TikTok, and Facebook campaigns",2023-03-17,2025-05-11,bf57f49432a251b1ff44504d71d8655fc189107f9cbf4ed81dec8f8e463569cf
1901,social media,Social media Campaign 32,"Instagram, TikTok, and Facebook campaigns",2023-11-22,2025-05-11,d140b54d6ce823966441bea7b113a6bb336a2a8132a0ffcc02f5c89ed27b5be2
1902,social media,Social media Campaign 36,"Instagram, TikTok, and Facebook campaigns",2023-05-19,2025-05-11,3c1bfc8df48857a16c69ba8ef2d9ba65dc938fa414b3308605ddc6028bc475eb
1903,referral,Referral Campaign 56,Customer referral program,2023-12-25,2025-05-11,1e453ec3c83417819df8dabd9046e1daa4ec9ac897b66581bf82e337f9d1570c
1904,social media,Social media Campaign 34,"Instagram, TikTok, and Facebook campaigns",2023-10-20,2025-05-11,5c01525fb5f211ddf0f33842454e5f2957f23bc49cbfb15e34217504261a054d
1905,vendor,Vendor Campaign 99,External vendor partnerships,2023-06-15,2025-05-11,b1e4f9c2f7c44cc3269db2ab37c15d541ecfaf4c0b36e86065cdb25bacf0a3d8
1906,store,Store Campaign 85,In-store promotions and flyers,2023-04-18,2025-05-11,7f154156281f9423453164c71f0228afb1317c2fb77f2cb7bf7ac32ccd92b75c
1907,referral,Referral Campaign 11,Customer referral program,2023-01-15,2025-05-11,164f693f9a96ebbc6c85e0bb82b26ee1d35d8198794f18d9a9717cd9f2e000f1
1908,vendor,Vendor Campaign 33,External vendor partnerships,2022-07-30,2025-05-11,b2c0ba20ec75443c0a38c554668992aac14f6af2c1ba1cf429ea01c0e1465650
1909,social media,Social media Campaign 62,"Instagram, TikTok, and Facebook campaigns",2023-10-13,2025-05-11,6fe6b198496710c4c230470ade414ca9742b8c153e96f5c0f01131917a049348
1910,social media,Social media Campaign 32,"Instagram, TikTok, and Facebook campaigns",2023-09-07,2025-05-11,df482ce6111ef3afd1cc93ac7ce03d2a73a37adc137a3ae83e629628788f818e
1911,vendor,Vendor Campaign 80,External vendor partnerships,2023-07-21,2025-05-11,2eb95fa824fc7acfbe348a432525b3f06f953cc4d59b9cf424c957921271cd19
1912,billboard,Billboard Campaign 100,Outdoor billboard advertisements,2023-05-29,2025-05-11,96c6e11b9d2b0b6cacb1dc3cdc5406388ce1be565b61bce830dca46e5184464d
1913,email,Email Campaign 39,Newsletter and promotional emails,2024-02-15,2025-05-11,309f1211ea6560f477d4d99a879535736b15393e11029ff0ea83d5f7d76bb90e
1914,website,Website Campaign 6,Company official website banners,2023-12-14,2025-05-11,9dcd2eaa35996675ef65387a63bd64cfc17578b806dc8d602775ccb949c6f355
1915,store,Store Campaign 22,In-store promotions and flyers,2023-02-02,2025-05-11,8cc087fc74e2677cd9e37f3799d43d609064b4ce5f656d1746e1d5072378f3a6
1916,store,Store Campaign 45,In-store promotions and flyers,2023-03-03,2025-05-11,f067347d605bd6bf21242920c59a353c1e20fd3c722e6eafd1d82c59acc9c5d3
1917,email,Email Campaign 42,Newsletter and promotional emails,2022-05-14,2025-05-11,782a5a0e08adfb6affef4f0e3f995efe416abfd786b4115c6fd6b407d664048f
1918,billboard,Billboard Campaign 26,Outdoor billboard advertisements,2023-02-19,2025-05-11,dd3956ce13c6c029cd003ed5326c344c7c6dde180b8a1cf5be0e14601acb02f5
1919,referral,Referral Campaign 8,Customer referral program,2023-09-05,2025-05-11,f90bf5933718e70bf7de200cfe743f5876ebd8047207a7f0291d6c8f15739045
1920,referral,Referral Campaign 38,Customer referral program,2024-01-16,2025-05-11,38fff6d3727bcdd7a68f1f54cf4990b3928409caee3074e165d50c6f3d339b60
1921,website,Website Campaign 48,Company official website banners,2023-11-26,2025-05-11,b2155d5d350be40f75219ef6582df0cbc0d184c97f2a153be139916795f43685
1922,email,Email Campaign 5,Newsletter and promotional emails,2022-06-24,2025-05-11,ceaf36da0c6d567f513dc14c8f299f9e9ddcb89efb23a521ad2116d1a4b7abd0
1923,social media,Social media Campaign 91,"Instagram, TikTok, and Facebook campaigns",2024-04-23,2025-05-11,2b20d0effe1f5fb653eb20b71b0d28e5d85263b7db3254b9bc9b78686537e695
1924,TV,Tv Campaign 97,National and local TV ads,2023-11-27,2025-05-11,41c184605e1cc1d913cf20aa27a5365a172fa2aec6ce26ee87adebd8b4474ae0
1925,billboard,Billboard Campaign 91,Outdoor billboard advertisements,2024-02-04,2025-05-11,69b88bda9e9b861afab53c7b4dbeb28ae6bf8487ca358f754af9929c946e2721
1926,website,Website Campaign 24,Company official website banners,2023-11-25,2025-05-11,d7164343446646da18b474b5afb8ab699bcece44307379fb85d2ffd9b8463cf7
1927,email,Email Campaign 61,Newsletter and promotional emails,2022-06-20,2025-05-11,70c4d00a6aaa154dd916bf8a5edd880446a2a2eb9215985cfa5e28329ed9dac9
1928,referral,Referral Campaign 62,Customer referral program,2023-08-18,2025-05-11,48e7dea534382c967eb0e1c32767b837d9b973c9bed7da1092c1808084cf6438
1929,social media,Social media Campaign 40,"Instagram, TikTok, and Facebook campaigns",2023-09-09,2025-05-11,759176daef82142ab73387c080a9e3e677301f53e3e880d0f09bfac1dcff3820
1930,social media,Social media Campaign 84,"Instagram, TikTok, and Facebook campaigns",2023-03-09,2025-05-11,f7ec91b0e294c2da0e56a5179e58b999971d0c7e4e92b4db995e4d4337a609d6
1931,TV,Tv Campaign 65,National and local TV ads,2022-09-01,2025-05-11,7cf1a4a28fd9fa39136156c18d8135360e0e71f9ea1a4f9a14e64273516299db
1932,vendor,Vendor Campaign 1,External vendor partnerships,2023-05-15,2025-05-11,449d1b19fd659975072af5182bc3becb42ad39a00010e0bc3f396b6a12372faf
1933,email,Email Campaign 29,Newsletter and promotional emails,2023-02-05,2025-05-11,727b5656cfdaceca434210429eaf42412cbfa83df987ae93eef3f126869e14e1
1934,vendor,Vendor Campaign 90,External vendor partnerships,2024-04-12,2025-05-11,f4ede0cc323b2cadc62febd6aa6d9551ba8ea7fdf4eb1938abde15bbec9adf74
1935,store,Store Campaign 56,In-store promotions and flyers,2023-04-16,2025-05-11,e6bb2d015e2929866958f940a7cdbcb47444006c26a6c4aba58b5445a95c6c29
1936,store,Store Campaign 66,In-store promotions and flyers,2023-09-29,2025-05-11,3ac08bedf4247e7a164ff6911390075e3db7b8d159dc62352b94b87ab8806aa3
1937,vendor,Vendor Campaign 50,External vendor partnerships,2022-12-05,2025-05-11,21d43af2288db81b08e5006d4cc906c291c6d31654cd24e435b2a6d8f94c44e7
1938,email,Email Campaign 17,Newsletter and promotional emails,2023-12-27,2025-05-11,a9958422cc9490c2d54fa6eee335655259e9b0df7b72c4600e05979871975fd5
1939,email,Email Campaign 16,Newsletter and promotional emails,2022-10-04,2025-05-11,45031791522b78e8b4f10ac0cd72ad59351044822dc65d22efc35dbef4e8cd12
1940,social media,Social media Campaign 60,"Instagram, TikTok, and Facebook campaigns",2023-02-23,2025-05-11,8ed2bdb5f128414e40de5b79c6e30b2c8a5a2ac857d12b7d67e4b1bb2d1a3d8d
1941,billboard,Billboard Campaign 22,Outdoor billboard advertisements,2024-02-01,2025-05-11,602874c4be393f7ad3c549b3e442185357ce7bdb2f63d9dea3aed81ae48104b4
1942,referral,Referral Campaign 18,Customer referral program,2023-04-02,2025-05-11,03c178ee32f96aa413140639e6dcb2639c4335cc89cbbf16af5a7121ef92e6c5
1943,email,Email Campaign 89,Newsletter and promotional emails,2023-05-18,2025-05-11,0d076755b4b26d1b2e265b121adb3e084d8f8699919a588d207666bda97720e8
1944,social media,Social media Campaign 44,"Instagram, TikTok, and Facebook campaigns",2023-11-18,2025-05-11,f6ccd4c48cdc8daa47074dc081f664722727f1d0a473f96e3d178e9a2d499a03
1945,billboard,Billboard Campaign 21,Outdoor billboard advertisements,2024-03-06,2025-05-11,a1ea46921ba3aff8f7f0e51c9a0658d7064aaf81cf7b7fff8973df7ebf1270d9
1946,website,Website Campaign 53,Company official website banners,2022-12-25,2025-05-11,06239397341f492399c56c7bcf60aa4cebf6d42babf84492a0f5741ec4e33270
1947,social media,Social media Campaign 67,"Instagram, TikTok, and Facebook campaigns",2022-12-31,2025-05-11,a508add2b9f1210505cdfe1e3befae335761494523af195a29f66010f5fbb49b
1948,billboard,Billboard Campaign 69,Outdoor billboard advertisements,2022-11-09,2025-05-11,badc965ead0b7a71a7ba9c71916c6be564d3a115df425695444aec4c92877320
1949,email,Email Campaign 79,Newsletter and promotional emails,2024-02-10,2025-05-11,e552cdb8fb4c9b27d25d3035b5ed2bad419f3c5ce5cbbea9c2d71b05439306ba
1950,referral,Referral Campaign 9,Customer referral program,2022-12-08,2025-05-11,10125460e6c13527844c89003f51e0eda6c5f2a08ccdadabcac0fa676b27734a
1951,vendor,Vendor Campaign 5,External vendor partnerships,2022-05-23,2025-05-11,e1eb1fecf9b8791460d748e9a5561d354a2ce04900455cc449bb3444af6be2ff
1952,store,Store Campaign 80,In-store promotions and flyers,2022-07-18,2025-05-11,e9e10f9e4015d727e77f8aa08f997f29f58ca68496a1fd0715aa600b43f4d9d9
1953,store,Store Campaign 36,In-store promotions and flyers,2023-02-22,2025-05-11,0a606a836c0b3f23a9af8da1af463d573fce932e04de81d82c7e7c5247605ce9
1954,billboard,Billboard Campaign 100,Outdoor billboard advertisements,2024-03-29,2025-05-11,d773764f6cff5ac0214b92813253337a0da5128aea6b5b288bf88528ea96cefe
1955,email,Email Campaign 65,Newsletter and promotional emails,2023-05-10,2025-05-11,5db2013082fa3b29e54ea27fd0ffb4e9228e3ad4d6bc4d1b6786bdfbfaecddaa
1956,website,Website Campaign 5,Company official website banners,2024-02-19,2025-05-11,366347f7ab0cd74405597925085bd2c718c4c2b4f4f0f11bb3f028b6abbfa9ec
1957,billboard,Billboard Campaign 73,Outdoor billboard advertisements,2023-07-29,2025-05-11,eba21b459167dbf05153755809d3e39cc1345ebce0f6df3326188633a7943af8
1958,social media,Social media Campaign 59,"Instagram, TikTok, and Facebook campaigns",2024-04-05,2025-05-11,b0614440425ff879b7137386c1def9ef95cd269f91f6c38a9ccf867e8fc12d50
1959,social media,Social media Campaign 95,"Instagram, TikTok, and Facebook campaigns",2024-01-10,2025-05-11,f4e039bb2fa907e4a3d49c7eaf43270bc7db3312b0fdb16aa07e44fbbccaeaf0
1960,email,Email Campaign 6,Newsletter and promotional emails,2024-01-17,2025-05-11,815f0a7bab98475c4d4d9e56db2da658914b423874bab28a8811d523ce4a5ab8
1961,website,Website Campaign 97,Company official website banners,2022-08-19,2025-05-11,6575ce4c8cba4b1280774f75735a7a562aaad277d1b62921fecdeca59ab4bcad
1962,website,Website Campaign 38,Company official website banners,2023-07-14,2025-05-11,aa937c92dbce367c288558ac993f4d18512a2d7f25f8bdeb42cbdb4748edd090
1963,website,Website Campaign 9,Company official website banners,2024-04-05,2025-05-11,31e92adc075a9711c7349e30d0d76ef6814ab05de7f1c220452007528b113f3d
1964,social media,Social media Campaign 47,"Instagram, TikTok, and Facebook campaigns",2023-09-18,2025-05-11,84ce66d763e520e80a51f1d9099aa9e5b340f8676b7e9fa0dc1048b7cec72ae1
1965,website,Website Campaign 91,Company official website banners,2023-09-11,2025-05-11,7ca5f62d00b2a78674958edbd605613556271382b70ea539d552d0de4d436729
1966,email,Email Campaign 45,Newsletter and promotional emails,2023-12-16,2025-05-11,f255ee14a8c81480ba1d9c6805c93e535d840936fab709395d7e7674ad2e7f92
1967,email,Email Campaign 76,Newsletter and promotional emails,2022-06-30,2025-05-11,19aa5a90e5970d31e841043335e4b57f2737bb14a4cb33e2f70d5f1dfdf429c0
1968,store,Store Campaign 77,In-store promotions and flyers,2023-12-30,2025-05-11,3c9620f438d3531ce75e1dedf059ba423855ed4c09e7e9fe56e73bd1008cbbbb
1969,social media,Social media Campaign 14,"Instagram, TikTok, and Facebook campaigns",2024-03-11,2025-05-11,e41cd0d8f26cd232373baf885f33172e71dc3a76877273e4561baa004532c63b
1970,social media,Social media Campaign 74,"Instagram, TikTok, and Facebook campaigns",2024-01-25,2025-05-11,f5dde5894e0da5f374ad509eb5c7507b3e22d7e1012e2684f1d439d0c332859f
1971,social media,Social media Campaign 47,"Instagram, TikTok, and Facebook campaigns",2024-03-18,2025-05-11,6ac51c36859293094db433f1f78a050faa09e0a457e343418fbf812774c95d01
1972,social media,Social media Campaign 28,"Instagram, TikTok, and Facebook campaigns",2022-11-29,2025-05-11,ab86f23d7c20540a86efa7c68b21b50c6f95b646b461d581d23fbf40741c791f
1973,TV,Tv Campaign 38,National and local TV ads,2023-04-12,2025-05-11,555241985c41edb8b34908648acab277782e6be4427ab7aaacf07a470b0f09d0
1974,store,Store Campaign 96,In-store promotions and flyers,2022-06-29,2025-05-11,4bb33d051baf47b2a71dd059c49ee446402e084aaa2b6f521083bce53dd06b48
1975,vendor,Vendor Campaign 5,External vendor partnerships,2023-06-07,2025-05-11,69a76544c4d75fae29ec8676b86938227bfb5c9800f8560b4b01cffea87a977b
1976,email,Email Campaign 5,Newsletter and promotional emails,2023-09-27,2025-05-11,96a13d5ec7ffe43975283172f3109b4d02e07f2ce83afa5c11b9d4ece78d045a
1977,website,Website Campaign 88,Company official website banners,2022-08-28,2025-05-11,b5a0f58fd074297a408872cb177260eb3e748ec6a0ef71dfae02ca315fa43d53
1978,TV,Tv Campaign 19,National and local TV ads,2024-03-11,2025-05-11,fe02ece36eddd161d7b1a56b0f406debb8a6c57784155fa74888280b3ed0b7e3
1979,TV,Tv Campaign 19,National and local TV ads,2024-02-11,2025-05-11,72ed6678c06bb86c382bb064e6c2b88bdaa96e10e8919aacf8fa1ddf58473743
1980,billboard,Billboard Campaign 77,Outdoor billboard advertisements,2023-03-17,2025-05-11,c43c0bd911ceed438212433681c18726ed6df7f49fbb3e1e4e5021033e9e951e
1981,vendor,Vendor Campaign 43,External vendor partnerships,2023-12-24,2025-05-11,5f73543da520e847049050cb1e6a2c8ddebb20aa30568dbaecb5a57899258e32
1982,vendor,Vendor Campaign 4,External vendor partnerships,2022-12-27,2025-05-11,d447d57dfca4ee9ea3ef8e8ce2e09bad22fd2587cc2c85a3c57f056f0b2c6b31
1983,website,Website Campaign 52,Company official website banners,2023-11-06,2025-05-11,d852bc3e0d4e541a09e9d0fec5b69142b7089826fed3c0fbc99b8cde19d6d502
1984,store,Store Campaign 96,In-store promotions and flyers,2024-02-25,2025-05-11,793bdae1e7401789d2f440dd58b983e1ece1fe0be41be62d25ee3b2254339d9d
1985,social media,Social media Campaign 15,"Instagram, TikTok, and Facebook campaigns",2022-12-24,2025-05-11,434b68ec5a0d9f1d7189bcfade042601347a2d3cba99022125c11ff6a2de805d
1986,billboard,Billboard Campaign 54,Outdoor billboard advertisements,2024-04-08,2025-05-11,b752a6aec48bc2a768ab33b1ecc571d06ea9a2494745b677e04479bf05dabb51
1987,TV,Tv Campaign 36,National and local TV ads,2024-01-30,2025-05-11,6446b5f8d7161e3f8c7670f5d026f6e2110464c6b1bf40790bf4b3682a2ba601
1988,vendor,Vendor Campaign 61,External vendor partnerships,2024-01-27,2025-05-11,d336c4d89a021d60e6e5346310fa666848804ade799c220a2285d02d742be207
1989,TV,Tv Campaign 29,National and local TV ads,2022-12-05,2025-05-11,3a3e9adc96e9bb2be381cb7dd84f5945c16cebec05e03a3818a84bd4cadaed72
1990,website,Website Campaign 29,Company official website banners,2023-09-03,2025-05-11,6bbc48698e0853da69fd72b65287464e954613f5de6bfb0399210ffb9adbef37
1991,store,Store Campaign 51,In-store promotions and flyers,2022-11-08,2025-05-11,cd9a31ad05857daa991ab891690562201bbaa9c64af9036b005a9d6d7b1b12ab
1992,TV,Tv Campaign 86,National and local TV ads,2022-05-25,2025-05-11,615d006af7283bba1617bdc84fb923cd8277297b82fc7416bbae831d5aea392f
1993,referral,Referral Campaign 18,Customer referral program,2023-11-10,2025-05-11,46b684f7157d00eecb27156abb6ffa4645c4d687f802ab98894b207f7e1df3ab
1994,referral,Referral Campaign 20,Customer referral program,2022-08-24,2025-05-11,eb8f3d017aacd8474bd63fb1a0eae48ce2cfa2e04dbbb2ea9a23522e4fe60206
1995,referral,Referral Campaign 65,Customer referral program,2023-11-12,2025-05-11,9dbf72b6ab39da87a46d123235be5004a77d8fbf102628bbd991df0753c39b9c
1996,TV,Tv Campaign 22,National and local TV ads,2024-01-21,2025-05-11,44c1df718e4845b5c86b861065058f818790fa73919c8b00a25fc05384bbd1dc
1997,TV,Tv Campaign 46,National and local TV ads,2023-08-24,2025-05-11,38658e669a09192561769867e837a5cd880cedd277a227b70abc150385af9113
1998,email,Email Campaign 94,Newsletter and promotional emails,2022-05-25,2025-05-11,b3e5ba59c6c3b419c9f0ab52c5cdf1e3ec5bdeab44320a1200be6ed0eda71f53
1999,social media,Social media Campaign 42,"Instagram, TikTok, and Facebook campaigns",2022-06-24,2025-05-11,9bbe2ffa2cd15d1931cf11653802907ef797f7ed310f80e02d89ea0bcc221873
2000,TV,Tv Campaign 54,National and local TV ads,2023-09-08,2025-05-11,381f45020e6840d724f2f3e81f7ac59a646df7e4e8d0144183408b761a0c2a71
2001,referral,Referral Campaign 89,Customer referral program,2023-09-20,2025-05-11,2bc212330d034c2d846bef5133113cfba64eef6be0805ba6271a2d8cf6a84a9f
2002,vendor,Vendor Campaign 38,External vendor partnerships,2023-08-21,2025-05-11,05fcb528f00a0ab254857893f33f758ceaac66fedccc58acb6f49e3a3694ed47
2003,vendor,Vendor Campaign 91,External vendor partnerships,2024-01-13,2025-05-11,546fb489d84318ed3bced18c2baef8f46a26d761624f1adee4ba3981d66d8738
2004,TV,Tv Campaign 40,National and local TV ads,2022-12-18,2025-05-11,52f04949878563fcf714fa57196b813740a3351673e2a8bc3f596c17dbfd5b40
2005,referral,Referral Campaign 23,Customer referral program,2022-07-26,2025-05-11,cc9440704192420077ec353712f0e862b835ce80349514264793501c062ff363
2006,store,Store Campaign 49,In-store promotions and flyers,2024-01-08,2025-05-11,2aaec54d244dabc010c6fe99e0da4b7bd27f208f949210d2a708cbe2141efa2b
2007,TV,Tv Campaign 27,National and local TV ads,2022-10-02,2025-05-11,acfc4a6233775c5490d711fb0f5b0de125f2943e802225da30454f6237755bb9
2008,vendor,Vendor Campaign 11,External vendor partnerships,2022-06-09,2025-05-11,da2d74a98f196d0372ce5c0c2fb4b294367afd8578c597af5ba646fb6efa69ff
2009,store,Store Campaign 51,In-store promotions and flyers,2022-06-29,2025-05-11,6e0af94d47b72dbc0f53668ac3813a0a97401f18a7fb7da281e553f5b47c9347
2010,store,Store Campaign 2,In-store promotions and flyers,2023-03-24,2025-05-11,3dc2da9d2f28ebe202f873ff964d1e8b87f51f29d044c28333bc5d772cf066c9
2011,billboard,Billboard Campaign 36,Outdoor billboard advertisements,2023-03-16,2025-05-11,e5b492d6beec64b76ef6403ceeb20ff7eb4c6130c9964a4292192f699be2a1a0
2012,social media,Social media Campaign 9,"Instagram, TikTok, and Facebook campaigns",2022-06-11,2025-05-11,62ff3da973e1682d31f52054752860b9dbb4672439485e30e7f79b0205407f10
2013,email,Email Campaign 15,Newsletter and promotional emails,2022-09-20,2025-05-11,9d5ce8f7dc11b2681ff7c37de435cf3ce984529f1be9dc795203e783a4119cea
2014,email,Email Campaign 50,Newsletter and promotional emails,2023-04-20,2025-05-11,1d96b7c3f35e78a29bf09f29f12eda2beba5e499599eeaa7006ed5d553b24e36
2015,store,Store Campaign 91,In-store promotions and flyers,2023-10-07,2025-05-11,4f6b5643c7322b426a873ae0009d0e356c9109437d7453d0e7e0b48bffeea0dd
2016,email,Email Campaign 75,Newsletter and promotional emails,2022-05-19,2025-05-11,ae90b53111a49ab37d33692fcca7b4d889f4a38de3ddde150d21b1bd98ee9c2e
2017,TV,Tv Campaign 35,National and local TV ads,2022-08-02,2025-05-11,da783dfe8b48c053757c5c64ac17bc04a800902ba290c5417397873fa0c85a5c
2018,billboard,Billboard Campaign 30,Outdoor billboard advertisements,2024-04-19,2025-05-11,85de920d6e6748414f0f2ec578e15441c37a62e1b86c047bad830900328a3f5a
2019,vendor,Vendor Campaign 93,External vendor partnerships,2023-08-14,2025-05-11,09bb3cd32cd52ef1d46aa83e83f91e67482bb49bb0896c57e91cac683bbe559a
2020,email,Email Campaign 37,Newsletter and promotional emails,2024-03-23,2025-05-11,e009729faf92d1c06cae72801a1db5a9fa24352243ddf3f1dfcda791d966e2cd
2021,billboard,Billboard Campaign 91,Outdoor billboard advertisements,2023-06-24,2025-05-11,4211ff60a903f61837e9e562b4e52f89535efb0cd936456739baf78c115c685a
2022,social media,Social media Campaign 15,"Instagram, TikTok, and Facebook campaigns",2022-09-28,2025-05-11,1485efdcbad291ae73c1fe165c9a721a007a0d5f99a5f2d15f1921d36cf70011
2023,referral,Referral Campaign 1,Customer referral program,2022-10-17,2025-05-11,bba3cf008ef0758c4181190fd3a72b4609fb9934fc710525b65c2c9cf73d5f09
2024,store,Store Campaign 17,In-store promotions and flyers,2023-08-17,2025-05-11,c2ac127900dc0ef2434750737c6ddabf939860a9ec42c703604b3cd9b123c810
2025,TV,Tv Campaign 55,National and local TV ads,2023-12-17,2025-05-11,c9d839533692466741e0f88906d005c90265638dfeb22f6339daf8713e54431b
2026,referral,Referral Campaign 83,Customer referral program,2023-03-18,2025-05-11,6cd497c5f1cb4015ff8a7a90fc6f4b266a2e9a6fccc6b61bc76bbcb9fd0ed5b2
2027,vendor,Vendor Campaign 76,External vendor partnerships,2022-11-15,2025-05-11,318c1b00e74b5123d6f00a39281ce03a1796275875e592fb2c5bf25bfd3952b3
2028,social media,Social media Campaign 58,"Instagram, TikTok, and Facebook campaigns",2023-05-31,2025-05-11,e5d8f7966424b8a7125370893ebbd6c55256006edafd7c7fe334dd8ae196de44
2029,website,Website Campaign 53,Company official website banners,2024-01-19,2025-05-11,0c3ab2307aeaee22415cbbcfcbb3d5dfa7b1ff1c1d021de5f18a41c10eee89db
2030,social media,Social media Campaign 92,"Instagram, TikTok, and Facebook campaigns",2023-10-29,2025-05-11,0f205fc3d5d300d7e2554f40ddeb4ef9a3831df7371f6ee1092599d75e5d2174
2031,email,Email Campaign 34,Newsletter and promotional emails,2023-07-08,2025-05-11,30a81d61ff4df2a885d393f1cf16606541b506f94ebca64114a4ae9673184d57
2032,TV,Tv Campaign 84,National and local TV ads,2023-12-10,2025-05-11,d3719bcaa07d95be92585bf0b13cd1b30116b6f6bb5e40078a05992a2a0a4f93
2033,vendor,Vendor Campaign 41,External vendor partnerships,2023-12-28,2025-05-11,a8ebd392fe218651b09ddcb9437d1ffce0ed918d7b2602c5179fd73cb6cb7e6b
2034,website,Website Campaign 34,Company official website banners,2024-03-13,2025-05-11,4610c61c28d87ac91c2d6dcc1039ab6da8bf6dd4d290f9e97496f9374f1e2a3a
2035,email,Email Campaign 7,Newsletter and promotional emails,2023-05-16,2025-05-11,01fdc9c1bf261fb18bccf30560c61cb855ec5bc59f557bac2185e59a3bc02920
2036,store,Store Campaign 47,In-store promotions and flyers,2024-04-12,2025-05-11,528f8146f94bc47911b56a81b3c69a8aaf06b835bfb413b5e176e63168be561a
2037,store,Store Campaign 78,In-store promotions and flyers,2022-09-10,2025-05-11,8c96bf3146e26f266f5a195fb83a088baf3ac03573375d36d4330cc308b230c9
2038,TV,Tv Campaign 29,National and local TV ads,2023-01-15,2025-05-11,90689e41ddb009c6fdeec63cf272606543ddead0200434f22e2e0e471c64ad6c
2039,referral,Referral Campaign 63,Customer referral program,2022-12-10,2025-05-11,0d48443c2823eb921e630f0735ac38562cf3a8585abc18bcab80ee564e8a1425
2040,referral,Referral Campaign 77,Customer referral program,2023-09-04,2025-05-11,f359f34581768de2c2ed4e760605c2228775dfbfa8c46e92ba8fc7cd6f2171d2
2041,billboard,Billboard Campaign 100,Outdoor billboard advertisements,2022-10-25,2025-05-11,7dd4b95b0ff9d92807bd07df1ab5d22c6961ca45bd54f4df60cd547398a9b6b6
2042,TV,Tv Campaign 26,National and local TV ads,2022-11-11,2025-05-11,5e93c932d34c61f8a180c3841a1d8820fb92d5dad4212e29ac02ae743bdc8307
2043,referral,Referral Campaign 12,Customer referral program,2023-08-01,2025-05-11,556bca89e83ca00ee9fa8c87bfe2e4120c2d8b17a4fddc06c0bc623fe2e979b2
2044,email,Email Campaign 2,Newsletter and promotional emails,2022-10-24,2025-05-11,4c700264f74f87283649d77f8c1ff7ce74dcb1e994533b79e23e5bd17d8caf23
2045,vendor,Vendor Campaign 84,External vendor partnerships,2024-01-28,2025-05-11,eae35524d86b9ca49ebcd9b9265b1b092bc85375178a32a0f2dd13bd1f54abc3
2046,social media,Social media Campaign 77,"Instagram, TikTok, and Facebook campaigns",2023-11-08,2025-05-11,4597ebbb2f5defef799f96ba05415538b06e342b72284de48df61b3be543bb3d
2047,website,Website Campaign 63,Company official website banners,2024-03-22,2025-05-11,475e57e1603b8d0c87f6487074036f73ea4917641f26ef961eb91570758c7a17
2048,referral,Referral Campaign 14,Customer referral program,2022-07-11,2025-05-11,2d37c019dd97b6963201cf62e9d29e8dae387721d0f2b8a7bd634c8419870765
2049,vendor,Vendor Campaign 68,External vendor partnerships,2023-01-18,2025-05-11,36d2c0e0df63323ef476a76f752ae988e24c15d0d4712bca8534a25c4feb8b83
2050,store,Store Campaign 33,In-store promotions and flyers,2022-06-29,2025-05-11,b58a4c3e85d44c38d90d32bb486cab72475402e4128c1cde5ee8cdae2709aa5e
2051,social media,Social media Campaign 58,"Instagram, TikTok, and Facebook campaigns",2023-09-09,2025-05-11,1c56d0f275d59bd76b79dc8cfb41a978513bc1ec7a92f641d20b49ccc3f4a332
