TransactionID,CustomerID,StoreID,Amount,TransactionDate,Type
FT0001976,CUST01292,STORE054,1701.63,2023-11-01,Sale
FT0001977,CUST00530,STORE018,532.28,2023-09-29,GiftCard
FT0001978,CUST02069,STORE003,843.73,2023-12-21,GiftCard
FT0001979,CUST02959,STORE007,-376.75,2023-11-03,GiftCard
FT0001980,CUST02915,STORE043,-494.13,2025-02-12,Refund
FT0001981,CUST00794,STORE038,112.0,2025-03-20,GiftCard
FT0001982,CUST02148,STORE037,1201.46,2023-10-23,GiftCard
FT0001983,CUST02800,STORE058,-196.84,2025-02-17,GiftCard
FT0001984,CUST00478,STORE033,-215.6,2024-12-07,Sale
FT0001985,CUST01623,STORE059,527.4,2025-01-21,Refund
FT0001986,CUST00940,STORE011,1119.59,2024-01-24,Sale
FT0001987,CUST00526,STORE068,1280.18,2024-01-23,Refund
FT0001988,CUST02382,STORE068,-53.87,2025-01-22,Refund
FT0001989,CUST00002,STORE022,-301.03,2023-10-10,GiftCard
FT0001990,CUST00375,STORE066,1850.99,2025-04-04,GiftCard
FT0001991,CUST02341,STORE044,151.67,2023-08-28,Sale
FT0001992,CUST02885,STORE006,1633.37,2024-12-29,Refund
FT0001993,CUST00553,STORE042,1658.73,2024-07-16,GiftCard
FT0001994,CUST02366,STORE025,1431.31,2023-12-22,GiftCard
FT0001995,CUST01526,STORE057,-77.92,2025-01-28,GiftCard
FT0001996,CUST01852,STORE055,1554.5,2025-02-06,GiftCard
FT0001997,CUST00381,STORE016,1423.13,2023-08-12,Sale
FT0001998,CUST01647,STORE014,991.81,2023-11-21,Sale
FT0001999,CUST00014,STORE039,343.01,2025-02-20,GiftCard
FT0002000,CUST00504,STORE028,156.27,2024-11-22,GiftCard
FT0002001,CUST02279,STORE051,-195.28,2024-08-20,GiftCard
FT0002002,CUST02009,STORE049,774.39,2025-03-04,GiftCard
FT0002003,CUST00130,STORE009,963.15,2024-10-09,GiftCard
FT0002004,CUST00838,STORE058,398.35,2024-03-12,Refund
FT0002005,CUST02939,STORE045,688.4,2023-10-03,Refund
FT0002006,CUST02041,STORE022,408.79,2023-11-13,Refund
FT0002007,CUST00028,STORE032,1102.52,2024-05-02,Refund
FT0002008,CUST02114,STORE069,1753.15,2025-04-30,GiftCard
FT0002009,CUST01253,STORE069,-90.2,2024-06-07,Refund
FT0002010,CUST00261,STORE042,453.52,2024-01-20,Refund
FT0002011,CUST02047,STORE053,-147.83,2024-03-20,Sale
FT0002012,CUST01473,STORE059,1062.36,2023-10-14,Refund
FT0002013,CUST01448,STORE074,1322.18,2023-06-19,Refund
FT0002014,CUST00460,STORE039,1829.78,2024-05-17,GiftCard
FT0002015,CUST00301,STORE015,197.18,2025-01-16,Refund
FT0002016,CUST02967,STORE071,1875.53,2023-10-17,Refund
FT0002017,CUST02335,STORE029,-341.84,2025-01-18,GiftCard
FT0002018,CUST00630,STORE003,1007.53,2024-01-15,Refund
FT0002019,CUST00270,STORE010,-357.17,2024-04-04,GiftCard
FT0002020,CUST02640,STORE029,1734.44,2023-12-16,Refund
FT0002021,CUST01994,STORE079,824.52,2025-03-04,Sale
FT0002022,CUST01629,STORE035,1173.37,2024-02-20,Sale
FT0002023,CUST01802,STORE006,1578.93,2024-06-27,Refund
FT0002024,CUST02892,STORE012,-124.22,2023-07-02,Sale
FT0002025,CUST00862,STORE038,-403.52,2024-08-06,GiftCard
FT0002026,CUST01281,STORE077,1697.2,2024-02-29,Refund
FT0002027,CUST02181,STORE019,287.33,2023-06-08,GiftCard
FT0002028,CUST01800,STORE067,-177.55,2025-05-05,Sale
FT0002029,CUST01707,STORE008,671.15,2024-03-24,GiftCard
FT0002030,CUST02561,STORE008,995.77,2025-02-23,Sale
FT0002031,CUST02361,STORE047,-422.57,2025-02-18,Sale
FT0002032,CUST00576,STORE004,187.24,2023-12-03,Sale
FT0002033,CUST02934,STORE051,-418.0,2024-02-26,GiftCard
FT0002034,CUST02004,STORE067,550.84,2023-09-05,Sale
FT0002035,CUST01308,STORE045,1737.75,2024-08-11,Refund
FT0002036,CUST01957,STORE008,1956.63,2024-08-14,Sale
FT0002037,CUST02735,STORE016,1092.62,2025-03-13,Refund
FT0002038,CUST02021,STORE077,-95.91,2025-02-05,Refund
FT0002039,CUST02213,STORE067,1764.62,2025-03-28,Refund
FT0002040,CUST02353,STORE009,790.62,2024-11-14,Refund
FT0002041,CUST01656,STORE060,-115.63,2024-12-19,GiftCard
FT0002042,CUST01580,STORE078,1804.32,2023-06-08,Refund
FT0002043,CUST01848,STORE077,1393.67,2024-08-02,Sale
FT0002044,CUST02204,STORE071,1329.26,2024-07-14,Refund
FT0002045,CUST01391,STORE015,1272.95,2025-02-08,Sale
FT0002046,CUST01743,STORE071,0.85,2024-04-24,GiftCard
FT0002047,CUST01926,STORE041,27.52,2025-04-07,Refund
FT0002048,CUST00620,STORE022,1220.73,2023-11-20,Sale
FT0002049,CUST01275,STORE024,49.31,2024-04-09,GiftCard
FT0002050,CUST00957,STORE044,596.68,2024-04-04,GiftCard
FT0002051,CUST01940,STORE001,1455.0,2025-02-01,Sale
FT0002052,CUST02382,STORE010,1459.88,2024-04-20,Refund
FT0002053,CUST00969,STORE080,633.15,2024-08-29,GiftCard
FT0002054,CUST02559,STORE072,1480.47,2023-06-04,Sale
FT0002055,CUST01317,STORE056,1596.55,2025-02-27,Refund
FT0002056,CUST01044,STORE050,1136.94,2024-09-03,GiftCard
FT0002057,CUST00282,STORE012,71.06,2023-09-29,Sale
FT0002058,CUST02845,STORE060,185.03,2025-04-30,GiftCard
FT0002059,CUST02167,STORE026,287.1,2024-07-01,GiftCard
FT0002060,CUST01059,STORE078,-207.99,2025-04-05,Sale
FT0002061,CUST00198,STORE041,182.9,2024-08-17,GiftCard
FT0002062,CUST02533,STORE036,23.8,2024-12-12,Sale
FT0002063,CUST01083,STORE023,638.32,2024-11-14,Refund
FT0002064,CUST02885,STORE043,1771.09,2025-02-21,Sale
FT0002065,CUST01185,STORE006,-238.8,2024-12-27,Refund
FT0002066,CUST01009,STORE069,1300.67,2023-07-01,GiftCard
FT0002067,CUST02739,STORE043,1218.21,2023-12-31,Sale
FT0002068,CUST01230,STORE025,-260.61,2024-12-24,Sale
FT0002069,CUST01036,STORE018,1806.43,2023-09-04,Sale
FT0002070,CUST00490,STORE062,921.18,2023-07-31,Sale
FT0002071,CUST00276,STORE013,409.31,2024-07-12,Refund
FT0002072,CUST02741,STORE043,1391.35,2023-12-02,Refund
FT0002073,CUST02290,STORE078,143.41,2023-12-07,GiftCard
FT0002074,CUST01240,STORE028,1233.77,2025-01-28,GiftCard
FT0002075,CUST01275,STORE018,-400.72,2024-05-20,GiftCard
FT0002076,CUST00126,STORE059,1598.52,2024-03-11,GiftCard
FT0002077,CUST00217,STORE060,620.43,2023-10-14,Sale
FT0002078,CUST01209,STORE063,1091.73,2023-07-12,Refund
FT0002079,CUST01247,STORE057,53.09,2023-06-23,Refund
FT0002080,CUST02543,STORE051,1192.68,2024-11-23,Refund
FT0002081,CUST02475,STORE056,1430.6,2024-12-14,Refund
FT0002082,CUST00919,STORE027,683.03,2024-11-29,GiftCard
FT0002083,CUST01318,STORE032,1044.32,2025-05-08,Sale
FT0002084,CUST02199,STORE009,640.81,2024-07-16,Refund
FT0002085,CUST02432,STORE068,1735.23,2024-02-15,Sale
FT0002086,CUST01662,STORE046,744.67,2024-12-19,Sale
FT0002087,CUST00308,STORE067,1604.52,2023-09-21,Sale
FT0002088,CUST01360,STORE026,1503.38,2024-05-10,Sale
FT0002089,CUST01970,STORE008,526.26,2024-06-10,Refund
FT0002090,CUST02794,STORE006,75.21,2023-06-14,Refund
FT0002091,CUST00892,STORE080,515.21,2024-11-16,Refund
FT0002092,CUST00375,STORE024,1565.54,2025-04-05,GiftCard
FT0002093,CUST02034,STORE048,69.08,2024-06-01,Refund
FT0002094,CUST01365,STORE045,811.09,2024-10-09,GiftCard
FT0002095,CUST00129,STORE013,1515.24,2024-03-06,GiftCard
FT0002096,CUST01015,STORE069,383.69,2023-06-01,GiftCard
FT0002097,CUST01800,STORE025,1105.52,2023-07-16,Refund
FT0002098,CUST02717,STORE020,114.08,2023-07-22,Refund
FT0002099,CUST01382,STORE066,-226.8,2025-04-21,Refund
FT0002100,CUST00517,STORE074,1485.96,2025-01-14,GiftCard
FT0002101,CUST01519,STORE045,-252.58,2024-10-23,GiftCard
FT0002102,CUST00086,STORE047,178.45,2024-10-08,Sale
FT0002103,CUST01199,STORE063,1637.77,2024-12-21,GiftCard
FT0002104,CUST02359,STORE076,366.17,2023-12-11,GiftCard
FT0002105,CUST01143,STORE077,1932.61,2024-03-31,Refund
FT0002106,CUST02475,STORE055,1949.34,2024-05-14,Sale
FT0002107,CUST01994,STORE075,170.69,2024-11-01,Sale
FT0002108,CUST02162,STORE019,-397.55,2025-04-26,Sale
FT0002109,CUST00303,STORE035,1262.66,2024-09-19,Refund
FT0002110,CUST02792,STORE053,627.47,2023-06-28,Sale
FT0002111,CUST00588,STORE026,-248.12,2023-10-13,Sale
FT0002112,CUST00987,STORE014,1268.81,2025-05-01,Refund
FT0002113,CUST01864,STORE045,-422.06,2024-05-18,Sale
FT0002114,CUST00345,STORE044,1675.49,2025-02-05,GiftCard
FT0002115,CUST00814,STORE065,-153.37,2023-06-11,GiftCard
FT0002116,CUST01988,STORE051,-181.72,2023-09-01,GiftCard
FT0002117,CUST02849,STORE043,-60.82,2023-08-19,GiftCard
FT0002118,CUST01311,STORE023,1900.67,2024-10-09,GiftCard
FT0002119,CUST02000,STORE056,1232.92,2025-02-14,GiftCard
FT0002120,CUST01678,STORE019,1503.43,2024-04-01,GiftCard
FT0002121,CUST01328,STORE076,494.09,2024-01-06,GiftCard
FT0002122,CUST01093,STORE055,340.78,2023-07-03,GiftCard
FT0002123,CUST02409,STORE060,86.21,2024-04-09,Refund
FT0002124,CUST01010,STORE059,701.62,2024-05-27,Refund
FT0002125,CUST00704,STORE033,879.57,2023-12-24,GiftCard
FT0002126,CUST00575,STORE019,1079.44,2024-03-23,Refund
FT0002127,CUST01609,STORE028,142.8,2024-08-17,Refund
FT0002128,CUST01113,STORE052,1871.64,2024-06-15,GiftCard
FT0002129,CUST00688,STORE049,-75.6,2025-04-12,GiftCard
FT0002130,CUST02829,STORE037,1914.13,2024-01-07,Refund
FT0002131,CUST02633,STORE026,-462.86,2024-01-05,GiftCard
FT0002132,CUST02637,STORE040,702.81,2023-09-22,GiftCard
FT0002133,CUST00489,STORE080,333.42,2025-03-26,GiftCard
FT0002134,CUST01348,STORE038,622.81,2024-01-01,GiftCard
FT0002135,CUST00494,STORE077,926.66,2023-10-27,Refund
FT0002136,CUST01668,STORE054,588.97,2024-01-20,Sale
FT0002137,CUST01638,STORE022,537.12,2024-07-18,Refund
FT0002138,CUST00019,STORE016,1331.81,2024-07-20,Sale
FT0002139,CUST02445,STORE028,1214.69,2024-07-08,Sale
FT0002140,CUST01001,STORE035,1583.18,2025-01-23,Sale
FT0002141,CUST00851,STORE060,124.9,2024-12-09,Refund
FT0002142,CUST01389,STORE045,1023.82,2023-12-17,Refund
FT0002143,CUST01355,STORE046,962.99,2024-08-30,Refund
FT0002144,CUST01368,STORE072,424.34,2025-04-29,Refund
FT0002145,CUST00822,STORE055,715.14,2024-04-26,Refund
FT0002146,CUST00455,STORE026,284.46,2023-06-29,Sale
FT0002147,CUST01625,STORE025,-145.39,2023-09-16,Refund
FT0002148,CUST02773,STORE065,34.5,2024-05-28,Sale
FT0002149,CUST00711,STORE006,-236.22,2025-03-06,Refund
FT0002150,CUST02191,STORE023,1207.67,2024-08-15,Refund
FT0002151,CUST00917,STORE064,1151.82,2024-08-12,GiftCard
FT0002152,CUST02876,STORE043,1876.52,2024-03-19,Sale
FT0002153,CUST02653,STORE023,1324.2,2024-02-05,Refund
FT0002154,CUST01497,STORE030,-369.89,2023-11-14,Refund
FT0002155,CUST01441,STORE077,1710.61,2025-04-06,Refund
FT0002156,CUST00305,STORE018,1656.69,2024-02-11,GiftCard
FT0002157,CUST00736,STORE079,608.3,2024-02-23,Sale
FT0002158,CUST02339,STORE021,964.66,2023-11-30,Refund
FT0002159,CUST01964,STORE057,1940.2,2024-05-07,Refund
FT0002160,CUST02150,STORE023,830.76,2024-10-22,Refund
FT0002161,CUST02010,STORE045,1763.3,2025-02-01,GiftCard
FT0002162,CUST02915,STORE044,-292.4,2025-05-03,Refund
FT0002163,CUST02890,STORE047,-22.37,2023-11-29,Sale
FT0002164,CUST00962,STORE040,601.89,2023-09-17,Sale
FT0002165,CUST02990,STORE051,961.89,2024-12-06,Sale
FT0002166,CUST01027,STORE042,1540.57,2023-09-22,Sale
FT0002167,CUST02133,STORE007,1970.66,2025-04-25,Refund
FT0002168,CUST02376,STORE050,472.13,2023-07-05,GiftCard
FT0002169,CUST02864,STORE048,-381.46,2025-03-10,GiftCard
FT0002170,CUST01474,STORE006,1502.93,2024-12-11,GiftCard
FT0002171,CUST02502,STORE009,1010.95,2023-12-20,Refund
FT0002172,CUST01948,STORE057,-3.64,2023-09-24,GiftCard
FT0002173,CUST02677,STORE031,737.07,2024-12-23,Sale
FT0002174,CUST01178,STORE021,1355.78,2025-01-08,Refund
FT0002175,CUST00665,STORE040,1426.03,2023-08-11,GiftCard
FT0002176,CUST00012,STORE045,749.05,2024-11-10,Sale
FT0002177,CUST01157,STORE077,263.04,2024-05-20,Sale
FT0002178,CUST00304,STORE049,1934.36,2023-06-09,Refund
FT0002179,CUST01764,STORE020,1158.41,2023-10-30,Refund
FT0002180,CUST02831,STORE017,520.59,2023-08-21,GiftCard
FT0002181,CUST00043,STORE028,201.16,2024-05-17,GiftCard
FT0002182,CUST00944,STORE041,1327.76,2023-08-09,GiftCard
FT0002183,CUST02391,STORE066,105.46,2024-03-02,Refund
FT0002184,CUST01350,STORE025,-70.73,2023-10-30,GiftCard
FT0002185,CUST02546,STORE058,824.58,2024-09-29,GiftCard
FT0002186,CUST02412,STORE041,224.97,2024-07-27,Sale
FT0002187,CUST00891,STORE006,1072.26,2024-03-26,Sale
FT0002188,CUST02475,STORE075,-205.15,2024-11-20,Sale
FT0002189,CUST01005,STORE038,1137.35,2024-12-08,GiftCard
FT0002190,CUST00021,STORE006,208.24,2024-02-05,Refund
FT0002191,CUST00407,STORE045,-499.39,2024-03-24,Sale
FT0002192,CUST02667,STORE075,-182.66,2025-01-08,Refund
FT0002193,CUST01015,STORE014,1834.04,2024-06-04,GiftCard
FT0002194,CUST00336,STORE066,1668.39,2025-05-04,GiftCard
FT0002195,CUST01839,STORE040,84.02,2024-03-29,Sale
FT0002196,CUST01148,STORE003,1445.93,2025-04-22,Refund
FT0002197,CUST02447,STORE024,1021.43,2025-01-28,Sale
FT0002198,CUST02841,STORE019,1927.26,2025-02-03,GiftCard
FT0002199,CUST01828,STORE018,434.01,2023-10-23,Refund
FT0002200,CUST00715,STORE064,1203.65,2025-02-05,Sale
FT0002201,CUST00051,STORE035,-341.16,2023-12-20,GiftCard
FT0002202,CUST00324,STORE062,490.62,2023-09-18,Sale
FT0002203,CUST00789,STORE001,1909.54,2024-08-29,Refund
FT0002204,CUST00141,STORE025,847.45,2024-08-03,Refund
FT0002205,CUST00470,STORE045,219.7,2024-02-09,Refund
FT0002206,CUST00787,STORE049,-199.32,2023-10-17,Refund
FT0002207,CUST01826,STORE016,1258.82,2024-12-15,Refund
FT0002208,CUST01358,STORE019,1112.14,2024-06-20,Sale
FT0002209,CUST01917,STORE023,434.85,2023-07-08,Sale
FT0002210,CUST00964,STORE025,1877.35,2025-04-16,Sale
FT0002211,CUST00373,STORE016,-444.49,2024-10-04,Sale
FT0002212,CUST02542,STORE054,259.31,2025-02-14,GiftCard
FT0002213,CUST01693,STORE073,1802.67,2025-01-24,GiftCard
FT0002214,CUST02799,STORE001,302.34,2024-04-28,Sale
FT0002215,CUST01180,STORE042,130.63,2023-05-28,GiftCard
FT0002216,CUST02339,STORE019,835.55,2024-01-10,GiftCard
FT0002217,CUST01672,STORE034,1559.5,2024-10-16,Refund
FT0002218,CUST00106,STORE080,-242.13,2024-11-16,Sale
FT0002219,CUST01444,STORE055,1857.55,2024-02-05,GiftCard
FT0002220,CUST02718,STORE018,1487.68,2024-04-19,GiftCard
FT0002221,CUST01682,STORE034,-46.87,2025-05-17,Sale
FT0002222,CUST00002,STORE045,1280.02,2024-10-06,Refund
FT0002223,CUST02637,STORE006,462.4,2024-07-27,Sale
FT0002224,CUST02692,STORE021,505.74,2025-02-22,Refund
FT0002225,CUST02138,STORE070,1458.23,2024-08-18,GiftCard
FT0002226,CUST00350,STORE048,1906.96,2025-01-09,Refund
FT0002227,CUST01287,STORE039,-183.36,2024-04-05,Refund
FT0002228,CUST01063,STORE031,551.58,2023-07-02,Sale
FT0002229,CUST02957,STORE010,702.35,2024-02-03,GiftCard
FT0002230,CUST02207,STORE030,440.78,2023-05-28,Sale
FT0002231,CUST02360,STORE018,407.97,2025-03-10,Sale
FT0002232,CUST00445,STORE060,-369.33,2025-01-07,GiftCard
FT0002233,CUST02346,STORE073,1213.85,2024-04-19,Sale
FT0002234,CUST00952,STORE015,590.54,2024-03-17,Sale
FT0002235,CUST00036,STORE004,-13.02,2024-02-15,Refund
FT0002236,CUST01108,STORE063,1540.08,2025-01-19,Sale
FT0002237,CUST01476,STORE040,1506.4,2023-09-20,GiftCard
FT0002238,CUST01799,STORE009,715.98,2024-04-15,Sale
FT0002239,CUST01846,STORE009,246.13,2024-03-02,Refund
FT0002240,CUST01409,STORE026,1095.23,2023-07-29,Sale
FT0002241,CUST01196,STORE004,220.38,2023-08-23,Sale
FT0002242,CUST01400,STORE016,90.02,2025-01-28,Sale
FT0002243,CUST01709,STORE015,1326.29,2024-11-15,Refund
FT0002244,CUST01386,STORE052,-399.19,2023-10-06,GiftCard
FT0002245,CUST02607,STORE069,-263.08,2024-10-27,GiftCard
FT0002246,CUST02939,STORE005,-483.03,2023-06-26,Refund
FT0002247,CUST02189,STORE020,-117.64,2024-01-07,Refund
FT0002248,CUST02935,STORE079,-327.52,2025-05-14,Sale
FT0002249,CUST01301,STORE018,1989.51,2025-03-22,GiftCard
FT0002250,CUST02774,STORE002,222.02,2023-10-04,Refund
FT0002251,CUST01244,STORE013,-126.83,2025-04-02,GiftCard
FT0002252,CUST00521,STORE004,102.49,2024-03-11,Sale
FT0002253,CUST01807,STORE042,1840.31,2023-07-01,Refund
FT0002254,CUST00010,STORE074,800.4,2025-04-07,GiftCard
FT0002255,CUST00984,STORE061,412.05,2024-07-08,GiftCard
FT0002256,CUST02426,STORE008,1683.48,2024-08-03,Sale
FT0002257,CUST01657,STORE067,487.48,2023-11-29,Refund
FT0002258,CUST01661,STORE063,337.52,2024-12-09,GiftCard
FT0002259,CUST02730,STORE009,18.21,2024-07-15,Sale
FT0002260,CUST02632,STORE011,444.49,2024-09-26,GiftCard
FT0002261,CUST02200,STORE042,291.71,2024-03-12,Sale
FT0002262,CUST00720,STORE013,1193.26,2024-03-07,GiftCard
FT0002263,CUST01073,STORE036,223.96,2024-03-17,GiftCard
FT0002264,CUST00859,STORE013,943.0,2024-11-16,Sale
FT0002265,CUST01317,STORE012,-335.27,2024-08-17,Refund
FT0002266,CUST01604,STORE037,-21.78,2024-12-17,Sale
FT0002267,CUST00050,STORE074,518.51,2024-05-06,Refund
FT0002268,CUST02712,STORE073,1842.37,2024-09-04,GiftCard
FT0002269,CUST02579,STORE052,443.13,2024-03-09,GiftCard
FT0002270,CUST02905,STORE071,1160.19,2024-08-20,Sale
FT0002271,CUST00146,STORE002,137.72,2025-02-28,Sale
FT0002272,CUST00915,STORE056,-182.42,2023-12-24,Refund
FT0002273,CUST01463,STORE060,-353.66,2023-09-20,Refund
FT0002274,CUST02290,STORE023,263.53,2023-09-14,Refund
FT0002275,CUST00581,STORE040,-105.85,2023-09-04,Sale
FT0002276,CUST02735,STORE064,-64.97,2024-05-15,GiftCard
FT0002277,CUST01585,STORE023,1401.9,2024-07-09,Sale
FT0002278,CUST00483,STORE029,-460.4,2025-01-20,GiftCard
FT0002279,CUST01250,STORE078,894.53,2024-02-10,Sale
FT0002280,CUST00673,STORE051,448.65,2024-03-08,Sale
FT0002281,CUST00631,STORE069,766.37,2024-04-12,Refund
FT0002282,CUST02709,STORE031,907.08,2024-01-06,GiftCard
FT0002283,CUST00662,STORE050,283.42,2025-04-20,Sale
FT0002284,CUST02853,STORE020,237.77,2024-04-29,Sale
FT0002285,CUST02467,STORE055,1333.5,2024-08-01,GiftCard
FT0002286,CUST00988,STORE002,1678.19,2024-11-26,Sale
FT0002287,CUST01547,STORE025,-18.55,2023-08-04,GiftCard
FT0002288,CUST00650,STORE013,-255.95,2023-09-09,Refund
FT0002289,CUST00969,STORE070,1744.49,2024-04-29,Refund
FT0002290,CUST02638,STORE067,374.74,2023-11-11,GiftCard
FT0002291,CUST01101,STORE058,878.29,2025-02-16,Refund
FT0002292,CUST02557,STORE075,398.86,2025-05-07,GiftCard
FT0002293,CUST00441,STORE064,-185.49,2024-01-13,Sale
FT0002294,CUST00921,STORE069,973.33,2025-04-23,Sale
FT0002295,CUST00770,STORE059,812.85,2023-07-23,GiftCard
FT0002296,CUST01344,STORE060,7.48,2024-06-18,Sale
FT0002297,CUST01827,STORE062,629.67,2024-01-18,Refund
FT0002298,CUST00263,STORE016,1492.37,2024-08-16,Sale
FT0002299,CUST01578,STORE068,976.07,2023-08-28,Sale
FT0002300,CUST02685,STORE015,-257.71,2023-11-09,GiftCard
FT0002301,CUST02507,STORE055,870.05,2024-01-28,Refund
FT0002302,CUST00999,STORE035,1256.85,2023-06-13,Sale
FT0002303,CUST00700,STORE055,1481.76,2023-11-10,Sale
FT0002304,CUST02350,STORE014,1072.79,2025-04-15,GiftCard
FT0002305,CUST01604,STORE049,-118.35,2024-01-15,GiftCard
FT0002306,CUST01242,STORE007,1275.43,2025-01-04,Refund
FT0002307,CUST01126,STORE030,1193.35,2024-04-14,Sale
FT0002308,CUST02602,STORE049,-438.93,2023-10-04,GiftCard
FT0002309,CUST02336,STORE016,529.37,2023-07-04,GiftCard
FT0002310,CUST01191,STORE051,332.38,2024-02-24,GiftCard
FT0002311,CUST02669,STORE072,1173.53,2024-05-12,Refund
FT0002312,CUST01006,STORE080,40.34,2025-04-25,GiftCard
FT0002313,CUST00036,STORE042,977.18,2024-05-23,Refund
FT0002314,CUST00744,STORE017,1783.01,2023-11-14,Refund
FT0002315,CUST01765,STORE063,1494.51,2024-03-20,Sale
FT0002316,CUST00353,STORE045,1803.64,2023-09-04,Sale
FT0002317,CUST01923,STORE077,1946.26,2024-10-28,Refund
FT0002318,CUST00073,STORE007,-473.32,2023-08-20,Sale
FT0002319,CUST02696,STORE027,1056.85,2024-05-03,Sale
FT0002320,CUST01377,STORE010,532.1,2023-10-22,GiftCard
FT0002321,CUST01915,STORE034,1649.64,2024-06-10,Sale
FT0002322,CUST01094,STORE036,129.54,2025-01-06,Refund
FT0002323,CUST02473,STORE025,1952.57,2024-05-24,Sale
FT0002324,CUST00708,STORE006,1034.27,2024-10-26,GiftCard
FT0002325,CUST01805,STORE024,1483.84,2023-12-30,Refund
FT0002326,CUST02609,STORE018,-286.0,2023-10-05,Sale
FT0002327,CUST02876,STORE006,-41.36,2024-04-07,Refund
FT0002328,CUST00956,STORE029,1396.01,2025-04-01,Sale
FT0002329,CUST02565,STORE025,-445.03,2024-04-24,GiftCard
FT0002330,CUST02476,STORE055,1542.19,2023-12-09,Sale
FT0002331,CUST00160,STORE046,-465.13,2024-10-19,Refund
FT0002332,CUST02197,STORE024,1142.8,2024-09-16,Refund
FT0002333,CUST02824,STORE075,412.73,2024-09-22,Refund
FT0002334,CUST01736,STORE026,1028.74,2024-11-20,Sale
FT0002335,CUST01586,STORE028,1240.08,2024-10-15,Sale
FT0002336,CUST00067,STORE003,356.19,2025-01-22,Sale
FT0002337,CUST02429,STORE075,-230.09,2023-11-27,GiftCard
FT0002338,CUST00058,STORE038,-325.89,2025-04-14,GiftCard
FT0002339,CUST00342,STORE061,972.34,2024-04-29,GiftCard
FT0002340,CUST01154,STORE078,801.64,2024-04-07,Refund
FT0002341,CUST02775,STORE051,1355.5,2025-03-31,Refund
FT0002342,CUST01196,STORE048,774.34,2024-11-04,Refund
FT0002343,CUST02818,STORE021,556.11,2024-11-25,Refund
FT0002344,CUST02662,STORE054,495.22,2023-11-28,Refund
FT0002345,CUST01233,STORE056,-433.88,2023-08-16,Sale
FT0002346,CUST02402,STORE059,338.89,2024-03-18,Refund
FT0002347,CUST01495,STORE072,1940.05,2023-11-18,Sale
FT0002348,CUST01822,STORE051,1683.89,2024-06-02,GiftCard
FT0002349,CUST00116,STORE020,323.45,2023-07-10,GiftCard
FT0002350,CUST00662,STORE059,969.49,2025-05-21,GiftCard
FT0002351,CUST01466,STORE071,1618.24,2025-05-23,GiftCard
FT0002352,CUST02501,STORE009,603.19,2023-11-25,GiftCard
FT0002353,CUST01869,STORE001,-455.11,2024-04-13,Refund
FT0002354,CUST02335,STORE029,-313.72,2025-05-13,Refund
FT0002355,CUST01017,STORE063,775.98,2024-05-25,Refund
FT0002356,CUST00311,STORE072,1923.6,2024-09-18,GiftCard
FT0002357,CUST00208,STORE056,1233.02,2024-01-05,GiftCard
FT0002358,CUST02666,STORE068,-322.71,2025-01-04,Sale
FT0002359,CUST02494,STORE035,-26.6,2024-05-23,Refund
FT0002360,CUST02718,STORE003,1428.31,2024-08-04,GiftCard
FT0002361,CUST00633,STORE007,1603.6,2025-04-04,GiftCard
FT0002362,CUST02103,STORE027,1044.24,2024-10-06,GiftCard
FT0002363,CUST02960,STORE001,1111.06,2023-08-08,Sale
FT0002364,CUST00657,STORE080,-429.16,2024-09-22,GiftCard
FT0002365,CUST01424,STORE071,1571.33,2024-12-03,Sale
FT0002366,CUST01932,STORE044,1470.69,2024-04-28,Sale
FT0002367,CUST02563,STORE041,147.59,2025-04-14,Refund
FT0002368,CUST01680,STORE075,1271.69,2023-07-09,GiftCard
FT0002369,CUST00237,STORE042,37.14,2024-12-29,Sale
FT0002370,CUST00348,STORE033,-399.17,2024-06-19,GiftCard
FT0002371,CUST02675,STORE050,2.84,2025-01-24,Refund
FT0002372,CUST00630,STORE063,-53.43,2024-01-19,Refund
FT0002373,CUST01541,STORE037,344.37,2025-01-02,Sale
FT0002374,CUST02004,STORE059,546.12,2023-08-17,Refund
FT0002375,CUST01272,STORE048,771.35,2024-06-27,Refund
FT0002376,CUST00364,STORE005,691.88,2025-04-05,Refund
FT0002377,CUST02369,STORE048,176.69,2025-01-13,GiftCard
FT0002378,CUST00286,STORE003,-427.07,2024-07-08,GiftCard
FT0002379,CUST00149,STORE047,1012.75,2024-06-15,Sale
FT0002380,CUST01108,STORE062,489.36,2023-09-20,Sale
FT0002381,CUST02454,STORE014,246.68,2023-10-05,Refund
FT0002382,CUST00456,STORE063,1667.35,2024-01-17,Refund
FT0002383,CUST01767,STORE061,1366.86,2025-04-02,Sale
FT0002384,CUST00800,STORE031,1644.41,2025-05-23,Refund
FT0002385,CUST01185,STORE017,737.46,2024-05-09,Sale
FT0002386,CUST01013,STORE024,-172.67,2025-01-24,GiftCard
FT0002387,CUST02832,STORE023,1240.55,2024-07-28,Refund
FT0002388,CUST02508,STORE050,15.18,2023-12-31,Refund
FT0002389,CUST01524,STORE078,603.07,2024-06-07,Refund
FT0002390,CUST02786,STORE079,-337.5,2025-04-06,GiftCard
FT0002391,CUST02557,STORE079,1563.27,2024-02-12,GiftCard
FT0002392,CUST00481,STORE070,-185.15,2025-02-25,Refund
FT0002393,CUST01687,STORE027,1757.74,2025-04-21,Sale
FT0002394,CUST02162,STORE015,1660.58,2023-08-21,GiftCard
