InteractionID,CustomerID,SatisfactionRating,DateCreated
CSI001330,CUST01870,3,2024-10-19
CSI001331,CUST01411,5,2023-07-17
CSI001332,CUST02328,3,2025-04-30
CSI001333,CUST00742,5,2025-01-31
CSI001334,CUST01694,1,2024-08-22
CSI001335,CUST02400,4,2023-11-19
CSI001336,CUST02637,3,2024-07-30
CSI001337,CUST02130,5,2023-12-16
CSI001338,CUST01366,3,2023-10-08
CSI001339,CUST00196,3,2023-10-04
CSI001340,CUST02108,2,2023-06-21
CSI001341,CUST00151,1,2024-05-06
CSI001342,CUST01085,3,2024-07-13
CSI001343,CUST01671,4,2023-06-25
CSI001344,CUST00428,2,2024-10-11
CSI001345,CUST02999,5,2024-10-07
CSI001346,CUST00331,5,2023-10-30
CSI001347,CUST00890,4,2025-04-12
CSI001348,CUST00955,4,2024-11-29
CSI001349,CUST00354,1,2024-02-06
CSI001350,CUST02949,4,2023-09-01
CSI001351,CUST02265,5,2023-11-19
CSI001352,CUST02396,1,2025-04-06
CSI001353,CUST02045,4,2023-07-16
CSI001354,CUST01550,4,2024-10-30
CSI001355,CUST02459,5,2023-07-05
CSI001356,CUST02779,1,2024-04-29
CSI001357,CUST02946,2,2024-10-27
CSI001358,CUST00915,2,2023-10-08
CSI001359,CUST01550,1,2024-01-01
CSI001360,CUST02291,4,2023-10-24
CSI001361,CUST02056,4,2025-04-13
CSI001362,CUST02671,1,2024-12-28
CSI001363,CUST01576,2,2023-11-02
CSI001364,CUST00924,3,2024-03-09
CSI001365,CUST02628,5,2024-06-11
CSI001366,CUST01659,1,2024-06-14
CSI001367,CUST01853,3,2024-07-02
CSI001368,CUST02214,5,2023-11-06
CSI001369,CUST01227,3,2025-01-07
CSI001370,CUST01664,3,2025-05-20
CSI001371,CUST00364,5,2024-07-25
CSI001372,CUST01948,3,2024-02-17
CSI001373,CUST01449,2,2024-10-05
CSI001374,CUST00658,1,2024-01-07
CSI001375,CUST01493,2,2024-06-03
CSI001376,CUST02563,2,2024-06-05
CSI001377,CUST01275,5,2025-04-21
CSI001378,CUST01446,5,2025-04-11
CSI001379,CUST00732,5,2024-01-15
CSI001380,CUST02958,3,2024-03-29
CSI001381,CUST02043,3,2023-07-19
CSI001382,CUST01884,1,2023-12-07
CSI001383,CUST01252,3,2025-01-03
CSI001384,CUST02166,1,2024-04-22
CSI001385,CUST01010,2,2024-08-08
CSI001386,CUST01291,1,2025-05-17
CSI001387,CUST01192,1,2024-08-18
CSI001388,CUST02820,5,2025-01-06
CSI001389,CUST02978,3,2023-06-29
CSI001390,CUST01729,4,2024-02-25
CSI001391,CUST00696,4,2023-07-14
CSI001392,CUST00522,5,2024-12-14
CSI001393,CUST02385,2,2024-02-08
CSI001394,CUST01351,2,2024-07-15
CSI001395,CUST01383,2,2023-12-03
CSI001396,CUST02496,1,2024-06-14
CSI001397,CUST02701,3,2024-11-17
CSI001398,CUST01848,2,2023-11-17
CSI001399,CUST02938,4,2023-07-11
CSI001400,CUST01729,1,2024-01-07
CSI001401,CUST02652,2,2023-07-06
CSI001402,CUST01121,2,2024-11-07
CSI001403,CUST00653,3,2025-05-05
CSI001404,CUST00759,3,2024-05-20
CSI001405,CUST01280,1,2024-11-02
CSI001406,CUST00442,4,2024-07-27
CSI001407,CUST00409,5,2024-10-03
CSI001408,CUST00810,4,2024-07-03
CSI001409,CUST02133,3,2024-09-02
CSI001410,CUST00697,3,2025-05-07
CSI001411,CUST00098,5,2025-03-27
CSI001412,CUST01854,4,2024-04-19
CSI001413,CUST00542,4,2023-09-17
CSI001414,CUST01527,5,2024-01-25
CSI001415,CUST00191,3,2024-11-11
CSI001416,CUST01874,1,2024-09-21
CSI001417,CUST00258,4,2025-05-17
CSI001418,CUST00155,2,2025-01-12
CSI001419,CUST02992,4,2024-06-16
CSI001420,CUST01511,4,2023-11-13
CSI001421,CUST02276,4,2024-02-24
CSI001422,CUST02565,3,2024-11-08
CSI001423,CUST02689,2,2025-02-08
CSI001424,CUST00074,4,2023-12-10
CSI001425,CUST02413,1,2024-01-29
CSI001426,CUST00024,2,2025-05-21
CSI001427,CUST02511,5,2023-08-06
CSI001428,CUST02529,1,2025-04-09
CSI001429,CUST01742,5,2025-01-04
CSI001430,CUST01682,4,2024-03-27
CSI001431,CUST02092,3,2025-04-25
CSI001432,CUST01061,4,2025-02-25
CSI001433,CUST01498,4,2024-03-23
CSI001434,CUST00461,5,2023-08-12
CSI001435,CUST01193,4,2024-02-07
CSI001436,CUST02118,1,2024-03-31
CSI001437,CUST02261,3,2024-11-03
CSI001438,CUST01607,5,2024-11-30
CSI001439,CUST00914,2,2025-01-28
CSI001440,CUST01743,4,2024-05-16
CSI001441,CUST00072,5,2024-01-11
CSI001442,CUST00828,4,2024-04-17
CSI001443,CUST02228,4,2024-08-13
CSI001444,CUST02256,5,2024-04-24
CSI001445,CUST00177,1,2024-10-30
CSI001446,CUST00707,2,2025-02-01
CSI001447,CUST01929,4,2023-12-13
CSI001448,CUST00884,1,2023-09-03
CSI001449,CUST02799,4,2024-10-16
CSI001450,CUST01178,4,2024-09-01
CSI001451,CUST00154,1,2025-01-13
CSI001452,CUST00030,4,2023-12-30
CSI001453,CUST01051,2,2023-11-11
CSI001454,CUST00976,5,2024-06-07
CSI001455,CUST02692,1,2024-07-31
CSI001456,CUST00691,3,2024-11-03
CSI001457,CUST01875,4,2024-11-21
CSI001458,CUST02146,5,2024-04-02
CSI001459,CUST02374,2,2023-05-26
CSI001460,CUST00237,2,2025-05-07
CSI001461,CUST02186,3,2023-06-22
CSI001462,CUST00630,2,2024-12-02
CSI001463,CUST00618,5,2023-06-12
CSI001464,CUST01572,3,2025-01-11
CSI001465,CUST01640,1,2024-12-18
CSI001466,CUST02438,3,2023-05-31
CSI001467,CUST00360,1,2024-01-06
CSI001468,CUST00582,2,2024-02-12
CSI001469,CUST02255,5,2024-04-08
CSI001470,CUST01757,4,2023-07-08
CSI001471,CUST00601,3,2024-07-09
CSI001472,CUST00979,2,2023-07-02
CSI001473,CUST01998,5,2024-08-31
CSI001474,CUST00515,4,2025-01-10
CSI001475,CUST01970,3,2025-03-28
CSI001476,CUST00810,5,2024-06-24
CSI001477,CUST01998,2,2024-05-16
CSI001478,CUST02486,3,2023-07-29
CSI001479,CUST01447,3,2024-02-24
CSI001480,CUST00469,1,2024-10-28
CSI001481,CUST00630,1,2025-02-12
CSI001482,CUST02443,3,2025-05-17
CSI001483,CUST00114,5,2023-09-08
CSI001484,CUST01226,2,2025-03-24
CSI001485,CUST02511,4,2024-08-30
CSI001486,CUST02590,1,2024-09-09
CSI001487,CUST01388,2,2024-08-03
CSI001488,CUST00247,3,2025-04-21
CSI001489,CUST01617,2,2023-09-12
CSI001490,CUST02321,2,2024-04-03
CSI001491,CUST00545,2,2024-05-13
CSI001492,CUST01638,3,2024-03-28
CSI001493,CUST01301,1,2025-01-07
CSI001494,CUST02671,4,2024-06-13
CSI001495,CUST01523,5,2025-03-02
CSI001496,CUST00718,1,2025-01-01
CSI001497,CUST00778,4,2024-02-02
CSI001498,CUST02538,3,2024-10-06
CSI001499,CUST02263,4,2024-08-29
CSI001500,CUST02638,3,2024-12-30
CSI001501,CUST02223,4,2023-09-03
CSI001502,CUST00052,1,2025-05-01
CSI001503,CUST02345,3,2024-10-15
CSI001504,CUST02012,2,2024-03-06
CSI001505,CUST02223,3,2024-11-03
CSI001506,CUST00969,3,2025-03-31
CSI001507,CUST02391,4,2024-06-26
CSI001508,CUST01735,3,2024-10-27
CSI001509,CUST00600,4,2024-03-21
CSI001510,CUST00171,1,2024-01-10
CSI001511,CUST01659,3,2024-10-24
CSI001512,CUST01088,2,2024-12-19
CSI001513,CUST00455,2,2024-06-26
CSI001514,CUST00727,1,2024-09-27
CSI001515,CUST01433,2,2024-09-25
CSI001516,CUST00887,4,2023-11-05
CSI001517,CUST02803,3,2024-10-15
CSI001518,CUST02198,5,2025-05-21
CSI001519,CUST01526,3,2025-04-09
CSI001520,CUST00636,3,2025-01-04
CSI001521,CUST02758,5,2023-08-16
CSI001522,CUST01572,2,2024-03-24
CSI001523,CUST02326,2,2025-05-04
CSI001524,CUST02083,3,2024-12-20
CSI001525,CUST00175,2,2024-12-26
CSI001526,CUST01057,4,2024-05-25
CSI001527,CUST01749,4,2025-04-10
CSI001528,CUST02763,5,2024-06-19
CSI001529,CUST02302,3,2023-12-27
CSI001530,CUST00568,4,2023-11-26
CSI001531,CUST00323,1,2024-04-19
CSI001532,CUST02061,2,2024-06-12
CSI001533,CUST02098,3,2024-08-08
CSI001534,CUST01784,4,2025-04-10
CSI001535,CUST02664,5,2023-06-04
CSI001536,CUST02914,4,2025-01-20
CSI001537,CUST02144,1,2025-01-04
CSI001538,CUST00343,4,2023-06-22
CSI001539,CUST02904,3,2024-08-26
CSI001540,CUST02241,5,2025-03-07
CSI001541,CUST02559,5,2024-07-26
CSI001542,CUST01475,1,2024-07-30
CSI001543,CUST01149,3,2025-05-08
CSI001544,CUST00007,1,2024-01-16
CSI001545,CUST00330,1,2025-04-24
CSI001546,CUST00083,1,2024-11-10
CSI001547,CUST01560,4,2023-11-14
CSI001548,CUST02953,2,2023-08-06
CSI001549,CUST02674,4,2025-04-27
CSI001550,CUST00527,3,2023-07-05
CSI001551,CUST01137,1,2024-07-10
CSI001552,CUST02488,1,2023-09-08
CSI001553,CUST00890,2,2023-06-06
CSI001554,CUST00762,5,2024-01-21
CSI001555,CUST01024,1,2024-11-01
CSI001556,CUST01681,4,2024-10-17
CSI001557,CUST02067,1,2024-11-17
CSI001558,CUST02057,3,2024-10-09
CSI001559,CUST01856,2,2024-02-26
CSI001560,CUST01062,5,2024-05-25
CSI001561,CUST02771,3,2023-09-26
CSI001562,CUST00904,4,2024-01-27
CSI001563,CUST00134,3,2023-06-05
CSI001564,CUST01969,1,2024-01-19
CSI001565,CUST01126,2,2025-03-18
CSI001566,CUST01965,1,2025-04-28
CSI001567,CUST01173,2,2024-11-14
CSI001568,CUST02040,4,2024-12-18
CSI001569,CUST00093,3,2023-07-10
CSI001570,CUST02850,2,2024-09-22
CSI001571,CUST02912,3,2024-01-08
CSI001572,CUST00774,2,2024-11-23
CSI001573,CUST02592,1,2024-05-09
CSI001574,CUST00188,2,2025-03-06
CSI001575,CUST02184,2,2024-09-01
CSI001576,CUST00166,5,2024-01-25
CSI001577,CUST00245,4,2024-07-12
CSI001578,CUST01207,1,2024-08-05
CSI001579,CUST01033,1,2023-12-24
CSI001580,CUST01460,3,2024-09-22
CSI001581,CUST01180,2,2023-09-27
CSI001582,CUST00830,2,2023-06-14
CSI001583,CUST02736,2,2023-11-05
CSI001584,CUST02162,1,2024-11-19
CSI001585,CUST01779,5,2024-10-04
CSI001586,CUST02215,3,2025-03-02
CSI001587,CUST02536,2,2024-07-09
CSI001588,CUST00437,5,2025-02-24
CSI001589,CUST02271,4,2024-09-01
CSI001590,CUST02239,1,2024-08-08
CSI001591,CUST01811,4,2024-09-05
CSI001592,CUST01825,1,2024-05-12
CSI001593,CUST02624,3,2024-10-03
CSI001594,CUST00794,4,2024-05-14
CSI001595,CUST00173,3,2023-10-05
CSI001596,CUST01281,3,2025-04-16
CSI001597,CUST01739,3,2024-04-20
CSI001598,CUST00450,4,2024-04-22
CSI001599,CUST01955,4,2024-12-09
CSI001600,CUST02125,4,2023-08-07
CSI001601,CUST00615,2,2025-03-29
CSI001602,CUST00226,3,2025-05-20
CSI001603,CUST00739,2,2025-04-02
CSI001604,CUST01632,1,2024-02-17
CSI001605,CUST00941,4,2024-04-18
CSI001606,CUST00076,5,2025-05-05
CSI001607,CUST00069,1,2024-01-01
CSI001608,CUST01875,3,2025-05-16
CSI001609,CUST02463,3,2023-07-28
CSI001610,CUST02779,2,2025-03-08
CSI001611,CUST02410,4,2024-02-24
CSI001612,CUST00870,4,2024-03-10
CSI001613,CUST01394,1,2023-11-11
CSI001614,CUST01838,1,2023-12-10
CSI001615,CUST02116,1,2024-08-03
CSI001616,CUST02984,5,2025-03-28
CSI001617,CUST00377,5,2025-05-02
CSI001618,CUST01409,3,2025-03-30
CSI001619,CUST02324,3,2023-09-06
CSI001620,CUST02816,3,2024-05-23
CSI001621,CUST01942,4,2023-12-30
CSI001622,CUST02998,3,2024-06-11
CSI001623,CUST00205,2,2024-04-19
CSI001624,CUST00745,1,2023-12-09
CSI001625,CUST02959,4,2024-03-02
CSI001626,CUST01853,5,2024-02-06
CSI001627,CUST01550,1,2024-01-17
CSI001628,CUST00325,3,2023-08-22
CSI001629,CUST02426,5,2024-04-09
CSI001630,CUST02865,5,2025-04-17
CSI001631,CUST00681,5,2024-11-23
CSI001632,CUST00671,1,2024-02-09
CSI001633,CUST02676,4,2024-01-03
CSI001634,CUST01728,1,2024-03-19
CSI001635,CUST01881,2,2023-07-04
CSI001636,CUST02483,3,2024-10-28
CSI001637,CUST02933,4,2023-11-22
CSI001638,CUST01969,4,2025-01-08
CSI001639,CUST01704,3,2024-12-08
CSI001640,CUST01257,2,2024-01-23
CSI001641,CUST00446,5,2024-05-01
CSI001642,CUST00054,3,2023-12-30
CSI001643,CUST00692,5,2024-12-30
CSI001644,CUST01971,3,2023-06-11
CSI001645,CUST00004,1,2023-12-01
CSI001646,CUST00257,2,2025-03-01
CSI001647,CUST00834,2,2023-10-27
CSI001648,CUST02530,3,2025-01-08
CSI001649,CUST01699,2,2024-10-17
CSI001650,CUST02509,5,2023-11-19
CSI001651,CUST02897,2,2024-10-16
CSI001652,CUST01162,2,2024-08-23
CSI001653,CUST01348,2,2024-02-19
CSI001654,CUST00473,4,2024-03-26
CSI001655,CUST01765,3,2025-02-18
CSI001656,CUST02027,1,2025-04-20
CSI001657,CUST01638,1,2024-12-23
CSI001658,CUST02241,4,2023-08-29
CSI001659,CUST02355,4,2023-08-29
CSI001660,CUST00759,1,2023-12-10
CSI001661,CUST00906,5,2023-06-10
CSI001662,CUST02269,1,2023-07-31
CSI001663,CUST02220,1,2023-10-26
CSI001664,CUST01184,3,2024-07-31
CSI001665,CUST02220,1,2023-07-22
CSI001666,CUST01087,1,2023-05-27
CSI001667,CUST01089,2,2024-03-23
CSI001668,CUST01193,4,2024-07-16
CSI001669,CUST02129,1,2023-11-07
CSI001670,CUST02807,1,2024-10-16
CSI001671,CUST01292,5,2024-11-10
CSI001672,CUST02121,1,2025-02-14
CSI001673,CUST00332,3,2023-09-09
CSI001674,CUST01212,5,2023-06-07
CSI001675,CUST01049,1,2024-04-01
CSI001676,CUST02276,3,2024-12-24
CSI001677,CUST01142,4,2024-12-10
CSI001678,CUST01132,1,2025-04-06
CSI001679,CUST02290,4,2024-10-17
CSI001680,CUST01635,1,2024-12-07
CSI001681,CUST00503,5,2025-04-08
CSI001682,CUST01080,5,2024-04-10
CSI001683,CUST01335,3,2024-10-19
CSI001684,CUST00552,2,2024-07-26
CSI001685,CUST00924,3,2024-12-31
CSI001686,CUST00121,1,2024-04-05
CSI001687,CUST01796,4,2024-06-18
CSI001688,CUST02074,4,2024-06-18
CSI001689,CUST01136,1,2024-08-18
CSI001690,CUST02559,2,2024-09-15
CSI001691,CUST02929,2,2023-12-13
CSI001692,CUST00023,2,2024-12-03
CSI001693,CUST01850,1,2023-12-05
CSI001694,CUST02164,5,2023-06-22
CSI001695,CUST00480,5,2025-02-10
CSI001696,CUST02355,1,2024-06-07
CSI001697,CUST02279,5,2024-05-17
CSI001698,CUST02749,2,2025-04-07
CSI001699,CUST02540,5,2024-08-17
CSI001700,CUST00769,1,2025-03-23
CSI001701,CUST01144,5,2024-12-07
CSI001702,CUST02334,5,2024-06-22
CSI001703,CUST00988,5,2025-04-11
CSI001704,CUST01382,5,2024-05-30
CSI001705,CUST02938,1,2024-10-31
CSI001706,CUST01176,3,2023-07-04
CSI001707,CUST02646,5,2024-10-22
CSI001708,CUST01349,3,2024-11-30
CSI001709,CUST02905,1,2025-03-19
CSI001710,CUST01972,4,2024-12-03
CSI001711,CUST00839,3,2025-01-09
CSI001712,CUST01850,1,2024-03-18
CSI001713,CUST00918,4,2025-01-03
CSI001714,CUST00940,5,2023-10-16
CSI001715,CUST02853,1,2025-01-27
CSI001716,CUST02210,2,2024-03-07
CSI001717,CUST02660,4,2024-10-09
CSI001718,CUST01393,2,2024-11-10
CSI001719,CUST00953,5,2023-06-02
CSI001720,CUST01960,5,2024-08-13
CSI001721,CUST00276,3,2024-12-19
CSI001722,CUST00529,5,2023-05-27
CSI001723,CUST01460,3,2025-02-01
CSI001724,CUST00959,4,2024-02-14
CSI001725,CUST01842,2,2024-02-08
CSI001726,CUST00050,4,2024-12-11
CSI001727,CUST01259,2,2024-04-27
CSI001728,CUST02632,1,2024-04-22
CSI001729,CUST01853,4,2025-02-15
CSI001730,CUST01580,1,2024-11-29
CSI001731,CUST02962,2,2024-10-01
CSI001732,CUST02525,3,2023-06-27
CSI001733,CUST00488,4,2023-10-13
CSI001734,CUST02128,4,2024-02-25
CSI001735,CUST01310,3,2025-01-24
CSI001736,CUST02609,3,2023-11-18
CSI001737,CUST01502,5,2023-12-26
CSI001738,CUST01941,5,2023-09-04
CSI001739,CUST02454,2,2025-01-26
CSI001740,CUST02585,4,2025-02-28
CSI001741,CUST00255,3,2024-06-08
CSI001742,CUST00960,3,2023-09-10
CSI001743,CUST02535,1,2025-02-12
CSI001744,CUST01697,5,2024-03-18
CSI001745,CUST02564,1,2025-01-30
CSI001746,CUST00464,3,2024-03-22
CSI001747,CUST02828,4,2024-03-24
CSI001748,CUST01937,4,2024-08-12
CSI001749,CUST00036,1,2024-07-01
CSI001750,CUST00016,5,2024-05-19
CSI001751,CUST00919,2,2023-11-04
CSI001752,CUST01992,4,2024-10-28
CSI001753,CUST01913,2,2024-10-31
CSI001754,CUST02697,5,2025-03-17
CSI001755,CUST01614,1,2024-03-25
CSI001756,CUST00823,5,2025-02-15
CSI001757,CUST02121,3,2024-06-04
CSI001758,CUST01967,5,2024-08-22
CSI001759,CUST01882,1,2023-09-08
CSI001760,CUST00740,1,2025-02-20
CSI001761,CUST00758,5,2024-05-19
CSI001762,CUST00906,1,2024-08-01
CSI001763,CUST00798,3,2025-02-16
CSI001764,CUST02034,2,2025-04-01
CSI001765,CUST01587,5,2024-04-08
CSI001766,CUST01778,1,2025-02-03
CSI001767,CUST01421,2,2025-02-05
CSI001768,CUST02532,3,2024-06-11
CSI001769,CUST02435,5,2024-09-25
CSI001770,CUST01392,1,2025-01-27
CSI001771,CUST00458,2,2023-12-27
CSI001772,CUST02470,3,2024-10-27
CSI001773,CUST02280,4,2024-08-13
CSI001774,CUST02587,1,2023-12-27
CSI001775,CUST01368,3,2024-03-25
CSI001776,CUST02768,2,2023-09-30
CSI001777,CUST01398,5,2023-12-24
CSI001778,CUST01461,2,2023-08-26
CSI001779,CUST00155,5,2025-01-04
CSI001780,CUST02567,3,2025-04-06
CSI001781,CUST01116,3,2024-07-21
CSI001782,CUST01370,2,2023-11-24
CSI001783,CUST02632,2,2023-06-06
CSI001784,CUST01115,5,2024-10-28
CSI001785,CUST00700,1,2025-03-14
CSI001786,CUST00105,2,2023-10-10
CSI001787,CUST02860,1,2024-06-04
CSI001788,CUST00596,1,2023-11-27
CSI001789,CUST01014,1,2024-12-18
CSI001790,CUST00540,3,2024-02-07
CSI001791,CUST00012,3,2024-12-26
CSI001792,CUST01944,1,2024-08-24
CSI001793,CUST00364,1,2025-04-20
CSI001794,CUST00662,3,2023-09-13
CSI001795,CUST01342,5,2024-04-23
CSI001796,CUST00538,4,2024-06-12
CSI001797,CUST00314,2,2024-10-05
CSI001798,CUST01479,1,2024-05-08
CSI001799,CUST01423,3,2024-06-14
CSI001800,CUST01776,1,2024-12-22
CSI001801,CUST01246,1,2024-12-06
CSI001802,CUST00580,1,2025-02-19
CSI001803,CUST00262,1,2024-12-11
CSI001804,CUST00496,5,2024-04-11
CSI001805,CUST02671,2,2023-11-20
CSI001806,CUST00130,2,2024-07-27
CSI001807,CUST01183,3,2024-02-03
CSI001808,CUST00792,5,2025-02-21
CSI001809,CUST01839,5,2023-12-18
CSI001810,CUST01567,2,2025-01-28
CSI001811,CUST02137,3,2023-12-22
CSI001812,CUST00968,5,2024-12-04
CSI001813,CUST01356,3,2024-03-04
CSI001814,CUST00630,2,2023-10-23
CSI001815,CUST00506,1,2024-02-15
CSI001816,CUST00207,5,2024-10-31
CSI001817,CUST01855,3,2024-10-26
CSI001818,CUST01270,1,2024-03-31
CSI001819,CUST01483,2,2023-05-31
CSI001820,CUST01169,4,2023-07-11
CSI001821,CUST01661,5,2024-10-06
CSI001822,CUST02582,5,2023-09-30
CSI001823,CUST00884,3,2025-03-13
CSI001824,CUST00951,2,2024-04-27
CSI001825,CUST00285,2,2024-08-02
CSI001826,CUST00719,5,2025-02-22
CSI001827,CUST00502,5,2024-11-27
CSI001828,CUST00258,3,2024-03-13
CSI001829,CUST02040,3,2023-12-12
CSI001830,CUST00810,4,2024-01-06
CSI001831,CUST02100,1,2024-12-28
CSI001832,CUST02598,3,2023-08-13
CSI001833,CUST01923,1,2023-10-21
CSI001834,CUST02713,5,2024-06-17
CSI001835,CUST01240,4,2025-03-08
CSI001836,CUST02703,4,2023-09-12
CSI001837,CUST01129,4,2023-12-09
CSI001838,CUST00522,2,2023-07-03
CSI001839,CUST00969,5,2024-11-11
CSI001840,CUST01778,2,2023-09-03
CSI001841,CUST01001,2,2024-12-23
CSI001842,CUST00888,4,2024-09-14
CSI001843,CUST00745,2,2024-05-26
CSI001844,CUST01068,5,2023-11-05
CSI001845,CUST01705,5,2024-08-18
CSI001846,CUST00211,2,2024-10-08
CSI001847,CUST02324,5,2025-04-07
CSI001848,CUST01131,1,2023-07-25
CSI001849,CUST01957,2,2024-04-08
CSI001850,CUST02527,4,2024-01-04
CSI001851,CUST01703,4,2024-02-12
CSI001852,CUST02253,5,2023-07-22
CSI001853,CUST00119,5,2024-12-19
CSI001854,CUST00486,4,2024-03-11
CSI001855,CUST02157,1,2024-07-23
CSI001856,CUST02502,4,2023-07-01
CSI001857,CUST01032,2,2024-06-27
CSI001858,CUST00512,4,2024-12-10
CSI001859,CUST01067,3,2025-05-15
CSI001860,CUST01833,1,2025-03-07
CSI001861,CUST00132,1,2023-07-21
CSI001862,CUST01924,4,2025-02-19
CSI001863,CUST01816,3,2024-05-06
CSI001864,CUST02799,2,2023-07-13
CSI001865,CUST02442,4,2023-09-20
CSI001866,CUST00198,2,2024-05-21
CSI001867,CUST00220,3,2023-11-07
CSI001868,CUST00868,4,2023-09-06
CSI001869,CUST02142,4,2024-10-01
CSI001870,CUST01316,2,2023-11-18
CSI001871,CUST02201,4,2023-08-18
CSI001872,CUST02573,3,2024-12-27
CSI001873,CUST02767,4,2024-08-24
CSI001874,CUST00767,5,2023-09-12
CSI001875,CUST01446,3,2024-01-04
CSI001876,CUST01182,1,2024-10-13
CSI001877,CUST02866,2,2024-03-26
CSI001878,CUST00257,3,2024-01-08
CSI001879,CUST02749,1,2024-09-01
CSI001880,CUST02563,1,2024-09-12
CSI001881,CUST01970,3,2024-05-23
CSI001882,CUST02493,1,2025-04-07
CSI001883,CUST01956,1,2024-11-14
CSI001884,CUST01668,5,2024-12-24
CSI001885,CUST02219,4,2025-01-18
CSI001886,CUST02318,5,2024-04-05
CSI001887,CUST02649,4,2023-06-10
CSI001888,CUST01639,1,2023-08-06
CSI001889,CUST00637,4,2023-12-12
CSI001890,CUST02115,5,2024-03-14
CSI001891,CUST02823,2,2024-11-23
CSI001892,CUST00008,2,2023-07-19
CSI001893,CUST01580,4,2023-05-28
CSI001894,CUST00135,2,2024-12-26
CSI001895,CUST02864,3,2025-01-03
CSI001896,CUST00830,2,2024-07-12
CSI001897,CUST00025,4,2024-09-30
CSI001898,CUST02513,1,2023-11-30
CSI001899,CUST02010,5,2025-01-05
CSI001900,CUST00374,2,2023-12-03
CSI001901,CUST02244,4,2025-02-04
CSI001902,CUST02752,5,2024-03-31
CSI001903,CUST02450,3,2025-01-21
CSI001904,CUST02170,1,2024-02-10
CSI001905,CUST00772,5,2025-02-08
CSI001906,CUST01937,5,2024-07-07
CSI001907,CUST00559,4,2024-03-09
CSI001908,CUST01233,3,2024-01-08
CSI001909,CUST01625,2,2023-08-08
CSI001910,CUST00954,3,2024-06-25
CSI001911,CUST01539,1,2024-10-18
CSI001912,CUST00908,2,2023-12-29
CSI001913,CUST01681,3,2025-04-20
CSI001914,CUST01910,1,2024-08-09
CSI001915,CUST01558,5,2024-01-23
CSI001916,CUST01063,5,2025-05-10
CSI001917,CUST01831,5,2025-02-08
CSI001918,CUST00619,5,2025-03-18
CSI001919,CUST01808,2,2023-11-11
CSI001920,CUST02789,5,2023-07-23
CSI001921,CUST02995,2,2024-10-12
CSI001922,CUST01910,2,2023-12-27
CSI001923,CUST02845,3,2024-11-28
CSI001924,CUST00206,5,2023-09-07
CSI001925,CUST00583,4,2024-02-23
CSI001926,CUST01705,5,2024-02-14
CSI001927,CUST00697,4,2023-07-30
CSI001928,CUST02460,5,2025-02-05
CSI001929,CUST00208,2,2024-08-20
CSI001930,CUST00405,5,2023-06-02
CSI001931,CUST02436,5,2023-08-21
CSI001932,CUST01511,5,2023-06-15
CSI001933,CUST00867,5,2024-12-13
CSI001934,CUST01908,3,2025-04-08
CSI001935,CUST02319,3,2025-04-03
CSI001936,CUST02485,2,2023-08-20
CSI001937,CUST00858,2,2024-02-15
CSI001938,CUST02393,4,2023-12-13
CSI001939,CUST02197,2,2023-09-16
CSI001940,CUST02676,3,2024-02-22
CSI001941,CUST00187,2,2023-07-02
CSI001942,CUST00020,4,2023-10-07
CSI001943,CUST01362,4,2025-05-07
CSI001944,CUST02421,3,2023-08-10
CSI001945,CUST00067,2,2024-04-27
CSI001946,CUST01463,4,2025-03-02
CSI001947,CUST00786,2,2024-08-24
CSI001948,CUST01999,2,2025-04-19
CSI001949,CUST02670,3,2025-01-05
CSI001950,CUST02133,3,2024-05-06
CSI001951,CUST01430,2,2023-12-10
CSI001952,CUST01419,5,2023-12-14
CSI001953,CUST01548,5,2023-09-25
CSI001954,CUST00176,1,2024-11-07
CSI001955,CUST00359,1,2025-02-27
CSI001956,CUST02879,1,2024-09-26
CSI001957,CUST01563,3,2024-02-09
CSI001958,CUST00291,2,2024-01-25
CSI001959,CUST02178,4,2024-06-29
CSI001960,CUST00479,2,2024-06-17
CSI001961,CUST00648,2,2025-01-18
CSI001962,CUST02580,1,2024-04-18
CSI001963,CUST00264,2,2025-03-20
CSI001964,CUST02551,1,2023-11-14
CSI001965,CUST02957,2,2023-06-12
CSI001966,CUST01562,4,2024-04-06
CSI001967,CUST01105,5,2024-06-26
CSI001968,CUST01437,5,2024-02-27
CSI001969,CUST02523,3,2024-04-01
CSI001970,CUST02936,4,2024-03-15
CSI001971,CUST02006,2,2024-04-22
CSI001972,CUST02066,4,2023-08-06
CSI001973,CUST00908,2,2024-08-25
CSI001974,CUST00130,4,2024-08-07
CSI001975,CUST00938,4,2025-05-01
CSI001976,CUST00815,5,2025-01-22
CSI001977,CUST01754,4,2025-04-24
CSI001978,CUST01511,3,2024-11-21
CSI001979,CUST00015,2,2024-06-19
CSI001980,CUST01520,1,2024-06-11
CSI001981,CUST02038,4,2023-07-16
CSI001982,CUST01210,1,2024-08-06
CSI001983,CUST01007,5,2023-12-12
CSI001984,CUST00707,1,2023-07-10
CSI001985,CUST00703,3,2025-04-26
CSI001986,CUST00746,3,2024-09-01
CSI001987,CUST02480,5,2023-12-07
CSI001988,CUST01985,3,2023-07-29
CSI001989,CUST00036,2,2024-04-09
CSI001990,CUST00747,3,2023-09-24
CSI001991,CUST02065,4,2024-10-31
CSI001992,CUST02562,3,2024-12-15
CSI001993,CUST02081,2,2023-07-09
CSI001994,CUST02397,5,2023-12-04
