ReturnID,OrderID,RefundIssued,ReturnDate
RET001396,ORD012769,0,2025-02-18
RET001397,ORD018906,0,2024-05-09
RET001398,ORD018325,0,2024-11-13
RET001399,ORD003933,1,2023-08-29
RET001400,ORD015755,1,2024-04-14
RET001401,ORD010788,0,2023-07-15
RET001402,ORD004778,0,2024-02-26
RET001403,ORD008416,0,2023-07-28
RET001404,ORD018250,1,2025-01-23
RET001405,ORD011907,0,2023-11-02
RET001406,ORD010695,1,2024-10-05
RET001407,ORD014800,1,2025-04-27
RET001408,ORD002683,0,2024-07-03
RET001409,ORD004553,0,2024-09-03
RET001410,ORD017607,0,2024-08-27
RET001411,ORD000309,1,2024-09-16
RET001412,ORD019861,1,2024-06-10
RET001413,ORD016641,0,2024-11-24
RET001414,ORD018899,0,2024-01-30
RET001415,ORD005748,0,2023-06-20
RET001416,ORD016300,0,2025-05-05
RET001417,ORD008622,1,2024-06-24
RET001418,ORD008946,1,2024-08-27
RET001419,ORD013695,1,2024-02-24
RET001420,ORD014444,0,2024-12-23
RET001421,ORD002659,0,2025-01-15
RET001422,ORD018002,1,2024-05-10
RET001423,ORD016858,0,2024-12-25
RET001424,ORD010671,0,2024-02-13
RET001425,ORD011224,1,2025-03-03
RET001426,ORD014277,0,2023-11-10
RET001427,ORD000769,0,2024-06-16
RET001428,ORD007670,1,2024-09-02
RET001429,ORD017756,0,2024-11-30
RET001430,ORD003253,1,2024-12-04
RET001431,ORD001057,0,2024-10-21
RET001432,ORD019775,1,2024-07-20
RET001433,ORD012520,1,2024-09-02
RET001434,ORD007058,0,2025-04-30
RET001435,ORD004603,1,2025-04-12
RET001436,ORD015429,0,2024-10-12
RET001437,ORD009714,0,2024-08-19
RET001438,ORD004413,1,2024-02-29
RET001439,ORD004740,0,2023-12-29
RET001440,ORD008107,1,2024-05-01
RET001441,ORD003244,0,2025-01-15
RET001442,ORD015598,1,2025-03-11
RET001443,ORD016398,0,2025-05-12
RET001444,ORD010868,1,2024-07-06
RET001445,ORD013025,1,2025-04-05
RET001446,ORD006266,0,2024-08-04
RET001447,ORD012522,1,2024-03-17
RET001448,ORD011707,0,2023-07-13
RET001449,ORD017694,1,2024-04-28
RET001450,ORD016777,0,2023-07-13
RET001451,ORD008700,0,2024-01-30
RET001452,ORD009621,1,2024-10-16
RET001453,ORD015733,0,2025-05-14
RET001454,ORD009956,1,2024-08-28
RET001455,ORD010043,0,2024-03-22
RET001456,ORD014247,0,2024-01-07
RET001457,ORD000453,0,2023-07-30
RET001458,ORD013281,0,2024-06-06
RET001459,ORD012379,1,2024-08-24
RET001460,ORD006439,1,2025-03-12
RET001461,ORD017614,1,2023-12-11
RET001462,ORD013859,1,2023-10-14
RET001463,ORD019192,0,2025-04-08
RET001464,ORD011157,0,2024-09-24
RET001465,ORD003321,1,2025-04-12
RET001466,ORD009743,0,2024-08-13
RET001467,ORD014282,0,2025-02-22
RET001468,ORD010134,0,2024-08-22
RET001469,ORD008233,0,2023-05-30
RET001470,ORD019892,0,2023-09-05
RET001471,ORD016648,1,2025-01-13
RET001472,ORD017137,0,2024-11-11
RET001473,ORD016854,1,2024-01-19
RET001474,ORD004264,0,2025-01-26
RET001475,ORD011276,1,2023-08-13
RET001476,ORD008067,0,2023-10-05
RET001477,ORD006195,0,2024-04-24
RET001478,ORD010626,0,2023-11-15
RET001479,ORD018995,1,2023-08-27
RET001480,ORD008386,1,2024-08-10
RET001481,ORD018924,0,2025-05-05
RET001482,ORD003620,0,2023-09-09
RET001483,ORD015037,0,2023-12-09
RET001484,ORD006011,0,2023-12-18
RET001485,ORD015431,0,2025-02-04
RET001486,ORD010496,1,2024-09-05
RET001487,ORD010825,0,2024-10-15
RET001488,ORD018340,1,2023-07-15
RET001489,ORD008494,1,2023-11-14
RET001490,ORD005443,1,2024-09-13
RET001491,ORD007942,0,2024-04-19
RET001492,ORD015126,1,2024-10-24
RET001493,ORD019132,1,2024-12-10
RET001494,ORD006301,1,2024-04-09
RET001495,ORD011569,1,2025-02-11
RET001496,ORD018609,1,2025-01-29
RET001497,ORD013970,1,2024-11-27
RET001498,ORD009939,0,2023-07-09
RET001499,ORD008430,1,2024-06-27
RET001500,ORD001901,0,2025-02-27
RET001501,ORD017053,1,2023-10-10
RET001502,ORD015386,1,2025-04-23
RET001503,ORD008103,0,2025-03-12
RET001504,ORD002862,1,2024-07-18
RET001505,ORD018808,0,2024-04-16
RET001506,ORD000090,0,2023-10-13
RET001507,ORD007047,0,2025-01-26
RET001508,ORD011956,0,2024-11-13
RET001509,ORD008323,0,2025-03-29
RET001510,ORD001551,1,2024-05-30
RET001511,ORD008530,0,2023-11-22
RET001512,ORD006685,1,2023-12-08
RET001513,ORD010015,1,2023-08-26
RET001514,ORD008656,0,2024-09-15
RET001515,ORD003295,1,2024-03-05
RET001516,ORD015520,1,2025-05-01
RET001517,ORD017341,0,2024-11-05
RET001518,ORD005232,1,2024-07-21
RET001519,ORD016664,0,2024-11-24
RET001520,ORD009750,1,2025-03-04
RET001521,ORD008230,0,2023-09-26
RET001522,ORD019388,0,2024-08-19
RET001523,ORD009607,1,2023-12-22
RET001524,ORD007942,1,2024-09-07
RET001525,ORD016137,0,2024-08-29
RET001526,ORD018244,0,2024-12-17
RET001527,ORD014371,0,2024-06-28
RET001528,ORD019010,1,2024-02-16
RET001529,ORD015292,1,2024-06-01
RET001530,ORD010137,1,2024-05-28
RET001531,ORD004621,1,2023-11-11
RET001532,ORD007115,1,2023-11-07
RET001533,ORD000847,1,2024-05-29
RET001534,ORD007357,0,2025-01-09
RET001535,ORD009606,1,2024-04-28
RET001536,ORD017451,1,2025-02-19
RET001537,ORD000727,0,2025-05-04
RET001538,ORD009895,1,2025-03-12
RET001539,ORD014424,0,2023-12-31
RET001540,ORD004003,0,2023-11-27
RET001541,ORD000887,1,2024-03-21
RET001542,ORD001391,0,2023-12-14
RET001543,ORD013907,0,2024-02-16
RET001544,ORD004334,1,2025-03-10
RET001545,ORD014933,1,2023-10-09
RET001546,ORD005998,1,2024-05-27
RET001547,ORD014224,0,2025-03-28
RET001548,ORD014199,1,2023-10-30
RET001549,ORD016769,1,2023-09-20
RET001550,ORD007301,0,2024-07-09
RET001551,ORD013590,1,2023-10-20
RET001552,ORD003858,1,2024-10-12
RET001553,ORD016017,0,2023-12-22
RET001554,ORD013060,0,2024-11-09
RET001555,ORD014398,1,2025-05-01
RET001556,ORD006248,0,2024-03-06
RET001557,ORD017000,0,2024-01-26
RET001558,ORD013367,0,2023-07-06
RET001559,ORD015867,1,2024-04-04
RET001560,ORD007918,0,2024-10-19
RET001561,ORD014240,1,2024-08-17
RET001562,ORD002213,1,2024-10-24
RET001563,ORD018472,1,2024-04-01
RET001564,ORD009769,1,2023-09-13
RET001565,ORD018513,1,2023-10-21
RET001566,ORD013218,0,2024-05-08
RET001567,ORD019587,1,2025-03-06
RET001568,ORD014927,1,2024-08-12
RET001569,ORD009739,1,2025-05-06
RET001570,ORD012080,0,2025-02-21
RET001571,ORD002263,0,2024-08-27
RET001572,ORD009240,1,2025-02-02
RET001573,ORD013301,1,2023-09-20
RET001574,ORD006618,0,2023-12-25
RET001575,ORD010340,1,2023-06-04
RET001576,ORD007592,1,2023-07-23
RET001577,ORD016065,0,2024-11-08
RET001578,ORD013407,1,2024-02-06
RET001579,ORD007085,0,2023-05-28
RET001580,ORD004703,0,2024-09-02
RET001581,ORD003738,1,2024-03-15
RET001582,ORD010414,0,2024-04-12
RET001583,ORD015588,0,2024-05-25
RET001584,ORD019528,0,2024-04-08
RET001585,ORD007165,1,2025-02-22
RET001586,ORD010112,0,2023-08-10
RET001587,ORD012244,1,2024-05-13
RET001588,ORD017279,0,2023-12-08
RET001589,ORD006329,0,2024-05-22
RET001590,ORD012941,0,2024-01-23
RET001591,ORD011205,0,2024-10-14
RET001592,ORD012759,1,2025-03-25
RET001593,ORD018262,0,2024-05-19
RET001594,ORD013982,1,2025-05-22
RET001595,ORD012075,0,2024-12-18
RET001596,ORD018923,0,2023-06-18
RET001597,ORD009072,0,2024-04-23
RET001598,ORD013617,0,2025-03-31
RET001599,ORD019457,0,2025-03-06
RET001600,ORD002599,0,2025-02-06
RET001601,ORD011245,1,2025-02-01
RET001602,ORD016178,0,2023-11-19
RET001603,ORD012460,1,2025-01-10
RET001604,ORD011346,1,2023-08-22
RET001605,ORD008910,1,2023-09-06
RET001606,ORD002137,1,2023-06-22
RET001607,ORD012834,1,2024-08-17
RET001608,ORD006321,0,2024-02-06
RET001609,ORD011698,1,2024-01-22
RET001610,ORD016323,0,2023-09-27
RET001611,ORD016408,1,2023-09-05
RET001612,ORD008504,1,2023-11-28
RET001613,ORD008791,1,2024-10-19
RET001614,ORD011743,0,2024-05-25
RET001615,ORD000594,1,2024-11-22
RET001616,ORD001950,1,2024-01-15
RET001617,ORD013670,0,2024-05-05
RET001618,ORD014480,1,2024-11-22
RET001619,ORD018319,1,2023-05-27
RET001620,ORD008151,1,2024-05-18
RET001621,ORD009293,0,2023-11-19
RET001622,ORD015736,0,2024-09-29
RET001623,ORD014760,1,2024-05-20
RET001624,ORD015163,0,2024-05-19
RET001625,ORD003450,0,2023-09-06
RET001626,ORD011225,0,2023-11-14
RET001627,ORD008044,0,2023-09-10
RET001628,ORD006555,0,2025-05-15
RET001629,ORD012382,1,2024-10-05
RET001630,ORD007942,0,2024-08-29
RET001631,ORD014248,0,2023-09-28
RET001632,ORD010081,1,2025-04-18
RET001633,ORD013841,0,2024-03-05
RET001634,ORD018967,1,2024-08-27
RET001635,ORD018985,0,2023-09-03
RET001636,ORD017107,0,2024-09-14
RET001637,ORD013786,1,2023-10-30
RET001638,ORD011381,1,2023-07-18
RET001639,ORD001203,1,2023-07-30
RET001640,ORD009868,1,2024-08-03
RET001641,ORD012928,1,2024-09-17
RET001642,ORD014220,0,2023-07-23
RET001643,ORD000081,1,2023-09-18
RET001644,ORD011709,0,2023-11-15
RET001645,ORD005749,0,2023-10-30
RET001646,ORD012833,1,2023-10-23
RET001647,ORD005937,1,2024-08-30
RET001648,ORD006390,0,2024-02-22
RET001649,ORD012539,0,2024-12-21
RET001650,ORD013157,0,2024-04-20
RET001651,ORD004618,0,2024-12-23
RET001652,ORD009992,0,2023-06-10
RET001653,ORD004843,1,2024-05-03
RET001654,ORD004435,0,2024-11-10
RET001655,ORD007493,1,2024-07-23
RET001656,ORD013744,1,2024-08-02
RET001657,ORD004757,1,2024-10-22
RET001658,ORD017808,1,2024-09-17
RET001659,ORD003289,0,2024-09-14
RET001660,ORD002371,1,2025-05-20
RET001661,ORD005124,1,2023-11-11
RET001662,ORD017220,0,2025-04-08
RET001663,ORD017722,1,2023-06-04
RET001664,ORD004376,1,2024-04-10
RET001665,ORD001805,0,2023-06-14
RET001666,ORD018969,1,2024-09-09
RET001667,ORD012360,1,2024-08-07
RET001668,ORD012971,0,2024-05-23
RET001669,ORD017589,0,2024-03-16
RET001670,ORD018961,0,2024-02-23
RET001671,ORD006661,1,2024-12-10
RET001672,ORD013297,1,2024-02-29
RET001673,ORD018551,0,2024-10-26
RET001674,ORD004670,1,2025-03-19
RET001675,ORD002605,1,2024-01-10
RET001676,ORD001030,1,2023-08-14
RET001677,ORD001932,0,2024-11-12
RET001678,ORD005228,1,2023-08-27
RET001679,ORD000898,0,2025-03-15
RET001680,ORD001135,0,2023-09-09
RET001681,ORD002877,0,2023-12-17
RET001682,ORD005211,1,2024-02-18
RET001683,ORD001893,0,2024-06-27
RET001684,ORD015699,1,2024-11-18
RET001685,ORD015674,0,2024-09-16
RET001686,ORD009978,0,2023-08-14
RET001687,ORD002897,1,2024-09-05
RET001688,ORD016621,1,2024-03-17
RET001689,ORD003306,0,2024-01-02
RET001690,ORD003309,1,2023-12-10
RET001691,ORD000806,0,2024-05-27
RET001692,ORD008423,1,2024-08-26
RET001693,ORD001736,1,2024-11-04
RET001694,ORD009349,1,2023-10-02
RET001695,ORD000625,1,2024-07-05
RET001696,ORD003394,0,2023-09-17
RET001697,ORD019956,1,2025-05-15
RET001698,ORD007409,0,2025-02-11
RET001699,ORD001436,1,2023-08-22
RET001700,ORD010813,1,2025-02-24
RET001701,ORD010773,1,2024-10-29
RET001702,ORD003153,0,2024-06-13
RET001703,ORD003733,1,2024-02-28
RET001704,ORD011036,0,2024-04-06
RET001705,ORD003352,0,2023-09-03
RET001706,ORD002848,1,2024-11-16
RET001707,ORD014556,0,2024-06-14
RET001708,ORD000166,0,2025-05-12
RET001709,ORD018961,0,2023-09-24
RET001710,ORD001690,1,2023-08-10
RET001711,ORD017515,1,2023-06-09
RET001712,ORD003053,1,2025-05-05
RET001713,ORD008418,1,2024-06-03
RET001714,ORD000829,1,2023-09-27
RET001715,ORD004527,0,2025-04-19
RET001716,ORD005723,1,2025-04-19
RET001717,ORD015876,0,2023-06-11
RET001718,ORD012059,0,2023-11-12
RET001719,ORD009876,0,2023-06-22
RET001720,ORD019592,1,2023-09-26
RET001721,ORD005067,1,2024-11-10
RET001722,ORD003430,0,2024-09-15
RET001723,ORD015729,0,2023-10-07
RET001724,ORD013456,0,2023-11-06
RET001725,ORD015125,0,2024-02-08
RET001726,ORD010269,0,2024-05-18
RET001727,ORD003647,0,2025-03-19
RET001728,ORD019676,0,2023-11-24
RET001729,ORD008098,0,2024-03-22
RET001730,ORD016449,1,2025-02-13
RET001731,ORD006774,1,2025-02-18
RET001732,ORD004175,1,2024-07-23
RET001733,ORD019850,1,2025-04-29
RET001734,ORD015120,1,2025-05-10
RET001735,ORD007277,1,2023-09-02
RET001736,ORD001239,0,2024-07-03
RET001737,ORD001198,0,2024-02-10
RET001738,ORD015386,0,2023-12-05
RET001739,ORD002814,1,2024-09-25
RET001740,ORD004960,1,2025-02-05
RET001741,ORD003355,0,2024-04-25
RET001742,ORD015343,0,2024-05-06
RET001743,ORD010745,0,2024-08-04
RET001744,ORD008477,0,2024-10-01
RET001745,ORD002270,1,2023-10-02
RET001746,ORD005559,0,2025-01-14
RET001747,ORD015387,1,2023-08-08
RET001748,ORD000666,1,2024-03-15
RET001749,ORD019098,0,2024-01-10
RET001750,ORD005817,0,2024-02-29
RET001751,ORD006762,0,2024-04-03
RET001752,ORD007442,0,2024-04-21
RET001753,ORD005208,1,2024-06-21
RET001754,ORD012548,0,2024-08-23
RET001755,ORD019050,0,2024-10-29
RET001756,ORD016451,0,2024-10-19
RET001757,ORD011464,0,2023-09-29
RET001758,ORD008327,1,2024-12-30
RET001759,ORD013638,0,2024-04-08
RET001760,ORD013577,1,2024-09-28
RET001761,ORD012274,1,2024-05-29
RET001762,ORD018267,0,2024-12-21
RET001763,ORD007558,0,2023-09-09
RET001764,ORD009361,0,2024-09-18
RET001765,ORD004027,0,2024-01-16
RET001766,ORD005876,1,2023-06-25
RET001767,ORD008904,0,2023-10-03
RET001768,ORD007801,0,2025-01-30
RET001769,ORD017507,0,2023-10-12
RET001770,ORD002570,0,2024-03-23
RET001771,ORD008004,1,2024-05-25
RET001772,ORD001899,0,2025-04-01
RET001773,ORD005211,0,2025-05-24
RET001774,ORD014791,1,2024-03-16
RET001775,ORD000499,1,2023-09-05
RET001776,ORD008393,0,2023-12-08
RET001777,ORD009239,0,2024-08-30
RET001778,ORD017913,1,2023-07-13
RET001779,ORD008206,1,2024-07-28
RET001780,ORD018153,0,2024-10-27
RET001781,ORD001381,0,2024-05-11
RET001782,ORD010433,1,2024-08-14
RET001783,ORD009016,1,2023-10-14
RET001784,ORD012513,1,2023-10-23
RET001785,ORD018317,1,2024-07-25
RET001786,ORD017038,0,2024-06-07
RET001787,ORD012765,1,2024-01-13
RET001788,ORD009774,1,2024-04-05
RET001789,ORD001360,1,2024-04-27
RET001790,ORD002047,1,2024-04-06
RET001791,ORD018183,1,2023-11-11
RET001792,ORD002603,0,2024-01-17
RET001793,ORD017491,1,2024-06-23
RET001794,ORD006833,1,2024-10-15
RET001795,ORD019342,0,2023-12-28
RET001796,ORD008259,0,2025-05-15
RET001797,ORD007579,1,2024-07-26
RET001798,ORD015586,1,2024-02-03
RET001799,ORD009178,0,2024-07-06
RET001800,ORD015039,0,2024-06-15
RET001801,ORD012557,1,2024-08-17
RET001802,ORD015649,1,2024-09-28
RET001803,ORD011400,0,2024-07-13
RET001804,ORD019564,0,2023-11-21
RET001805,ORD004981,0,2023-10-22
RET001806,ORD002474,0,2023-06-05
RET001807,ORD019973,0,2024-01-26
RET001808,ORD006220,1,2023-06-29
RET001809,ORD000690,0,2025-01-26
RET001810,ORD016915,0,2024-09-13
RET001811,ORD016559,0,2023-12-07
RET001812,ORD008986,0,2023-09-29
RET001813,ORD004982,0,2024-02-15
RET001814,ORD011123,0,2023-11-22
RET001815,ORD012998,0,2025-05-08
RET001816,ORD013706,0,2023-11-01
RET001817,ORD009155,0,2023-10-07
RET001818,ORD019545,0,2024-01-27
RET001819,ORD008555,1,2023-09-01
RET001820,ORD013282,1,2024-08-16
RET001821,ORD009980,1,2023-06-21
RET001822,ORD007899,0,2024-12-05
RET001823,ORD013822,0,2024-10-20
RET001824,ORD011095,1,2023-08-28
RET001825,ORD004278,0,2023-07-30
RET001826,ORD011663,0,2024-01-21
RET001827,ORD006091,1,2023-11-29
RET001828,ORD001602,0,2025-01-19
RET001829,ORD007236,0,2023-09-22
RET001830,ORD017451,1,2023-11-17
RET001831,ORD011018,0,2024-05-05
RET001832,ORD009471,0,2023-06-29
RET001833,ORD010360,1,2023-06-25
RET001834,ORD003013,0,2024-03-14
RET001835,ORD001335,0,2025-02-25
RET001836,ORD004932,1,2024-12-08
RET001837,ORD015375,0,2023-10-09
RET001838,ORD003616,0,2024-04-18
RET001839,ORD017425,0,2023-07-26
RET001840,ORD019597,1,2023-11-09
RET001841,ORD009156,0,2024-03-19
RET001842,ORD002485,0,2024-10-31
RET001843,ORD001852,0,2023-09-17
RET001844,ORD014264,0,2024-01-07
RET001845,ORD000118,1,2024-01-29
RET001846,ORD003329,1,2023-08-03
RET001847,ORD005915,1,2024-07-04
RET001848,ORD005463,0,2024-03-27
RET001849,ORD012918,0,2023-07-28
RET001850,ORD014309,0,2024-01-05
RET001851,ORD008895,1,2023-11-24
RET001852,ORD004995,1,2024-12-02
RET001853,ORD006710,0,2023-09-19
RET001854,ORD001189,0,2023-06-14
RET001855,ORD015207,0,2025-02-05
RET001856,ORD018233,1,2023-12-29
RET001857,ORD018215,1,2024-08-15
RET001858,ORD010401,0,2025-05-14
RET001859,ORD000430,0,2024-05-10
RET001860,ORD019362,0,2024-05-25
RET001861,ORD014842,0,2025-02-26
RET001862,ORD009508,1,2024-06-29
RET001863,ORD018527,0,2025-05-08
RET001864,ORD016248,1,2024-11-12
RET001865,ORD019886,0,2024-02-03
RET001866,ORD013158,1,2024-04-28
RET001867,ORD017025,1,2024-08-15
RET001868,ORD018977,1,2024-10-09
RET001869,ORD012031,1,2023-05-26
RET001870,ORD018927,0,2024-04-09
RET001871,ORD011031,1,2023-06-26
RET001872,ORD001555,0,2023-09-09
RET001873,ORD012357,0,2024-06-19
RET001874,ORD019394,0,2024-03-05
RET001875,ORD010970,0,2023-06-28
RET001876,ORD012716,0,2024-08-23
RET001877,ORD000103,1,2023-06-05
RET001878,ORD015841,0,2023-06-02
RET001879,ORD013605,0,2023-06-29
RET001880,ORD001293,1,2024-10-03
RET001881,ORD010518,1,2024-09-27
RET001882,ORD018362,1,2024-01-26
RET001883,ORD008071,0,2023-11-10
RET001884,ORD006331,1,2024-09-07
RET001885,ORD002394,1,2024-01-21
RET001886,ORD008358,1,2023-07-17
RET001887,ORD011123,1,2024-02-03
RET001888,ORD006095,1,2024-09-22
RET001889,ORD010367,0,2023-10-17
RET001890,ORD018543,1,2024-02-13
RET001891,ORD013730,0,2024-06-25
RET001892,ORD017651,0,2025-03-11
RET001893,ORD002987,1,2025-04-19
RET001894,ORD016263,0,2024-11-28
RET001895,ORD011752,1,2023-08-29
RET001896,ORD009277,1,2025-01-02
RET001897,ORD000182,1,2024-07-11
RET001898,ORD017616,0,2025-01-06
RET001899,ORD011336,1,2024-01-09
RET001900,ORD014731,0,2025-04-19
RET001901,ORD010706,0,2023-07-27
RET001902,ORD012880,1,2024-10-11
RET001903,ORD003618,1,2024-03-18
RET001904,ORD016279,0,2023-07-02
RET001905,ORD019449,0,2024-11-27
RET001906,ORD006083,0,2024-02-27
RET001907,ORD006409,0,2024-12-03
RET001908,ORD010484,1,2023-07-18
RET001909,ORD006713,0,2024-09-13
RET001910,ORD013579,1,2025-05-02
RET001911,ORD011190,0,2025-01-19
RET001912,ORD016043,1,2023-12-30
RET001913,ORD002834,1,2025-05-14
RET001914,ORD013936,0,2025-01-16
RET001915,ORD011937,1,2023-07-22
RET001916,ORD001047,1,2023-08-15
RET001917,ORD002685,1,2024-12-17
RET001918,ORD011153,0,2025-02-12
RET001919,ORD004754,0,2024-04-06
RET001920,ORD001280,1,2024-09-14
RET001921,ORD008253,0,2025-02-14
RET001922,ORD019707,0,2025-03-05
RET001923,ORD012997,0,2025-04-19
RET001924,ORD014767,0,2023-08-10
RET001925,ORD012503,0,2025-04-23
RET001926,ORD000043,0,2025-05-06
RET001927,ORD007213,0,2023-11-18
RET001928,ORD012727,1,2023-07-18
RET001929,ORD009870,1,2024-04-23
RET001930,ORD018774,0,2025-03-22
RET001931,ORD001885,0,2024-11-29
RET001932,ORD001902,1,2023-06-16
RET001933,ORD011048,0,2024-09-11
RET001934,ORD000717,1,2024-12-28
RET001935,ORD018789,1,2024-06-11
RET001936,ORD010490,1,2025-01-19
RET001937,ORD018122,1,2024-01-08
RET001938,ORD010518,1,2023-10-25
RET001939,ORD001639,0,2024-04-20
RET001940,ORD015623,1,2025-04-21
RET001941,ORD001885,1,2025-01-15
RET001942,ORD007674,1,2023-09-18
RET001943,ORD010917,1,2024-07-30
RET001944,ORD006100,0,2025-01-24
RET001945,ORD009004,0,2023-07-08
RET001946,ORD012135,1,2024-05-27
RET001947,ORD019148,0,2023-11-23
RET001948,ORD001948,1,2023-10-20
RET001949,ORD005124,1,2024-05-07
RET001950,ORD014827,0,2024-11-21
RET001951,ORD005493,1,2024-09-12
RET001952,ORD012493,1,2024-03-25
RET001953,ORD007171,0,2023-09-22
RET001954,ORD007092,1,2024-03-21
RET001955,ORD019744,1,2024-02-23
RET001956,ORD000023,1,2024-01-30
RET001957,ORD019529,0,2023-10-30
RET001958,ORD016033,1,2024-11-08
RET001959,ORD005788,0,2023-09-14
RET001960,ORD005086,0,2024-08-11
RET001961,ORD003826,0,2025-04-08
RET001962,ORD003239,0,2025-05-10
RET001963,ORD012342,1,2024-05-10
RET001964,ORD018068,1,2024-01-17
RET001965,ORD004441,1,2024-09-27
RET001966,ORD006703,1,2024-09-24
RET001967,ORD009703,0,2025-04-06
RET001968,ORD000365,1,2025-03-27
RET001969,ORD004098,0,2023-07-24
RET001970,ORD011530,0,2024-09-12
RET001971,ORD013609,1,2024-05-04
RET001972,ORD011646,0,2023-09-21
RET001973,ORD004699,0,2023-08-21
RET001974,ORD000758,1,2023-11-22
RET001975,ORD002614,1,2025-04-15
RET001976,ORD011765,0,2024-10-09
RET001977,ORD004000,0,2024-12-20
RET001978,ORD012510,0,2023-09-08
RET001979,ORD016149,0,2023-08-21
RET001980,ORD017531,1,2023-06-06
RET001981,ORD019750,1,2025-02-09
RET001982,ORD002542,1,2024-08-14
RET001983,ORD000839,1,2024-10-16
RET001984,ORD018561,1,2023-11-29
RET001985,ORD014629,0,2023-05-28
RET001986,ORD019815,0,2023-12-16
RET001987,ORD019390,1,2025-03-07
RET001988,ORD003253,0,2025-01-01
RET001989,ORD010009,0,2025-02-08
RET001990,ORD017366,0,2024-11-08
RET001991,ORD011838,1,2023-09-30
RET001992,ORD005903,0,2023-10-24
RET001993,ORD017909,1,2024-08-31
RET001994,ORD004519,1,2023-08-21
RET001995,ORD014426,1,2024-06-13
RET001996,ORD012937,0,2023-12-24
RET001997,ORD015881,1,2025-04-20
RET001998,ORD008589,0,2024-11-08
RET001999,ORD000953,1,2025-03-06
RET002000,ORD019843,0,2023-08-13
