InventoryID,ProductID,StoreID,Quantity
INV001552,PROD00177,STORE003,27
INV001553,PROD00147,STORE058,49
INV001554,PROD00196,STORE064,14
INV001555,PROD00766,STORE002,24
INV001556,PROD00241,STORE055,77
INV001557,PROD00279,STORE028,1
INV001558,PROD00560,STORE059,17
INV001559,PROD00224,STORE045,23
INV001560,PROD00208,STORE066,8
INV001561,PROD00793,STORE006,23
INV001562,PROD00785,STORE042,19
INV001563,PROD00452,STORE063,76
INV001564,PROD00126,STORE049,34
INV001565,PROD00103,STORE015,44
INV001566,PROD00339,STORE040,92
INV001567,PROD00568,STORE058,23
INV001568,PROD00255,STORE032,63
INV001569,PROD00778,STORE052,61
INV001570,PROD00082,STORE036,47
INV001571,PROD00626,STORE009,74
INV001572,PROD00537,STORE044,22
INV001573,PROD00671,STORE053,65
INV001574,PROD00375,STORE075,46
INV001575,PROD00035,STORE041,25
INV001576,PROD00766,STORE054,30
INV001577,PROD00788,STORE014,4
INV001578,PROD00561,STORE022,26
INV001579,PROD00673,STORE055,69
INV001580,PROD00548,STORE045,23
INV001581,PROD00589,STORE044,61
INV001582,PROD00627,STORE056,29
INV001583,PROD00451,STORE031,37
INV001584,PROD00342,STORE069,12
INV001585,PROD00708,STORE042,1
INV001586,PROD00143,STORE064,3
INV001587,PROD00391,STORE009,99
INV001588,PROD00612,STORE042,82
INV001589,PROD00319,STORE074,1
INV001590,PROD00050,STORE053,56
INV001591,PROD00066,STORE040,40
INV001592,PROD00158,STORE003,73
INV001593,PROD00698,STORE022,38
INV001594,PROD00741,STORE002,78
INV001595,PROD00237,STORE030,21
INV001596,PROD00171,STORE037,37
INV001597,PROD00585,STORE069,12
INV001598,PROD00153,STORE015,17
INV001599,PROD00033,STORE029,73
INV001600,PROD00641,STORE012,26
INV001601,PROD00342,STORE048,81
INV001602,PROD00041,STORE051,76
INV001603,PROD00443,STORE038,28
INV001604,PROD00491,STORE051,38
INV001605,PROD00366,STORE008,59
INV001606,PROD00784,STORE030,49
INV001607,PROD00678,STORE002,20
INV001608,PROD00519,STORE069,53
INV001609,PROD00618,STORE078,88
INV001610,PROD00525,STORE072,43
INV001611,PROD00539,STORE064,3
INV001612,PROD00765,STORE076,57
INV001613,PROD00149,STORE030,43
INV001614,PROD00615,STORE078,86
INV001615,PROD00538,STORE004,20
INV001616,PROD00313,STORE060,61
INV001617,PROD00510,STORE002,9
INV001618,PROD00420,STORE033,58
INV001619,PROD00222,STORE007,99
INV001620,PROD00531,STORE077,22
INV001621,PROD00770,STORE080,23
INV001622,PROD00172,STORE065,96
INV001623,PROD00426,STORE006,44
INV001624,PROD00285,STORE074,49
INV001625,PROD00404,STORE080,3
INV001626,PROD00548,STORE035,38
INV001627,PROD00738,STORE009,34
INV001628,PROD00597,STORE063,26
INV001629,PROD00470,STORE070,94
INV001630,PROD00361,STORE060,56
INV001631,PROD00233,STORE057,51
INV001632,PROD00495,STORE074,95
INV001633,PROD00141,STORE044,95
INV001634,PROD00617,STORE052,57
INV001635,PROD00062,STORE055,39
INV001636,PROD00058,STORE036,34
INV001637,PROD00517,STORE029,60
INV001638,PROD00049,STORE042,86
INV001639,PROD00753,STORE010,33
INV001640,PROD00129,STORE015,48
INV001641,PROD00256,STORE074,71
INV001642,PROD00524,STORE016,6
INV001643,PROD00694,STORE001,35
INV001644,PROD00245,STORE043,47
INV001645,PROD00501,STORE061,24
INV001646,PROD00402,STORE038,77
INV001647,PROD00615,STORE013,8
INV001648,PROD00452,STORE066,40
INV001649,PROD00668,STORE055,38
INV001650,PROD00279,STORE063,28
INV001651,PROD00457,STORE050,83
INV001652,PROD00698,STORE070,11
INV001653,PROD00433,STORE069,53
INV001654,PROD00612,STORE026,19
INV001655,PROD00105,STORE038,66
INV001656,PROD00618,STORE006,56
INV001657,PROD00351,STORE065,26
INV001658,PROD00657,STORE053,69
INV001659,PROD00212,STORE041,74
INV001660,PROD00329,STORE076,39
INV001661,PROD00389,STORE011,10
INV001662,PROD00572,STORE013,72
INV001663,PROD00608,STORE010,90
INV001664,PROD00011,STORE031,1
INV001665,PROD00032,STORE040,44
INV001666,PROD00678,STORE001,87
INV001667,PROD00241,STORE021,19
INV001668,PROD00150,STORE067,54
INV001669,PROD00558,STORE030,60
INV001670,PROD00359,STORE074,72
INV001671,PROD00204,STORE070,91
INV001672,PROD00640,STORE076,32
INV001673,PROD00303,STORE001,10
INV001674,PROD00573,STORE072,39
INV001675,PROD00404,STORE002,33
INV001676,PROD00613,STORE006,18
INV001677,PROD00758,STORE032,1
INV001678,PROD00157,STORE027,66
INV001679,PROD00057,STORE043,97
INV001680,PROD00091,STORE027,75
INV001681,PROD00130,STORE012,59
INV001682,PROD00551,STORE025,11
INV001683,PROD00356,STORE074,84
INV001684,PROD00021,STORE073,10
INV001685,PROD00103,STORE067,74
INV001686,PROD00178,STORE066,99
INV001687,PROD00580,STORE070,76
INV001688,PROD00500,STORE011,5
INV001689,PROD00321,STORE033,14
INV001690,PROD00175,STORE026,93
INV001691,PROD00474,STORE024,21
INV001692,PROD00124,STORE029,10
INV001693,PROD00010,STORE040,72
INV001694,PROD00356,STORE012,46
INV001695,PROD00267,STORE007,26
INV001696,PROD00295,STORE029,26
INV001697,PROD00499,STORE034,42
INV001698,PROD00767,STORE074,83
INV001699,PROD00503,STORE058,4
INV001700,PROD00411,STORE062,14
INV001701,PROD00778,STORE063,90
INV001702,PROD00392,STORE076,10
INV001703,PROD00299,STORE049,99
INV001704,PROD00568,STORE052,44
INV001705,PROD00372,STORE033,18
INV001706,PROD00413,STORE024,58
INV001707,PROD00177,STORE057,68
INV001708,PROD00570,STORE034,58
INV001709,PROD00106,STORE032,59
INV001710,PROD00717,STORE026,80
INV001711,PROD00071,STORE044,85
INV001712,PROD00401,STORE060,20
INV001713,PROD00471,STORE019,49
INV001714,PROD00473,STORE056,69
INV001715,PROD00691,STORE030,36
INV001716,PROD00075,STORE047,69
INV001717,PROD00040,STORE045,26
INV001718,PROD00769,STORE037,65
INV001719,PROD00711,STORE011,16
INV001720,PROD00452,STORE003,87
INV001721,PROD00556,STORE007,48
INV001722,PROD00389,STORE021,19
INV001723,PROD00360,STORE078,68
INV001724,PROD00684,STORE077,2
INV001725,PROD00684,STORE027,36
INV001726,PROD00623,STORE016,80
INV001727,PROD00347,STORE080,45
INV001728,PROD00111,STORE071,89
INV001729,PROD00253,STORE017,51
INV001730,PROD00526,STORE035,54
INV001731,PROD00384,STORE013,54
INV001732,PROD00319,STORE012,58
INV001733,PROD00737,STORE009,64
INV001734,PROD00673,STORE047,9
INV001735,PROD00636,STORE040,31
INV001736,PROD00508,STORE023,20
INV001737,PROD00572,STORE057,58
INV001738,PROD00194,STORE022,24
INV001739,PROD00166,STORE079,41
INV001740,PROD00495,STORE053,0
INV001741,PROD00381,STORE074,81
INV001742,PROD00186,STORE061,78
INV001743,PROD00313,STORE026,72
INV001744,PROD00306,STORE004,19
INV001745,PROD00515,STORE070,49
INV001746,PROD00272,STORE010,68
INV001747,PROD00591,STORE067,91
INV001748,PROD00366,STORE065,45
INV001749,PROD00071,STORE055,79
INV001750,PROD00681,STORE026,3
INV001751,PROD00159,STORE036,85
INV001752,PROD00592,STORE043,28
INV001753,PROD00318,STORE016,21
INV001754,PROD00573,STORE060,35
INV001755,PROD00191,STORE007,46
INV001756,PROD00408,STORE009,17
INV001757,PROD00130,STORE059,0
INV001758,PROD00374,STORE018,37
INV001759,PROD00236,STORE024,18
INV001760,PROD00376,STORE015,45
INV001761,PROD00360,STORE038,24
INV001762,PROD00052,STORE053,17
INV001763,PROD00190,STORE004,35
INV001764,PROD00602,STORE018,12
INV001765,PROD00259,STORE048,53
INV001766,PROD00600,STORE032,90
INV001767,PROD00684,STORE015,57
INV001768,PROD00541,STORE062,8
INV001769,PROD00348,STORE077,63
INV001770,PROD00285,STORE031,27
INV001771,PROD00730,STORE064,42
INV001772,PROD00029,STORE017,76
INV001773,PROD00260,STORE039,92
INV001774,PROD00347,STORE022,89
INV001775,PROD00044,STORE041,6
INV001776,PROD00143,STORE020,36
INV001777,PROD00089,STORE014,76
INV001778,PROD00689,STORE036,54
INV001779,PROD00720,STORE061,2
INV001780,PROD00738,STORE048,13
INV001781,PROD00522,STORE053,71
INV001782,PROD00164,STORE029,33
INV001783,PROD00368,STORE054,83
INV001784,PROD00156,STORE016,30
INV001785,PROD00640,STORE022,97
INV001786,PROD00707,STORE037,85
INV001787,PROD00386,STORE062,93
INV001788,PROD00299,STORE076,99
INV001789,PROD00756,STORE058,60
INV001790,PROD00220,STORE063,4
INV001791,PROD00094,STORE074,64
INV001792,PROD00193,STORE067,80
INV001793,PROD00446,STORE024,53
INV001794,PROD00568,STORE027,36
INV001795,PROD00028,STORE028,16
INV001796,PROD00006,STORE064,75
INV001797,PROD00552,STORE066,71
INV001798,PROD00446,STORE024,44
INV001799,PROD00356,STORE005,76
INV001800,PROD00395,STORE044,14
INV001801,PROD00657,STORE010,68
INV001802,PROD00008,STORE026,8
INV001803,PROD00302,STORE028,65
INV001804,PROD00542,STORE067,2
INV001805,PROD00335,STORE023,32
INV001806,PROD00776,STORE052,26
INV001807,PROD00561,STORE019,42
INV001808,PROD00357,STORE035,72
INV001809,PROD00046,STORE066,46
INV001810,PROD00027,STORE076,57
INV001811,PROD00239,STORE056,90
INV001812,PROD00739,STORE013,60
INV001813,PROD00519,STORE051,89
INV001814,PROD00633,STORE033,40
INV001815,PROD00130,STORE022,81
INV001816,PROD00221,STORE069,13
INV001817,PROD00429,STORE063,69
INV001818,PROD00177,STORE058,91
INV001819,PROD00667,STORE023,29
INV001820,PROD00187,STORE037,62
INV001821,PROD00514,STORE003,93
INV001822,PROD00534,STORE075,90
INV001823,PROD00266,STORE040,84
INV001824,PROD00740,STORE053,90
INV001825,PROD00565,STORE079,91
INV001826,PROD00184,STORE030,99
INV001827,PROD00097,STORE038,5
INV001828,PROD00164,STORE004,64
INV001829,PROD00757,STORE006,49
INV001830,PROD00186,STORE071,29
INV001831,PROD00082,STORE029,64
INV001832,PROD00298,STORE030,19
INV001833,PROD00716,STORE005,23
INV001834,PROD00493,STORE045,66
INV001835,PROD00715,STORE037,12
INV001836,PROD00731,STORE079,63
INV001837,PROD00350,STORE011,97
INV001838,PROD00038,STORE054,86
INV001839,PROD00568,STORE055,95
INV001840,PROD00285,STORE073,32
INV001841,PROD00437,STORE022,89
INV001842,PROD00291,STORE024,59
INV001843,PROD00182,STORE074,75
INV001844,PROD00083,STORE005,82
INV001845,PROD00182,STORE045,50
INV001846,PROD00610,STORE038,72
INV001847,PROD00232,STORE026,18
INV001848,PROD00158,STORE058,55
INV001849,PROD00346,STORE042,92
INV001850,PROD00393,STORE046,4
INV001851,PROD00535,STORE003,30
INV001852,PROD00440,STORE009,58
INV001853,PROD00517,STORE051,60
INV001854,PROD00036,STORE080,40
INV001855,PROD00525,STORE031,51
INV001856,PROD00263,STORE001,70
INV001857,PROD00285,STORE042,68
INV001858,PROD00690,STORE068,9
INV001859,PROD00154,STORE056,28
INV001860,PROD00771,STORE037,13
INV001861,PROD00580,STORE023,67
INV001862,PROD00118,STORE001,42
INV001863,PROD00789,STORE070,30
INV001864,PROD00087,STORE063,90
INV001865,PROD00504,STORE016,69
INV001866,PROD00419,STORE063,17
INV001867,PROD00153,STORE048,13
INV001868,PROD00607,STORE024,4
INV001869,PROD00013,STORE038,65
INV001870,PROD00594,STORE068,12
INV001871,PROD00552,STORE023,49
INV001872,PROD00307,STORE013,31
INV001873,PROD00732,STORE034,29
INV001874,PROD00496,STORE009,72
INV001875,PROD00734,STORE068,68
INV001876,PROD00125,STORE052,91
INV001877,PROD00073,STORE065,94
INV001878,PROD00056,STORE010,44
INV001879,PROD00666,STORE070,39
INV001880,PROD00211,STORE042,87
INV001881,PROD00128,STORE049,88
INV001882,PROD00060,STORE049,33
INV001883,PROD00715,STORE035,61
INV001884,PROD00203,STORE059,65
INV001885,PROD00113,STORE052,38
INV001886,PROD00592,STORE055,19
INV001887,PROD00334,STORE019,53
INV001888,PROD00174,STORE019,47
INV001889,PROD00038,STORE002,98
INV001890,PROD00341,STORE077,66
INV001891,PROD00145,STORE076,70
INV001892,PROD00779,STORE008,62
INV001893,PROD00315,STORE065,66
INV001894,PROD00249,STORE022,12
INV001895,PROD00792,STORE064,92
INV001896,PROD00194,STORE031,89
INV001897,PROD00521,STORE033,15
INV001898,PROD00076,STORE067,7
INV001899,PROD00668,STORE050,30
INV001900,PROD00696,STORE002,16
INV001901,PROD00213,STORE058,26
INV001902,PROD00639,STORE047,30
INV001903,PROD00345,STORE077,65
INV001904,PROD00142,STORE050,5
INV001905,PROD00481,STORE034,58
INV001906,PROD00513,STORE030,80
INV001907,PROD00796,STORE026,56
INV001908,PROD00794,STORE036,58
INV001909,PROD00295,STORE040,5
INV001910,PROD00392,STORE047,57
INV001911,PROD00765,STORE078,90
INV001912,PROD00579,STORE047,92
INV001913,PROD00190,STORE033,22
INV001914,PROD00252,STORE037,95
INV001915,PROD00039,STORE025,33
INV001916,PROD00483,STORE067,7
INV001917,PROD00111,STORE075,10
INV001918,PROD00315,STORE046,61
INV001919,PROD00482,STORE080,41
INV001920,PROD00333,STORE004,83
INV001921,PROD00104,STORE041,90
INV001922,PROD00489,STORE054,62
INV001923,PROD00785,STORE002,47
INV001924,PROD00254,STORE038,14
INV001925,PROD00422,STORE072,42
INV001926,PROD00390,STORE069,5
INV001927,PROD00548,STORE063,23
INV001928,PROD00337,STORE054,31
INV001929,PROD00499,STORE047,17
INV001930,PROD00324,STORE024,49
INV001931,PROD00198,STORE022,60
INV001932,PROD00408,STORE027,1
INV001933,PROD00186,STORE060,76
INV001934,PROD00085,STORE026,33
INV001935,PROD00592,STORE038,69
INV001936,PROD00401,STORE065,21
INV001937,PROD00618,STORE053,30
INV001938,PROD00758,STORE022,34
INV001939,PROD00145,STORE050,16
INV001940,PROD00555,STORE056,41
INV001941,PROD00490,STORE022,48
INV001942,PROD00363,STORE074,70
INV001943,PROD00573,STORE025,15
INV001944,PROD00393,STORE066,54
INV001945,PROD00190,STORE079,76
INV001946,PROD00660,STORE075,22
INV001947,PROD00289,STORE072,78
INV001948,PROD00254,STORE026,96
INV001949,PROD00362,STORE079,76
INV001950,PROD00615,STORE023,97
INV001951,PROD00385,STORE067,71
INV001952,PROD00695,STORE033,52
INV001953,PROD00763,STORE074,87
INV001954,PROD00025,STORE033,21
INV001955,PROD00575,STORE007,10
INV001956,PROD00621,STORE011,65
INV001957,PROD00688,STORE033,41
INV001958,PROD00047,STORE035,11
INV001959,PROD00595,STORE024,99
INV001960,PROD00076,STORE016,86
INV001961,PROD00780,STORE072,25
INV001962,PROD00096,STORE009,38
INV001963,PROD00649,STORE002,91
INV001964,PROD00603,STORE007,53
INV001965,PROD00411,STORE045,93
INV001966,PROD00089,STORE001,5
INV001967,PROD00198,STORE072,89
INV001968,PROD00760,STORE019,57
INV001969,PROD00792,STORE065,93
INV001970,PROD00696,STORE073,11
INV001971,PROD00175,STORE077,3
INV001972,PROD00490,STORE063,60
INV001973,PROD00425,STORE040,79
INV001974,PROD00545,STORE029,83
INV001975,PROD00080,STORE049,60
INV001976,PROD00147,STORE078,96
INV001977,PROD00469,STORE056,77
INV001978,PROD00603,STORE008,41
INV001979,PROD00028,STORE049,33
INV001980,PROD00773,STORE021,16
INV001981,PROD00479,STORE070,31
INV001982,PROD00771,STORE072,68
INV001983,PROD00093,STORE050,70
INV001984,PROD00062,STORE024,25
INV001985,PROD00573,STORE052,78
INV001986,PROD00538,STORE044,30
INV001987,PROD00175,STORE061,52
INV001988,PROD00204,STORE070,50
INV001989,PROD00700,STORE021,60
INV001990,PROD00361,STORE004,73
INV001991,PROD00756,STORE050,63
INV001992,PROD00785,STORE012,55
INV001993,PROD00128,STORE021,44
INV001994,PROD00788,STORE042,0
INV001995,PROD00171,STORE044,70
INV001996,PROD00022,STORE032,15
INV001997,PROD00393,STORE052,11
INV001998,PROD00442,STORE046,34
INV001999,PROD00539,STORE079,64
INV002000,PROD00324,STORE040,34
