GiftCardID,CustomerID,IssueDate,ExpirationDate,Balance,Status,RowHash
GC02071,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2025-05-01,2026-05-01,69.05,Active,cd2e5ff6e51ee2115c145dd2ce92caa5
GC02072,6ade7926-18a4-43be-bb13-3e4a5b1f455e,2025-02-23,2026-02-23,109.65,Expired,5e8b6e62bc4e183240eb73ec435fcbb0
GC02073,017092b9-a700-41e2-8365-eeeddf441c3d,2025-02-26,2026-02-26,243.81,Active,ac31e4cf7470bad501f850ce03f00255
GC02074,a5cef112-752a-40ba-b573-df00b771d56a,2023-05-31,2024-05-30,210.98,Active,7f3b65ec2af46b7194e52eab90858d5a
GC02075,3bb1717d-21cd-470c-9e89-3c63077a1359,2024-01-11,2025-01-10,91.19,Expired,0546a3caaf6bc6f90295f9835cbc4854
GC02076,e27170d8-ce33-4bf7-8f25-44b9c31f435b,2024-03-11,2025-03-11,54.17,Active,c3de6a5db3572415750a4a722fb605c6
GC02077,2e90cc5a-37c7-450a-ae09-18d7be038c34,2025-04-14,2026-04-14,60.97,Active,0f7218c2f843c00dd033dbd7cbebd69d
GC02078,eb0851e2-3417-47e5-b97e-36ebf487607f,2023-08-17,2024-08-16,38.6,Redeemed,319f87c649531315521fef5d1d18e45a
GC02079,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2024-12-25,2025-12-25,89.19,Redeemed,63ba9c1cfc2e391d717f7bfc9e6eaff5
GC02080,84f6c6dd-37d3-4909-801e-b3d78f3e8099,2024-09-16,2025-09-16,200.63,Active,84ec8e62f70216f33b69891b0a7d5a7e
GC02081,01d50da8-b34d-48ef-b445-cefaaa00514b,2023-12-11,2024-12-10,148.33,Redeemed,1d5b2d786d2c0b0a17d6548dc246e792
GC02082,0cae327d-3c1c-4b9b-b1e0-103207463ade,2024-03-22,2025-03-22,76.17,Redeemed,3b0ff6ee36664a09bb34ccd541981354
GC02083,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,2024-10-14,2025-10-14,201.45,Active,ff70fe10da08f81fb52153a80f9ba421
GC02084,1839e3f3-d986-40e7-b0da-022e91928a13,2023-08-30,2024-08-29,191.63,Redeemed,db4f26f05a35331aae38f32e34b8dafe
GC02085,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,2024-08-16,2025-08-16,48.95,Redeemed,f009e3b27d574fb92ec5b33fdec1cd09
GC02086,67403e9f-0231-4a15-848a-d9cea4795a2a,2023-09-03,2024-09-02,198.49,Redeemed,112e7127b601862ace70445196323930
GC02087,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2024-03-20,2025-03-20,192.81,Active,ed1e16527e013c1fd3d208f35f7a5cdd
GC02088,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,2025-03-15,2026-03-15,144.42,Redeemed,0934f809a73ac0b4e019239b8a54b47d
GC02089,545d1542-4e1e-4804-851b-400d5b020f68,2024-01-04,2025-01-03,222.08,Expired,7014809bd46a17795f8ba63f0933087a
GC02090,85c32511-7f37-4de1-882f-2efa8040dea4,2024-06-12,2025-06-12,205.31,Active,970dc1cb8aa956427924286d399609bf
GC02091,02cb4728-42fb-4733-962c-19a1d3c00406,2023-06-27,2024-06-26,164.4,Expired,3f706f11bc620d6474f0cc43dea348e1
GC02092,abc2f41e-ab8f-430c-9677-705f4343b0ec,2023-09-15,2024-09-14,64.65,Expired,efe9c665404a52067bd12df404f2698d
GC02093,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2023-08-17,2024-08-16,105.9,Active,dd93eaff579c771157f730bd41d24fe9
GC02094,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2025-04-04,2026-04-04,147.22,Active,baf3a697918ebbe15ea61dae2a056f33
GC02095,cca906af-6247-4f65-82be-311947bfff74,2023-08-24,2024-08-23,139.67,Active,b35d7cef1142bb0b19440c985546a01c
GC02096,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,2025-04-18,2026-04-18,221.13,Redeemed,5366857de617affaa73f3ddfb6d41512
GC02097,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,2024-05-19,2025-05-19,16.76,Active,5903f080e6da72ab07c8eeb5edc81fa9
GC02098,6ade7926-18a4-43be-bb13-3e4a5b1f455e,2024-11-09,2025-11-09,41.49,Expired,9c4d7f7d387ab3a3e123ec4a6b1cac74
GC02099,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,2024-09-21,2025-09-21,248.99,Expired,7524c156aa37654ea1cfc0ee8fb197d7
GC02100,15da51da-ad36-4db6-958f-37f69e74b4b6,2024-11-18,2025-11-18,199.46,Expired,3bddb0a343f458f36ae4520baf88eb92
GC02101,7ec92f10-c40e-4160-b34b-395017c26b71,2024-12-25,2025-12-25,109.87,Active,fab6862b79734859150f16ca850f6277
GC02102,2998fa4a-22d8-4603-a0fe-09f27c36a0db,2024-11-24,2025-11-24,193.73,Redeemed,9c02b09ba77a0c24cab651eb487d3a92
GC02103,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,2023-06-17,2024-06-16,43.05,Expired,ed7f93e22d71e45bf4274e0cd581dce5
GC02104,f34607a8-f6d3-427d-acf9-3d905082506b,2024-11-28,2025-11-28,61.88,Redeemed,306265599dc5b534cb505858f048e9a0
GC02105,11f5a691-d739-491e-8a3d-0cac3ba34fc5,2025-02-09,2026-02-09,170.09,Redeemed,407ea44b171b66821fefb358f1f09518
GC02106,c0e366b0-4820-408e-94df-b7532085e9c5,2024-06-18,2025-06-18,197.08,Active,be7533c11af0da0c6ec91c2a05302c3e
GC02107,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2023-06-14,2024-06-13,190.35,Expired,2a185be128e5cd6a62119eaf456d543f
GC02108,df600f99-242b-4e78-acfa-07fe39eabd9e,2025-02-09,2026-02-09,73.9,Redeemed,41beec4a94f64f1c04d556944b793110
GC02109,f794693d-2fce-4b93-9462-2e86678f3a10,2024-07-16,2025-07-16,169.87,Expired,5137afb7f0eeabf2178fc6d9ecc7c6d0
GC02110,017092b9-a700-41e2-8365-eeeddf441c3d,2024-10-29,2025-10-29,211.45,Redeemed,e80d882d23e3787d0c3079ee40827830
GC02111,088e7d05-b0ef-4166-acb0-16d57f776a6a,2024-12-09,2025-12-09,99.06,Redeemed,838f45f7ebfb3a94be91156538c3c671
GC02112,b92ca163-e06f-44a7-896f-f4b2dd7e856f,2024-11-03,2025-11-03,23.95,Redeemed,c6074e5381e219b70ff8c6817b9dceb3
GC02113,788d99f0-9972-408f-858c-28268e4d1d93,2024-09-13,2025-09-13,177.31,Redeemed,ba1885f8a26daa08a794492d66b01fe9
GC02114,7f191b14-927f-4975-84a6-4139f6dc9dae,2024-03-07,2025-03-07,78.32,Redeemed,0a29bc246e345af50d86f57ba345007a
GC02115,c0e366b0-4820-408e-94df-b7532085e9c5,2023-09-28,2024-09-27,65.82,Active,c393f12546a9b79ccd14e052269045d4
GC02116,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,2024-02-03,2025-02-02,55.12,Redeemed,d2897bb8762fdbde260f2da951331844
GC02117,a5cef112-752a-40ba-b573-df00b771d56a,2025-01-22,2026-01-22,39.2,Redeemed,7689d35ae563959cfa9252da266b8434
GC02118,ecd4feda-08f5-4652-80fd-4406a1316c5d,2024-08-09,2025-08-09,169.55,Redeemed,b0f59a63e29d53ca8357ec6c950270f3
GC02119,7ec92f10-c40e-4160-b34b-395017c26b71,2025-02-01,2026-02-01,226.88,Active,78ad3e2e219a7e950497ceda076d600c
GC02120,a0d03e66-36a9-4e3a-b061-90884a47209d,2023-07-15,2024-07-14,220.55,Expired,67a2f16a4ee3f903f1faed613c3aaac9
GC02121,02cb4728-42fb-4733-962c-19a1d3c00406,2023-07-13,2024-07-12,20.5,Redeemed,0f6ccafb4d94308ff013f7e03753b134
GC02122,c8a37272-48fa-44ed-a432-b26ea868a892,2024-07-19,2025-07-19,174.38,Redeemed,942fc813c6a0204f94b577f9d04507df
GC02123,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2023-09-24,2024-09-23,203.09,Active,5b40f663a8840f4fa55f7a8d0da6c0a3
GC02124,829df66c-a6f3-474c-bc06-48d34aa71c44,2025-02-01,2026-02-01,132.68,Expired,1ab47fd1ba59214c9fbdebaa0b1a4f58
GC02125,df600f99-242b-4e78-acfa-07fe39eabd9e,2023-12-04,2024-12-03,30.6,Active,c4dd74195fbf3beee2a5d42bc60f3f86
GC02126,15da51da-ad36-4db6-958f-37f69e74b4b6,2023-10-15,2024-10-14,130.03,Redeemed,1e1f054918072983a475bd185e5ab5f3
GC02127,b92ca163-e06f-44a7-896f-f4b2dd7e856f,2025-01-22,2026-01-22,171.78,Redeemed,6b811b65aec6099e33846730f4a89c66
GC02128,01d50da8-b34d-48ef-b445-cefaaa00514b,2023-11-30,2024-11-29,53.07,Active,5ceac10c63d545093e4a306a1cc67e88
GC02129,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,2024-01-21,2025-01-20,78.91,Expired,fcbb773195f727774742d13939c8d6e6
GC02130,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,2024-11-06,2025-11-06,192.11,Active,e7e50afb3d333ba3b71c3183ce50a528
GC02131,e27170d8-ce33-4bf7-8f25-44b9c31f435b,2024-11-12,2025-11-12,126.65,Redeemed,a4229cdf246b1cc6cf1477168f5b16a0
GC02132,cca906af-6247-4f65-82be-311947bfff74,2023-11-25,2024-11-24,69.3,Expired,489607ae74a2dbedeac5b8c4499e461c
GC02133,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2025-01-08,2026-01-08,149.26,Active,fb00062476be98deb09d7f9656f80456
GC02134,6b429bc0-656f-47dd-9580-28efbaf20c9b,2023-11-29,2024-11-28,28.64,Active,47a28c8ec74bd7eb4412a3cc5929e024
GC02135,86664865-4e84-4896-b9b1-3d58a3c19a13,2024-06-16,2025-06-16,95.99,Redeemed,8f06461bbe87a74f0caaa224976c25b1
GC02136,7f191b14-927f-4975-84a6-4139f6dc9dae,2025-05-07,2026-05-07,233.42,Active,7293add975b1f7d618c8f3eaac6137b1
GC02137,c0e366b0-4820-408e-94df-b7532085e9c5,2024-04-30,2025-04-30,199.99,Active,092fd89eb8633fe65495bf67a460d6a0
GC02138,85c32511-7f37-4de1-882f-2efa8040dea4,2025-04-17,2026-04-17,121.26,Expired,02405f80557e17f51529d243d20c7033
GC02139,017092b9-a700-41e2-8365-eeeddf441c3d,2023-09-09,2024-09-08,94.3,Active,bc651925572e6040f523bfe5a80233f2
GC02140,98079c5e-8c4a-4564-9ca5-658f9db89953,2024-12-19,2025-12-19,25.05,Redeemed,ad1b88dd76514e7a4d572ca281ddec77
GC02141,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2025-04-10,2026-04-10,106.25,Redeemed,6ba387f1fe49eba8ddc587a97ae817c8
GC02142,cca906af-6247-4f65-82be-311947bfff74,2024-04-24,2025-04-24,86.53,Expired,52d47aeb9b1c372a785790e082e45636
GC02143,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,2024-07-14,2025-07-14,84.78,Active,39257553ba808fce564ed47a0d8360cd
GC02144,9de85a38-608f-45f2-b25f-78aab3924fa9,2023-09-07,2024-09-06,78.02,Redeemed,9ac193182cdf0f19bea4c2c2c0625400
GC02145,968a9a9b-e535-45fc-802e-9f05148e0052,2023-06-10,2024-06-09,175.59,Active,64ba7488a99c865ffca1fe2379be45df
GC02146,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2024-09-14,2025-09-14,121.26,Active,61d934d990d6da27dd00547a593e8eb9
GC02147,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,2024-08-08,2025-08-08,26.35,Active,0527f068cdedd78ecba7e5fa90a8bdd3
GC02148,653cd13f-483a-49af-9e45-04707ae1508e,2023-09-26,2024-09-25,218.53,Active,c926e3d1066ce2bf034de712aeff5e13
GC02149,0cae327d-3c1c-4b9b-b1e0-103207463ade,2024-09-21,2025-09-21,80.05,Active,abe159d6d2adfb8a70fae14afd1af729
GC02150,eb0851e2-3417-47e5-b97e-36ebf487607f,2024-06-12,2025-06-12,112.08,Expired,a15752c525d9cffe348215ad515d0e31
GC02151,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2023-06-07,2024-06-06,237.15,Redeemed,4d1637a82ebd652676728b48a0c4b69e
GC02152,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2025-04-06,2026-04-06,245.3,Active,74815a08e3d452c1c9b02849d5428621
GC02153,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2024-12-20,2025-12-20,145.85,Redeemed,07e78a3c6ee4ddebdf16e955f8c30167
GC02154,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,2024-01-12,2025-01-11,246.69,Redeemed,c5832ac7d120ca8da89057f23053884d
GC02155,15da51da-ad36-4db6-958f-37f69e74b4b6,2025-02-05,2026-02-05,135.7,Active,51a6ff80849a5339ae805f0c89d37e9c
GC02156,b92ca163-e06f-44a7-896f-f4b2dd7e856f,2023-07-06,2024-07-05,222.91,Active,ef604388b791f5a336bc6f55d060c26e
GC02157,653cd13f-483a-49af-9e45-04707ae1508e,2023-10-08,2024-10-07,49.13,Expired,01898b2a6a0a5cdb78450363b1ddeef9
GC02158,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,2024-09-26,2025-09-26,36.01,Active,3d0e57e8af243d09ff33bc6f3c3d115c
GC02159,f34607a8-f6d3-427d-acf9-3d905082506b,2025-01-15,2026-01-15,138.47,Active,17b08d3f9cb781392c0ed937b5f8b637
GC02160,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2024-04-30,2025-04-30,81.03,Redeemed,35e094a103e4d8d4392dffd9a0d21cfe
GC02161,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,2024-08-28,2025-08-28,132.58,Redeemed,e9fde881e215aacdc6755863f7349bad
GC02162,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2023-11-13,2024-11-12,196.58,Expired,369762c3035c526931b10dcad43ea502
GC02163,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,2025-01-31,2026-01-31,153.72,Active,a555bb87d3d4507eb3ec921a348f8938
GC02164,efd12b55-23e9-4f58-a207-35e1da7e7afe,2024-05-02,2025-05-02,243.2,Active,d2edff6e0267c4d5c5864a1f3493de66
GC02165,a5cef112-752a-40ba-b573-df00b771d56a,2024-06-20,2025-06-20,192.59,Active,f0b1c0f6ed281ec183cb431c6ed13a17
GC02166,e52160b8-9208-4ee8-b49e-702370bb38e0,2023-09-12,2024-09-11,90.34,Active,41ab576a8d63157ab6b77f3cbae45172
GC02167,a0d03e66-36a9-4e3a-b061-90884a47209d,2024-11-13,2025-11-13,133.21,Expired,8da99812ffb79eee8c99362d819649e0
GC02168,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2024-01-26,2025-01-25,223.97,Active,2797852f53a8b0076c7bf1e829ed19f4
GC02169,67403e9f-0231-4a15-848a-d9cea4795a2a,2025-04-19,2026-04-19,186.33,Expired,9f883a3dbab31333e584d69f1585bf3d
GC02170,cca906af-6247-4f65-82be-311947bfff74,2024-10-01,2025-10-01,242.82,Active,a04d460e68912b2baf6f7f37a52b1e3c
GC02171,1839e3f3-d986-40e7-b0da-022e91928a13,2023-08-24,2024-08-23,186.69,Redeemed,b8082a37a6571895728bd0aa738d5dca
GC02172,df600f99-242b-4e78-acfa-07fe39eabd9e,2024-05-16,2025-05-16,135.52,Expired,d05f532bd79ec756b591dcb7f277e344
GC02173,bc0e387c-0b60-4a80-9ee9-45178de8cb66,2024-12-31,2025-12-31,231.35,Redeemed,a1a608a70914434f65a29946f82253a0
GC02174,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2024-07-16,2025-07-16,78.75,Expired,b8df7d8934f7bd2cf6d029e38b97fdd9
GC02175,9de85a38-608f-45f2-b25f-78aab3924fa9,2023-06-25,2024-06-24,31.75,Active,56dcfc66e6dc591400b792eb83eca518
GC02176,cca906af-6247-4f65-82be-311947bfff74,2024-07-07,2025-07-07,162.13,Redeemed,e21de8de1f908b3b19e23c8e834b3752
GC02177,1839e3f3-d986-40e7-b0da-022e91928a13,2023-07-15,2024-07-14,72.14,Expired,b7dfcfe60d4e1b67bdc0d32b4d0a4c62
GC02178,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,2025-02-07,2026-02-07,91.61,Expired,6ea6d9beac906873396f2f94ab9ef0e5
GC02179,a9cda48f-5bc6-47eb-88d3-50606128be2d,2024-06-17,2025-06-17,226.98,Redeemed,bf7f012fb185e8fc2c0f416f48b17c30
GC02180,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2024-02-02,2025-02-01,183.52,Expired,30234d6372047f2ad8acce0afe41d988
GC02181,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,2023-05-13,2024-05-12,178.21,Active,69c21c50d01928d9390482a6c62f0b4a
GC02182,9de85a38-608f-45f2-b25f-78aab3924fa9,2025-02-01,2026-02-01,202.81,Redeemed,04c392f7f528ec3fc5ed8e608a429c46
GC02183,eb0851e2-3417-47e5-b97e-36ebf487607f,2025-01-02,2026-01-02,201.75,Active,4f7828c9d10a65d113fcca821ff18650
GC02184,270a78d4-d980-45c3-bf41-9c12bdda3546,2023-07-13,2024-07-12,171.13,Redeemed,2bec34cd00f6ed50b111bc3da974ca30
GC02185,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2023-07-31,2024-07-30,234.27,Redeemed,cb559b604f6da07db0a2da5f235bb2d8
GC02186,d86011eb-bd81-4aee-b905-18ffad895411,2024-04-08,2025-04-08,247.17,Redeemed,dc9ba78cae9e93e5f0825212884f4123
GC02187,c0e366b0-4820-408e-94df-b7532085e9c5,2024-08-25,2025-08-25,71.01,Active,c0717727e9827c29d45e5cac543770d7
GC02188,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,2024-02-09,2025-02-08,92.38,Redeemed,38f4b6fd4aa9b27f738a383c25da3570
GC02189,5e419f86-6e6b-4b45-a140-d03228124ecb,2024-07-27,2025-07-27,163.15,Redeemed,e01fb6170b620f05a621a5b742aaa19e
GC02190,7ec92f10-c40e-4160-b34b-395017c26b71,2024-04-26,2025-04-26,185.37,Redeemed,fe7f49ddb3f8493cab27c3134d58b02f
GC02191,0094c41e-8408-4846-b185-fbf114db7a0d,2024-01-27,2025-01-26,228.36,Expired,d7dd1f64c7bc8db2174cb9e7ec654cd4
GC02192,5e419f86-6e6b-4b45-a140-d03228124ecb,2025-02-17,2026-02-17,100.05,Active,863d58f4ef261e35e99cd229685000b7
GC02193,fbd733a9-47d4-4e40-88be-709357213476,2024-02-29,2025-02-28,104.51,Expired,534ac45c291ba8b0960f1c9a10b7428f
GC02194,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2024-06-12,2025-06-12,149.45,Redeemed,601076c0611958e735c21977fd4cf791
GC02195,3bb1717d-21cd-470c-9e89-3c63077a1359,2024-02-17,2025-02-16,106.12,Expired,9d7b99bcda5b245262e1f5c1ed8b3f2d
GC02196,0e725382-cfa7-4eea-b824-68123317826d,2025-02-23,2026-02-23,15.28,Active,bcfc7a00e6c52cbd1c7e1adae0fb45cd
GC02197,df600f99-242b-4e78-acfa-07fe39eabd9e,2025-03-11,2026-03-11,85.42,Redeemed,ba3f9852a10fa25b7b7392fbe90c02da
GC02198,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,2024-09-17,2025-09-17,44.41,Active,6b03ab9055c36abf097f1ce042a926cf
GC02199,abc2f41e-ab8f-430c-9677-705f4343b0ec,2023-08-12,2024-08-11,22.18,Expired,8e16b44efe5ce603d41f6767682a66e4
GC02200,0094c41e-8408-4846-b185-fbf114db7a0d,2023-08-25,2024-08-24,80.04,Active,e2b7126bed72a974190beb7308195636
GC02201,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2024-01-13,2025-01-12,190.92,Redeemed,85395753f3546dab27979fa36550a0ab
GC02202,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2025-04-29,2026-04-29,68.18,Expired,7ef015d90eeade377fc5baa22ec32f66
GC02203,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2023-05-29,2024-05-28,29.89,Active,813be305b8afffc4e14705a849a60ab1
GC02204,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2023-09-30,2024-09-29,170.24,Redeemed,40a697f77bd6d511d06da6c2e5038e70
GC02205,f34607a8-f6d3-427d-acf9-3d905082506b,2024-12-01,2025-12-01,164.62,Expired,25e0f3232156b22deed6d29ffb5cc0f9
GC02206,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,2023-08-17,2024-08-16,160.91,Active,2c48ddbed1ae81aa0420c91c5e5792dc
GC02207,7f191b14-927f-4975-84a6-4139f6dc9dae,2023-05-26,2024-05-25,25.59,Redeemed,42dca6c10ad4ada080a90567010d4566
GC02208,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2024-01-29,2025-01-28,161.85,Redeemed,65a1fe1eb70875a0c6231a1d11ed2db6
GC02209,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,2025-03-30,2026-03-30,61.31,Expired,3067f8cce8d6fbdfd21eb8d6aa34ec36
GC02210,e52160b8-9208-4ee8-b49e-702370bb38e0,2024-08-25,2025-08-25,229.03,Active,8a38b0715cca4c391c27b2e95ff99703
GC02211,0cae327d-3c1c-4b9b-b1e0-103207463ade,2023-10-09,2024-10-08,47.88,Active,8cde2e498122093160529ecf23f18ba1
GC02212,088e7d05-b0ef-4166-acb0-16d57f776a6a,2023-06-15,2024-06-14,50.01,Expired,08a71813f9d9aa781594021ef4394eb9
GC02213,07a7c40b-1082-478f-be65-ed92db3c2b5b,2024-03-28,2025-03-28,228.56,Active,905091b5cc9a3a815d106a1a04225a2f
GC02214,d00399b5-89cb-48fa-8d60-5ea1f649b655,2024-09-24,2025-09-24,98.75,Active,bd4f34b2c7ce220800d8fabf6e9a1a4d
GC02215,bb8f9480-8fc2-46ac-8f93-942acc115626,2023-06-29,2024-06-28,170.28,Active,9de657c56cb1dec9259d6fdabf3688b4
GC02216,bc0e387c-0b60-4a80-9ee9-45178de8cb66,2024-11-04,2025-11-04,129.13,Redeemed,38dcc98eba8a4224abd3ac66ea16693a
GC02217,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,2024-01-08,2025-01-07,145.79,Redeemed,93da8ce6484dc3fbfb5318a591455160
GC02218,f69962ca-a6b4-4464-878e-59ae6b43b6f8,2025-01-19,2026-01-19,186.74,Expired,f2b7bcb7a27beac3d47275aaad13f8ec
GC02219,e27170d8-ce33-4bf7-8f25-44b9c31f435b,2024-03-09,2025-03-09,85.24,Expired,ae78f91638dc8a51c977e6a3eb0e0d18
GC02220,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,2025-04-19,2026-04-19,194.67,Redeemed,8853ed6e71abd2a23f55f26c8a02bd1a
GC02221,2c063f55-8e12-40f5-82d1-e02e8211dcaf,2023-06-21,2024-06-20,246.97,Expired,7b85d52e56bcff4cfcbc3187e4516880
GC02222,9de85a38-608f-45f2-b25f-78aab3924fa9,2024-08-20,2025-08-20,131.4,Active,478a48435d78e272fa14ebb4f27292d0
GC02223,90448626-31aa-4d65-a854-dab84c21bac0,2024-12-28,2025-12-28,68.51,Expired,c433718b863ac70ecc9ec2579952ca1c
GC02224,829df66c-a6f3-474c-bc06-48d34aa71c44,2025-01-18,2026-01-18,61.11,Active,177a59085e207248f00c5d944f3f9a77
GC02225,f34607a8-f6d3-427d-acf9-3d905082506b,2024-11-14,2025-11-14,33.57,Active,19aab0c7d42a23c50722111c69433482
GC02226,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,2023-09-19,2024-09-18,19.97,Expired,c5109230d362063c4a71e82a3d708f92
GC02227,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2024-02-13,2025-02-12,31.97,Expired,39a02f66e784df83269746a9dd150d7f
GC02228,bed734db-9554-4ebe-b415-628b657962d6,2025-04-24,2026-04-24,202.88,Redeemed,692fa7836edf4aa19aded6ba68c3e9e0
GC02229,66beab47-39b9-4dca-b770-73f070a08070,2025-02-18,2026-02-18,118.76,Redeemed,2ff518214f539093a287379811681708
GC02230,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,2025-04-30,2026-04-30,104.91,Expired,55169568e2623db6372480315ba302b4
GC02231,11f5a691-d739-491e-8a3d-0cac3ba34fc5,2023-07-11,2024-07-10,157.94,Expired,f171c651a0a838746caf17130a8576f9
GC02232,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2024-03-24,2025-03-24,135.78,Redeemed,e7945b96844fd9172058e8d2b88c88a2
GC02233,0e725382-cfa7-4eea-b824-68123317826d,2023-06-22,2024-06-21,178.79,Active,5db21c350b892aba6adb1a674b2017f9
GC02234,df600f99-242b-4e78-acfa-07fe39eabd9e,2024-04-18,2025-04-18,40.42,Redeemed,b35d0946df5850eb9b03b79935b0cb4e
GC02235,a9cda48f-5bc6-47eb-88d3-50606128be2d,2024-02-11,2025-02-10,142.94,Expired,e38707a5b79057ff5ef40b5a762b4392
GC02236,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2024-08-23,2025-08-23,106.45,Expired,5a73400b1f629ab1c77277be571d6b31
GC02237,9de85a38-608f-45f2-b25f-78aab3924fa9,2025-04-11,2026-04-11,191.78,Redeemed,e68a3cab33b88270495ac864a769f303
GC02238,f794693d-2fce-4b93-9462-2e86678f3a10,2024-09-04,2025-09-04,146.96,Active,fe04396cd5dbc606037b2215fee417df
GC02239,93a2faf7-17c8-4513-b63e-f27c8b36314e,2024-12-19,2025-12-19,232.16,Redeemed,811ed659b2e304a7c2b5ae5aa856ebaf
GC02240,19a564d4-ed76-41b2-bf45-d41d8500da78,2023-11-26,2024-11-25,143.61,Redeemed,8d33a87dd9533757bc923e4912cfeee4
GC02241,5638cc23-cfdb-40de-9577-4997569c48f3,2024-10-15,2025-10-15,187.11,Redeemed,cd1ca34c79ae57cf93b8ce629c8bd811
GC02242,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,2024-01-07,2025-01-06,147.59,Redeemed,4eb7d809a5cc8985b0e5fba473a1adc9
GC02243,e52160b8-9208-4ee8-b49e-702370bb38e0,2024-07-22,2025-07-22,241.1,Expired,56ba4e93c87ba5e5f31f7e5af01b59ba
GC02244,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2025-03-01,2026-03-01,74.13,Redeemed,509d1cc864a328390c0426518edee0e4
GC02245,7f191b14-927f-4975-84a6-4139f6dc9dae,2025-01-25,2026-01-25,34.78,Expired,a96ccc4b51c4417c87f83d3515ef71a2
GC02246,9de85a38-608f-45f2-b25f-78aab3924fa9,2024-04-28,2025-04-28,205.9,Redeemed,ad0eef4fc68ed7fb6c7c1c377f7d82ad
GC02247,cc7e6efc-6c65-4b2c-9314-ee7b451acbdf,2024-03-27,2025-03-27,175.12,Expired,c9d686dec37333261d6bef3904a877ff
GC02248,cca906af-6247-4f65-82be-311947bfff74,2023-09-29,2024-09-28,114.57,Redeemed,3608d91f9c423b00a78d5bf87886ad22
GC02249,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2023-06-04,2024-06-03,188.34,Active,4f42e45926e1089f6754cd50b7b2bf53
GC02250,07a7c40b-1082-478f-be65-ed92db3c2b5b,2024-04-28,2025-04-28,211.86,Expired,09983323f864365de51a0cb83624ef4e
GC02251,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2025-01-24,2026-01-24,88.98,Expired,2538753a82ce58b93cf946900936e0cc
GC02252,5e419f86-6e6b-4b45-a140-d03228124ecb,2023-12-03,2024-12-02,35.31,Active,b183fd02af93a28a5c8466e956d49d3c
