InventoryID,ProductID,StoreID,QuantityAvailable,LastRestockDate,ReorderLevel,RowHash
2520,174,1762,404,2025-05-11,17,530a94cded9b17410ca294f7616277b02ed1bd1e7ecf1022d863b08ca7125a98
2521,3166,72,41,2025-05-11,35,676ba895765c79e6adb8f54692fda7358b2dfd5be55483752121841c03707a3c
2522,4134,4031,276,2025-05-11,21,9cdf87e57207240ef2cc1b527c2f6d4bef3d7022f3895f05dbad43a1600b114a
2523,104,1593,494,2025-05-11,28,5f46e9a1b4579c941c9e07868e45d377af5a082f6cbdf05ea46741736874c355
2524,2429,2375,9,2025-05-11,26,bd5271ce0d06a0a353c7321dd10f4c874e0bcf9a3355ee9197daca9d31aeb50f
2525,70,2416,200,2025-05-11,26,742ee5924a38c2d520ce18ae18f14efb443cd02a3bc23a54bd8c841311f01521
2526,393,3696,317,2025-05-11,29,10d2e63b30c452835b9d69edca6209d9470420c3d2c0f0ed6bc07f5fae458bcc
2527,2884,398,4,2025-05-11,12,ecbbb602c06b91ecd978e8a2f55130cb7d0c0ef70fc5cbab80c0123c2d352951
2528,3323,1892,120,2025-05-11,37,b9d4fbd975cb1d906aa3294dc0c2cac3f0055205a9d87f48a26fdce1ac4af5d3
2529,2179,1388,271,2025-05-11,22,81caac19ccb80c06ac661fbbabe9c2b029135dfbf1dc9c1e5bef338c6dc62017
2530,3658,832,100,2025-05-11,40,12cec29525ff93933b7ebfbc21f7214e9effe21ecc6ffa2463d6b1bf25f8f150
2531,3598,4411,225,2025-05-11,40,25e25231ca39e6863f5e22ece9b8a68c43849125a85733eda1db89d4b4474c3d
2532,3230,2077,92,2025-05-11,12,36627900eea68ab7b70546657f9bea56c6d8fdb4ea212dcae850df391b8d7281
2533,288,1893,361,2025-05-11,44,89612c79710af4bd05c8332ed86d3f5850a797a38621085ccb248e303869255a
2534,326,1494,247,2025-05-11,50,39dc0da2392d30bf5a9af9bfcbd98b52777bbd6a3a4a26f3e7baa1288eb9849a
2535,1185,3347,113,2025-05-11,23,0a3534c42173f240cbc2ee34946087de36498f2b35064077cec478d8423f24aa
2536,1905,192,256,2025-05-11,22,958be8d227e0e16b223fdd2e37f44ad757a3bc97842fc1b901e8ba4a82de1b14
2537,3653,4404,400,2025-05-11,18,2d00096c43e22ce43c38298ea7b8e9d465b875c42dd910156ce9b03045f7ebc4
2538,209,1375,469,2025-05-11,19,21d95f63e4315b58921f3dc948149efeedd99d19825aaf392fbe3abd6062323a
2539,3248,3577,296,2025-05-11,33,1d3cc851f06142273a391f8093389dd1570be2532694492133a441d643876445
2540,1973,475,329,2025-05-11,27,8dc12da9ec53017fd033dfd3eaf203ab5a5a400e964aad3001fe7739104ab745
2541,2751,1224,64,2025-05-11,23,30596f88a72dd9050ae4b43e7877869c77a339109adbd3b48ba1ec2e90871f0f
2542,2669,879,190,2025-05-11,45,b18119571dbf779e2e626ada0c9bc3b23069662551948f5cca3b21e0b7a4d9cc
2543,4785,1969,243,2025-05-11,5,c954c3e8fbd33ad0855d1048c70f56f65304bd956f5a8b306bb7b6c7810867de
2544,474,354,442,2025-05-11,24,377272ec4b6fb63a617e733e964d34e366c504f2f2f04316d383c6368b7f91e1
2545,3877,2112,419,2025-05-11,34,29283e7b1787f9bd83f0e6e060c0d8a2ed48dae3d5a52f4a7e2eb8db61b6b32b
2546,450,890,306,2025-05-11,44,7d0ec3fdbac05465bffefca17452904192007a6a04ba2d1c74d7923b5710b867
2547,3645,4750,456,2025-05-11,21,e8095b80e94f8997c90a2adb150804846543cfb378b876c009dc9b95d7715dfd
2548,4838,3809,128,2025-05-11,8,977c6aec7c3653329b69d781ed585096f9ebd3e1cf8375b7b8a7c260303b0374
2549,1780,1255,465,2025-05-11,40,4cf82b5101cc7145c3d7371ab0582ef5116b982839ae43dca653b13f583c4ba9
2550,4268,3224,61,2025-05-11,16,51acb2f242503ec24197546d1cfe416ce5c3411484a61a7f18c225bc94edffb7
2551,75,2970,24,2025-05-11,7,c65c607811f066c2dc014b0cdb317a42398766cc34eb133cb79dcf8de1dadcf7
2552,2004,1194,20,2025-05-11,50,fbe8f07c5ee9cdb41410defc0191e1e53f1aeb9408ea7c82a847e9ba0a8ac8f2
2553,1317,4235,465,2025-05-11,32,eeedd53bc7816174841b38aa3578477f353449e97103f83db8526dc67d00bcfd
2554,4816,3545,290,2025-05-11,8,af276d15cd6ca441366195ed664f60407f96ea4510cdb00194da28146b10539a
2555,567,1821,409,2025-05-11,26,c8de580943b520f1c6b0bd46d81bdd7c12ac1d68903a0e2c76d78c8571a1e956
2556,1636,2563,80,2025-05-11,43,e0f8fc1668bf6eb70954649337b5fe39c15787819b4d407a8696e9ad0051a681
2557,3378,1118,129,2025-05-11,25,1616aefd203f6dc46e18b2f212d80c9276353a3cd62dec4c6b6f6297df26c94a
2558,220,4303,409,2025-05-11,12,faae7f12b5152ae66935582a275888731cc7ebe0e191376c1ada009d4809638a
2559,217,1334,339,2025-05-11,19,1479ea84461dd795b35f8d919ec6f56e02d4a5f348ac4f3218c23e452f45e070
2560,3390,1158,494,2025-05-11,29,581566158135e045e3b56e853df9cfc9f18e38c5feb412b112f50be7b26c582b
2561,169,4461,409,2025-05-11,25,7069d11f5da20acebfcfa499383694b810c8609f6f465faa7e7f878b8ca0dfb4
2562,4098,2983,282,2025-05-11,48,f1af5339cae2940ce6e8e7e049e7d139e75960bb83c5ae8b8c9378a8cffbf4fb
2563,50,499,296,2025-05-11,33,0b84a88a76314aa8c18dc4a53d9be78efffbe0d98c42cc5ba2cbee50c89d9359
2564,3786,3800,300,2025-05-11,46,440fe83b716b8870d1cf3049a6af7e30ec5a930f48e9ce194aeac0907ac31e2d
2565,1834,1712,95,2025-05-11,39,78e0d6b1eb6dda2e0273cb107077649ff9a0fae7630c7ba6be9de254b6ac02be
2566,1308,1181,392,2025-05-11,40,a4f1ac2d5bf13bfa1f6681e54abb8dfd866deefc7bec555c844c65a6f2de946f
2567,3462,1179,332,2025-05-11,8,830b099e4b45a179c4779d38062e8f7420ebde4c1cdee00b212bb7d5115217df
2568,4663,3971,228,2025-05-11,14,9e735138be7f8ac6d237d26b3126d864fd7518e2ed4d86bac9eb5158fefadaee
2569,3609,3009,225,2025-05-11,34,376c6ae5332a1b89ab89095b5864552b4e1a2ea25593c76e234a5b6edcea9a91
2570,618,2894,47,2025-05-11,27,e78d5409c31c275d2652fbf6b8c56f515de90289290268989822ac8394348e71
2571,3404,333,378,2025-05-11,26,46ff9ddb33c3fd6cf9219ecbb729b43d8e3bf0fde3b3fef1604e3c4c32d2ed1c
2572,1734,4785,434,2025-05-11,25,f4bb1d4d70e0268ccf9d3d0362b9d71c6a560d605c715af6deb36bfd669be1b9
2573,781,3080,48,2025-05-11,49,26573f122bdd8a425fe1ce5d456914d283221dbc569dfa1119a1d57f7e16c652
2574,3266,3810,279,2025-05-11,13,6c88419e0331142cae72fd6ca6014a17a7efcae73556dc4ba89f0c9a13a8a73d
2575,3496,1740,196,2025-05-11,50,d396d33712fd8354acdecb1fee6eee9c9d1336937e7aad39b7114bce4acfd500
2576,3231,60,54,2025-05-11,17,f14ab3515558395424b2eaba2fcb84879169d3efee4bd7e2c7345cc92dd851d0
2577,1775,4944,463,2025-05-11,13,e6dff8e1ae5e60130727e97320ace5f5a1807e9e35e1d7fa6a98aaede073bdef
2578,667,2278,302,2025-05-11,31,4949acef522eb709892b0ce604778a7c85283e5bc904dcf996157ba4a4330f76
2579,3641,2633,43,2025-05-11,34,28088bd71b5e5442fbc49768b494d53da2c99fde7ea6c7f6caedbf731c68e977
2580,3690,4213,431,2025-05-11,50,1d1b15de62e8403582dd6b9bf46738b53bee52dc9488df55bf2731c71bd75ede
2581,451,4475,360,2025-05-11,19,f05ed4039d73bc614caaf7d68110c8bfd63e850548a5cf312649f107089f93b9
2582,3953,4436,50,2025-05-11,43,2a9a550e6be7f19e075a8026d5183fb8441de95fdad058171298f59cb5197cc9
2583,2334,4795,131,2025-05-11,28,b6429d18632377f4c9e8f54f8b2a16d7cb34f1df52a6ef1ed3a684ed2f5d060b
2584,387,932,475,2025-05-11,6,ae589135396703bafe9a940a84c1de35560bda449408bdbde3a7bde9bc8b3edb
2585,3936,3906,359,2025-05-11,41,35460416fb3b1a27d3194137801c222909356eaf803cf5993395262bea240f2b
2586,4906,578,301,2025-05-11,20,2aec98710cb12fb68fb38c24f67755580c591327c7e8f5bcd06591e683cfac85
2587,1329,453,219,2025-05-11,28,7d4497b9b9eaa9c93c391b4a6dbdfd038c77cc194971d2100fb733029f6090d5
2588,505,3450,192,2025-05-11,16,b1eb5025f4ddebe249cadf330fd9187b4deffca48f78f83d882d96835ff859c0
2589,4909,4624,192,2025-05-11,11,5c0a6879c0e50097fe6785865e143f38e1332a7416d0232e892fca4b328c5473
2590,596,3791,128,2025-05-11,12,d2675d1f70b45a63efc910fbc7ad2f0987afe508c4824b3ab5370f8c0198757f
2591,4906,3898,377,2025-05-11,37,a1e230e53f43724d4000fab84ab6209b41e978658bc366e2de545dc02d4803c3
2592,950,1024,385,2025-05-11,7,9055f812a65d337339a430db015b318d9118f5e7df16f2c5c94804c68cc1e58d
2593,2969,4834,63,2025-05-11,38,256845ddcb324a76f90d12fd74635c3d394c9a4790aa9719ddfde0dee31ea851
2594,1165,1273,13,2025-05-11,48,3b11169bbd62581ff2ec6e2e9fad1e5ced6387f0c31df90ed6cd54ba855bfdbd
2595,4015,1247,307,2025-05-11,10,57d3379a89de0c92f7f6c37596cbe85a7836516fe7da804cdddc356574ea5f6d
2596,1850,2121,140,2025-05-11,19,13ee74687428a62c4f3c9d627853e991f4e900b31d6a54030c01c7ea68cf8559
2597,2628,3331,424,2025-05-11,14,a1199ca291f70b97d0302aed6847d0e903de8bffa05e6e1e3b7a01b891f8dd52
2598,1826,2560,6,2025-05-11,24,ce43aaf300dc5417b6f6c6f78c4f04c064b73f1ff35544c4add8f078551fe194
2599,940,358,261,2025-05-11,36,4465af1015b29ef79924f2c7f1ae601be566fae284804f27ff83715492a36004
2600,3057,2752,433,2025-05-11,22,3b6ec1b6691bd5166e3989793f881fe2fe756a3e347b1fa82fe9ee008650d73d
2601,4970,4409,312,2025-05-11,42,ff54b49738c549bebab205faaf151e3c9aac5b4feb031e383b73a7c0f5541217
2602,1546,2146,17,2025-05-11,5,6e7a6e7196326353973358efc17879a278ef32fd1bda5f6b1d01ed1e45bca5ff
2603,1900,3212,133,2025-05-11,44,f4e12d47bee3cf4a993bf21fadd13ae3e8d7ac6c6e147faeb988773ea087880e
2604,2483,4031,56,2025-05-11,7,558cbe4e53433c4d2bde20f9d940febcbae0fba4b2658039a8610a0c42fe3ca3
2605,2573,1494,297,2025-05-11,17,50e6a65edb9d7fa140045a676a481060e190116f45ae16e56049960cc0e709ce
2606,3578,4242,445,2025-05-11,34,ae2edfa8dd36ce9c1171f0a4930d64c6e24ad7cb84b6dcb85f5cc91f5912fda4
2607,2996,3495,392,2025-05-11,20,14232a6f7954926fab76635a4299a1560ead7dca316c9b5aa69950392cad88d9
2608,2877,677,129,2025-05-11,46,1c202d43018b0587ec9112116ebde45d47a4b2c7aada0f1381060936a09a79ef
2609,2336,1136,464,2025-05-11,32,c6a53871191d64f3e7a53ce67f31af5c9409576adec170c9df643fb51a993109
2610,3462,41,226,2025-05-11,31,75ca672f23fcac0af9becc7da98a1ab32549ea5743e4429f37e93e4647715665
2611,4236,1625,279,2025-05-11,14,58bacf8d0f69cd08fbe1bc27834b031ea55a3a1b1efa4c4e93892181c38b8141
2612,1693,4246,167,2025-05-11,49,c95be56f2c4133b2c10d3e7069ca8a388a451f70825a97c16e609c51f9d1b34a
2613,2000,2129,304,2025-05-11,38,24703de3f3c67108f358a81bcfbc6d660a10806f04b0cf2f9744340f9c6de368
2614,4569,95,124,2025-05-11,37,a4cd57c7b05d7556689b2488c9f1f64016a5e504f34c1747f9c0264a508f6777
2615,2800,1060,222,2025-05-11,30,64cf10cf9fe0e3b7dd93647a147569ab98474b0e2294fa69c53c6e8f2547c980
2616,293,4917,170,2025-05-11,23,98820e507f167ae461a115d74f48755043c0cf3bcbfc5cfbc4f99189ac3bec87
2617,3185,4159,289,2025-05-11,44,1e73a5acc5907751dd80169028610acf3ac2c0529132859c376311815b54e229
2618,534,3395,119,2025-05-11,39,3629c01aaa9956f0fae62a99ab5e465b33ba3c2b85cac0d9287504c6f12fdc30
2619,1669,4044,76,2025-05-11,21,be573e3da9aa730cdadccbd7b0a6e4ee761cb051aed192444ebfc73051baa4d0
2620,2855,1488,348,2025-05-11,31,76fd20922565334305e5bff148966151e673602c496cdb1b260d13d52c65a6e3
2621,1852,4478,403,2025-05-11,21,5847ae146dbbada336f9b3431c01329c8319b61ccf0ee3632d649392a652990a
2622,1753,3017,488,2025-05-11,20,d20928ea0739e82a3076ddabbab55ad8ff879a3a66dd8412882e546eb1030809
2623,3757,2040,397,2025-05-11,36,11a40bc43fd793d115b742736ac4f1df47a09c465a5fab925803252d0c02f4c6
2624,3339,4797,44,2025-05-11,21,ca9f2efa21bc3f8e335a069404a7adee532ef50aac3513036c4893baa65e136f
2625,4813,1756,427,2025-05-11,18,f35fe4f745cd2abe3b69c0d95fb104525ff41d8e64b3c6c5c16357a9fef73f55
2626,4035,509,219,2025-05-11,32,066de5dc438247dc8c1ed1d49650a146aaf17319698648dcd0cf39814db83ec8
2627,3753,4465,129,2025-05-11,5,deea692975843e32c097e1b27086782b4fa6018fb172ac8278191146149d4965
2628,3635,3038,274,2025-05-11,46,049e85dfca572e8df7d54f69a757914621c7af81e018cf02f789571f459134be
2629,4152,3876,122,2025-05-11,24,a456ead3efb05d5a9fa0764aad09bdfb549e7b5b1182c463766f53ae199c5488
2630,2505,132,157,2025-05-11,49,78940564ce718c356b7a9fd172ffb79e2f2005014a88a09b10a8bc1d8cf701ed
2631,152,4072,82,2025-05-11,7,a0ce9a2fe90c0691893355dc51f842cc956c85fdba390662475fd8769bf3ca19
2632,934,4728,427,2025-05-11,31,f412a1f32e2c0c4979afde89bf349b26d2277ce41fa6db7bef56653c23d34f9a
2633,4203,4242,225,2025-05-11,16,a9dfe88068def69664747643182f165ed6e418647223ed815fd947866e7cbc4f
2634,2395,4728,278,2025-05-11,45,1bf447a71cbdeee3dc5f6eff8fec9865c6573ab4363131a5600411a3fb10a1f4
2635,2469,3566,494,2025-05-11,7,5f207a4cbce2d17491295d4f66797564a02e67eba3d51d98cdd846d353a0e3ad
2636,3593,1038,264,2025-05-11,12,70bb660b21fc69b330eff7d55036b5b1d5cf3d7e500bdd1096b4785307ba384e
2637,698,2956,99,2025-05-11,16,92b15772fc2f001210ef4fcc83fdc92cb2c1a57320ad7990b6444ed655d9f72e
2638,521,4084,97,2025-05-11,44,d36aaa25e2907fce6c2120b889d0f27d65f111453c13943c95bdcf69fda01b53
2639,1371,4850,157,2025-05-11,40,41cc38a50eb899e3ef29e29eb4ada955d2f5bd8690338a2f1997cdc55557a381
2640,4091,2773,215,2025-05-11,18,7bd1540bb02f0d16e944a38230428ab716e512f8dffad8fbab70bed46b4c5e98
2641,3760,913,37,2025-05-11,36,af68911f6cad20ded7d078767ddb71394a2b3e8569ccd20ae496a619689af700
2642,4658,8,320,2025-05-11,16,c6917a449eec23a98890a27f6f84ccb7ab31d2ad14196cf167759cde2ac0b5a2
2643,59,4187,157,2025-05-11,29,e0ac82fe444369691f60bfbecae1d06ea5ca8a99ed53910caada6bcbca63e037
2644,3357,3368,79,2025-05-11,29,f45a8106f6fdeee4af90b5ec2dbc94ded6f46d5a7165a12c35a7c8c07011313e
2645,2917,1369,293,2025-05-11,39,3900b5684e935e743efe13c57471bf83508c0448f7ce1a54d42f35f92ded698d
2646,284,4092,453,2025-05-11,18,05d720b34abcb7b337f6ae0fa8712a78469ecb63dd5e853066c1b81ad8d8a7ba
2647,2764,1340,77,2025-05-11,14,5221be3f0769669b1897be71864fab12c510582803c3ca389343b3277a5ab7d4
2648,4522,3850,78,2025-05-11,44,4cfb41a5d03cb4351ed8b2114ffd848094f5951464cb860515d703315f9b2cc8
2649,1245,337,181,2025-05-11,17,da7bf0430bf96923c5fba321a1f4fcd0043e6b92c20c01b3d0817ff2f167e653
2650,3563,4015,478,2025-05-11,44,a28e4c6b887c76984f93fea0ebff5665ba3ad147a09c61f6462995d50ae5ea07
2651,4056,3850,141,2025-05-11,26,bb640ffcaf059ef5a1bf67e6e907c59a6592072de5a598e7ee40b4c4723174b4
2652,158,4222,90,2025-05-11,18,17ae19cced583cef4c6251d102b0e4a622f747363367d1bcc27d576cf925d4b8
2653,205,2492,273,2025-05-11,36,e109e6d4aa737a90c66179eeb86988576c9c88bae09175230862ea79a24289d1
2654,626,4956,307,2025-05-11,11,53d3a3f8504d5ef8381e1f2aaba7173af31c24dd3ed3c98ba5fe2493f1bb36c1
2655,74,2089,380,2025-05-11,28,b792d85dc481a5f1d7f8aa11089c48269c2dbd8c76effaade31d058bf8a01ee3
2656,1851,3833,364,2025-05-11,44,1a96f6e8800d0966caf57ae07cded039edbe67364c71c3e780074b07b9feab71
2657,2703,1409,156,2025-05-11,30,cb8e1a3b79c8d89e901df6b82caac292f93062b3e2b690232b04f6a8bcffd2b0
2658,1960,1609,343,2025-05-11,7,80933b3bf00faee4ce119925ec1446dcc4fa8533cd0d5f1f64e1674e7c356844
2659,3720,1501,226,2025-05-11,39,2ffdbcb9e4f0568b3a4a5a7f71250d4e50b2ef60537f19d61428833a0c559193
2660,3666,2131,451,2025-05-11,41,e9453f2b309a6edd137c45e07921bc2694ccf910a3025e73fe007921f957870a
2661,1167,1276,452,2025-05-11,49,954d2d9e79ba74f391ee521b1c8f4c53941e271c840d88e8ead79c8149e44257
2662,823,3992,280,2025-05-11,50,7e0f182be32fede9f5b04128255409d808e64d15ade5486a0df91803c2a17500
2663,1538,1510,141,2025-05-11,37,2438591e2ef57aac10ccf625b3c1a1ee8206e801ddf08bf2196047431cae92e2
2664,452,980,147,2025-05-11,41,4e8a841859c01415c9a221b4ac2238902aad9812c45dddbeb855a4271d85b37d
2665,4981,1238,62,2025-05-11,30,b2b5eea49c822a597fbf380b32ca3bf0bada544f730d64648ffc3816ff3abbf3
2666,4173,2815,14,2025-05-11,48,68a995b48fa74291fdf3f5bec132a924e271cad8f69407cae96795831718efcf
2667,4519,2476,327,2025-05-11,38,ece375bc6056bac1a7dcd80d1019c93a3a79292144a8eaa1d38223ba13da4858
2668,795,823,279,2025-05-11,34,596d6651746fc3532cf8e20337720e6ae151bdb0e61c1c5efcfdbfe7cc922f30
2669,2037,1425,320,2025-05-11,44,ad9ff5f7152a62b1d41ecc240efa7c2f1292b66e334f56c890a75479945491e4
2670,1196,3636,341,2025-05-11,43,6e548de67274dbda4a1aa4991d2e8feed3d3867b5d794e34591dfb9fe1106184
2671,2498,3269,444,2025-05-11,9,d819e15ac389ed9bb437f0051f033c009e23f6c2190be95f1c4b68e68657d8a1
2672,2261,388,34,2025-05-11,21,a9e01c493b7e80e6c04fa06a85f79d1d7b63d1fbcc80ab0e4b5f60ee9b7d1079
2673,2279,103,413,2025-05-11,8,eda35d00368f490ed85c8d5637f51eefcb9febfdb3f7afb3c899ad290a17d28d
2674,828,2648,467,2025-05-11,5,399cc47f7bdcea700c362a95c304398955723c9239617348a9140bd9454d1ed0
2675,184,817,23,2025-05-11,33,e7ce6ab024a2b18682aca58ab59c29495d71618cfff6f034af90f17e6644c856
2676,1425,736,235,2025-05-11,38,a04b1ed922a0f7d0d77cac92b0acfc5e33e5876d0b8dfd65d126918e556697da
2677,533,1809,162,2025-05-11,35,061cc8acc25cbf6b56bc57ccde384e427900a1617042dfe2c535f7da0f755666
2678,132,2691,346,2025-05-11,42,797e5df67d44c00d426f40e437154e570d9f03604dbb909b37c0afbc3ab58387
2679,4260,1452,420,2025-05-11,40,2d9b1d25fd8b2be75f5e5d890742aebbb467ac62a3e2e2a66f620c16434b6ef4
2680,681,2320,247,2025-05-11,14,ac15fd144e46216ccd6df1b91ca8fdcfce5812981ca6405c5e61dd48ef2fbb5f
2681,4501,2096,95,2025-05-11,11,89227f231c4f27029dd3ee48ce40bb01c5724d1e0a406b446b6dff55a6123a5b
2682,18,2609,303,2025-05-11,42,d19e33e7306b726b5a532a8cbb7bcb0db0b28eea060e27de7d5484a7860ef3ce
2683,676,2184,186,2025-05-11,29,d23e8def77652df3983095f8c6de8202d50852207b72158354c91a1c3ff227ca
2684,2411,1613,109,2025-05-11,27,00bacfa37a5f018039b2e795e2e04f8eed987d5dc9917e11720a9b7381e4e6e1
2685,1519,3003,374,2025-05-11,15,7de9b0021a7ec7b750b082725016306c3f4522834c4ac90ea0c5f89b3e978cb1
2686,4429,820,469,2025-05-11,19,f09c8901328c348bb7d1901e79ffafdffff79f5f7553a76284a23ac7b417282f
2687,4275,1978,101,2025-05-11,8,76b15761cc768cb43437697d9901d1d44f9659f1944ca86303b8b5d61aa410a7
2688,731,4249,20,2025-05-11,41,50a9b73ee36edc6cccb243dbce467ef27904d428b009501fb535e4b5ee3e277c
2689,2861,1383,315,2025-05-11,43,c6f0c5ddc241de1ac3fd56f4ebcf82fbd49e0c77564e000bdcda5bb1deaae358
2690,2018,4893,328,2025-05-11,6,1a125e2473b5fe947f70e43d13288c9da48944da6afb7d3d2f6696a81d658ad6
2691,4249,775,200,2025-05-11,10,ce0abb1c95da019a415139c41eeccda2dbd79719bc61da4a8d383ce6caef4bdb
2692,70,3517,214,2025-05-11,29,c33151f8a87e3fd04e5a0708da745240464b0ff57392d1b46ebaedea29f5e823
2693,4050,3717,231,2025-05-11,34,57da9c677ea91a667edf2fa7c9212035091f6faffa20d03fe9c2402c120e767e
2694,1984,4042,163,2025-05-11,48,ec8867c4fffb63deab435058e64b77344643e461a0f22620a7c16b5a76397438
2695,3747,2775,147,2025-05-11,31,15832cba9851a07911e878cd3312e71d2b3a868f8cf015fcca22a38e03a76f1f
2696,3124,871,322,2025-05-11,20,565517facd757e96d95e5cdf0365b892923665a9d0655b8d3ca4386b6b30e8db
2697,1927,3949,24,2025-05-11,14,6031b71a00119e9c14597a030796ec102322f6dfa41bb49e413dde652baaafaf
2698,1298,4465,291,2025-05-11,26,42c2f6f3dc620fcd4b9c18e150d43916d3a448f83ccee724aaf961e6a0e7dff8
2699,1938,3463,80,2025-05-11,25,0a9f0f856240311cecc043e50af5eb6d3fc96e901dad431fd0ccdb15638fc078
2700,3489,3141,399,2025-05-11,46,03bfc01438ad8466d6aaffd43057ce4a5a65cfce8572afc56aac10e278e9fd85
2701,1204,4672,118,2025-05-11,25,56714951db094809bc587b0607d30d49d12a60ffc9a7edea9de223ea8fa4db11
2702,2106,4296,118,2025-05-11,35,baf329ce4d4e27e2408b0066e55e3827cbbedc0077a6d8879838d8a2b77a269c
2703,3982,4030,406,2025-05-11,21,e8e9ab641d0f9088089a244a92fa3b57714358c57761ce582746c05685625327
2704,1979,373,49,2025-05-11,45,9cb15da1bfd729bf2e965ddaaae5f022c7ce7b793da3de3bdb376cd4c05840d8
2705,284,3195,381,2025-05-11,42,a6b8c199dbf1419d949fc8f6880a9d8c8d44a39fecd3683501dba8e173b9ea0b
2706,2674,4837,13,2025-05-11,27,6a44b6501bcc45b6591cf8e8b27568ff9ad98a2a3f1955fd41d660cb4db1a9eb
2707,3951,2405,80,2025-05-11,28,b55f9e107d660bed8b52f858fbe87f0d9c443760d7786391af6895548f2a9d87
2708,4705,3384,128,2025-05-11,5,10068ca016a3c1457659689591a705afae2b9befaa4fea00c2ffe683153d43a5
2709,4572,4136,117,2025-05-11,12,42471b476e63395f5342555a7eefb0e710c310e00935849cd113df3c8920fdd7
2710,1214,4622,96,2025-05-11,18,97acf6702f331f7517da4a50fffa1097f80370662b92f554067b398830654e29
2711,4680,2817,25,2025-05-11,12,7d63f7c9d0b98426d4dcaf36a5313ccef004941cbca36421eb062c1a1a8b70cf
2712,2563,3923,233,2025-05-11,41,bcc526de8e784f1ccd563bbb2b76ca9a9194d0207a84e3a1a50a64a1cd2b6995
2713,2022,2437,180,2025-05-11,8,cf13cd6049b2b5942a62beeac2ed7b5bf7dc8a5f0be8a4dbabbccb9e87714bf3
2714,2777,3552,202,2025-05-11,19,000f4cab77b623b5b6caf1fc4e04705d9781367ce84816c1ea878660634f4cd8
2715,32,2648,324,2025-05-11,12,759743b4648571b3785c9b909b1a2bc2ef05036107e2350b88882a3f2839bf37
2716,1250,4447,353,2025-05-11,41,0340914d2da8740b73311caeeadc4f908439bc84daa7441c7bf388adf975ddad
2717,2445,4611,127,2025-05-11,41,ffccfd63a023c41af4066301731165fd75014f72a405276e9d80264ba869ff84
2718,3693,3992,497,2025-05-11,34,e296eb2ac2a73f02adb24a251cc757fc5fab8b673ac5c454f7b227cfeac2f0bc
2719,3469,4370,445,2025-05-11,5,6c9ec6e2e62ee7a0ca7d369f4bf5b910e1547bb8e19f1bb01ec2888e59e6eeb0
2720,4721,2497,70,2025-05-11,5,8c7de8b23c9d266920e20f28c2ee750286abb3d484f7e2f5da6b679bcc29af10
2721,3158,3168,208,2025-05-11,12,c39693949cf767d00f9813ef4e0162415450b51d3db5b3e635b205e2b1f18fdb
2722,794,747,198,2025-05-11,44,625a1829d204bb7852730fd25c6f454dc7448fe4e8719f709e8c0bf4c67b982b
2723,3435,490,159,2025-05-11,49,20b17bf5f66bd4ec57c09075f6a91d01219b270c6db01a4ca4dc08c63bdc5c6b
2724,1705,3896,62,2025-05-11,11,dad9663d3ee181602e8f7fd61aaec40a4c6a21954dfa32592193a49ce922d399
2725,1158,1197,145,2025-05-11,36,0a82f1871f63108a0fa6dc2b06e953bba92e665f52831ac48d2b64f3ed112aa1
2726,3537,865,145,2025-05-11,29,2a19a1af8cf97beb1fa39bcf636eaafc0d3ff7961b9bc562e58db518498d904f
2727,3620,1210,154,2025-05-11,49,1dd992063ec11e5ae7fa4801beb344d1729f1bfb86b3a4fbc283856e3bd0d43c
2728,1188,2541,117,2025-05-11,10,7e01dda946e27f197302fe8de3f0a66f9b461280ea772faabe4dc789bef480f6
2729,4668,967,90,2025-05-11,44,94ea5ce2b0712e1c13b29c7e7f263f76574442021f0fc7665c298037604c095e
2730,2756,2137,327,2025-05-11,41,edd8f720d38e0abcdcb00e03bb8eb623805e6579e2415b856bdb12bc298ee474
2731,3209,1701,360,2025-05-11,27,f81d51911e05de85d207ca98fb4532d927f05abf6aafba56e1ebe076cb9254b2
2732,1563,893,380,2025-05-11,26,e0f5529875eb5e6e2671de85c1efe6206de3578dd82b1e695724f9a2f5d9b0b2
2733,2933,4447,397,2025-05-11,18,ae4ddd09276d9aafdf28e5c42bd5980dd74c42f87373a1762ae31e12ef6e9779
2734,1138,3300,234,2025-05-11,26,d5e059244ede0d4ceb6adef6859bad77d8b884c7351a8c1f55621a436561f9bf
2735,4066,4834,67,2025-05-11,23,a47f2d026ed23643e2baf3ba6e5d710c6315436a993f6466c25eebce3f8ece9e
2736,1650,4188,1,2025-05-11,29,6dd6fc4d93a9852ceb655b3e4aa8cec78f5e03863bf7e11bcb1faa6f23a90eb8
2737,2904,1801,94,2025-05-11,38,48c131e302928125f4e116f076a47d7c300c94264f39de8d28093c62ee4154eb
2738,1038,995,441,2025-05-11,44,14a83c85fd38495c85f9d50f981a126fd14ad6d12408e4b4066c2e9c5dd7a2d3
2739,2119,1706,290,2025-05-11,45,921cce8575198bb34f4a8eeafd422e689458ac9e72f73331f380b82565fd048c
2740,4453,495,335,2025-05-11,32,8d7060b716557f5d2fda4a5eef37af287702173ce2d517e3f92105ccfa14ace2
2741,3505,4788,306,2025-05-11,36,d68ac7df519462efb7db6ab10ea79e049edae618b7724b0ae270d9da449adb54
2742,4411,2315,234,2025-05-11,9,b89221140a2cc2f61d087641a07fb86b6fc3a80b6037182ef4af821e06f09d9a
